,carat,cut,color,clarity,depth,table,x,y,z,price
24082,2.11,Ideal,H,SI2,60.0,56.0,8.43,8.35,5.03,12226
16867,1.07,Premium,G,VS1,58.6,60.0,6.76,6.65,3.93,6730
45519,0.53,Ideal,D,SI1,62.3,56.0,5.18,5.15,3.22,1683
40005,0.41,Ideal,F,VS2,61.9,56.0,4.76,4.74,2.94,1107
43944,0.31,Ideal,E,SI1,61.9,53.0,4.36,4.4,2.71,516
52857,0.72,Very Good,E,SI1,62.1,57.0,5.69,5.75,3.55,2578
46220,0.5,Very Good,D,VS2,62.8,56.0,5.04,5.08,3.18,1752
30645,0.3,Ideal,F,VVS2,61.1,57.0,4.3,4.34,2.64,736
13197,1.02,Very Good,H,SI1,61.0,59.0,6.48,6.53,3.97,5455
6839,0.91,Very Good,D,SI2,61.5,56.0,6.22,6.27,3.84,4123
491,0.7,Premium,E,VS2,60.2,60.0,5.73,5.7,3.44,2822
670,0.77,Premium,G,VS1,61.4,58.0,5.94,5.89,3.63,2846
40191,0.4,Good,G,IF,59.7,62.0,4.75,4.8,2.85,1120
28928,0.3,Very Good,G,VVS2,62.1,59.0,4.23,4.27,2.64,684
33298,0.31,Good,G,SI1,63.6,57.0,4.29,4.33,2.74,462
14124,0.99,Ideal,F,SI1,62.8,57.0,6.3,6.38,3.98,5728
562,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2832
35332,0.34,Ideal,G,VS1,61.3,55.0,4.52,4.55,2.78,898
37864,0.37,Ideal,D,VS2,61.4,55.0,4.64,4.67,2.86,1003
41886,0.5,Ideal,E,SI1,62.4,56.0,5.03,5.07,3.15,1259
17074,1.05,Very Good,F,VS2,62.8,57.0,6.45,6.48,4.06,6808
46366,0.54,Very Good,E,VS2,63.1,58.0,5.21,5.13,3.26,1760
31256,0.32,Ideal,D,VS2,62.0,55.0,4.38,4.42,2.73,758
3831,1.0,Ideal,I,SI1,58.5,55.0,6.47,6.42,3.77,3472
47198,0.5,Premium,G,VVS2,60.9,59.0,5.09,5.12,3.11,1838
17107,1.13,Premium,F,VS2,59.8,61.0,6.81,6.76,4.06,6822
11592,1.11,Very Good,D,SI2,59.9,57.0,6.72,6.74,4.03,5042
4967,0.91,Very Good,I,VS1,61.9,57.0,6.19,6.24,3.85,3734
11532,1.05,Very Good,H,SI1,63.2,56.0,6.51,6.47,4.1,5027
35423,0.32,Premium,E,VS2,60.5,58.0,4.48,4.44,2.7,900
23339,1.01,Premium,E,IF,62.6,58.0,6.37,6.44,4.01,11387
49121,0.7,Very Good,H,SI1,62.4,59.0,5.63,5.75,3.55,2066
9840,1.21,Premium,J,VS1,61.0,60.0,6.88,6.83,4.18,4675
29722,0.31,Very Good,G,VVS2,62.1,56.0,4.27,4.33,2.67,707
27246,2.39,Premium,I,VS1,61.2,60.0,8.63,8.6,5.27,17642
5399,0.3,Very Good,D,SI2,63.3,57.0,4.3,4.26,2.71,574
30932,0.24,Very Good,H,VVS2,61.3,57.0,4.01,4.04,2.46,449
31947,0.3,Ideal,F,VS2,61.6,57.0,4.32,4.28,2.65,776
39289,0.3,Ideal,H,VS2,62.1,55.0,4.33,4.36,2.7,491
21967,1.22,Ideal,G,VVS2,62.3,56.0,6.81,6.84,4.25,10038
15988,1.01,Good,E,VS2,63.3,60.0,6.3,6.33,4.0,6399
22919,1.51,Ideal,H,VS2,62.5,55.0,7.34,7.29,4.57,10959
17814,1.01,Ideal,G,VS1,61.9,54.0,6.44,6.48,4.0,7179
26544,1.74,Good,G,VS1,58.6,62.0,7.83,7.88,4.6,16223
16664,1.19,Ideal,H,VS2,62.1,59.0,6.82,6.73,4.21,6662
51110,0.7,Good,F,SI1,59.7,64.0,5.71,5.74,3.42,2337
43784,0.57,Ideal,G,SI1,62.2,55.0,5.33,5.35,3.32,1441
35282,0.3,Premium,H,SI2,60.9,59.0,4.35,4.32,2.64,473
52922,0.58,Ideal,D,VS2,60.8,57.0,5.4,5.42,3.29,2590
34258,0.3,Ideal,F,VVS1,61.7,56.0,4.33,4.35,2.68,857
52346,0.55,Very Good,E,VVS2,60.6,56.0,5.33,5.36,3.24,2499
6386,0.25,Good,E,VVS2,63.1,56.0,4.0,4.05,2.54,576
6646,0.79,Ideal,I,VVS2,61.7,56.0,5.94,5.95,3.67,4092
42564,0.55,Very Good,H,VS2,60.2,59.0,5.36,5.24,3.19,1327
13220,1.06,Ideal,J,VS2,61.4,56.0,6.55,6.6,4.04,5459
20567,1.51,Premium,E,SI2,58.8,62.0,7.5,7.41,4.39,8879
2473,0.91,Good,H,VS2,63.8,59.0,5.99,5.96,3.82,3192
27790,0.37,Very Good,G,VS2,60.7,57.0,4.64,4.69,2.83,649
28997,0.34,Good,G,VS1,63.1,57.0,4.4,4.45,2.79,686
24445,1.5,Ideal,H,VS1,62.4,56.0,7.29,7.34,4.57,12702
52838,0.74,Premium,G,VS1,59.5,58.0,5.95,5.89,3.52,2574
44654,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,522
9773,0.91,Ideal,I,VVS2,60.6,57.0,6.25,6.27,3.79,4663
42431,0.54,Very Good,F,SI1,64.0,59.0,5.14,5.18,3.3,1314
37387,0.4,Ideal,D,VS2,61.3,56.0,4.74,4.79,2.92,982
12567,1.02,Very Good,E,SI1,63.2,61.0,6.37,6.31,4.01,5278
47798,0.58,Ideal,F,VS1,62.2,55.0,5.34,5.37,3.33,1899
19997,1.05,Very Good,F,VVS2,61.3,59.0,6.48,6.56,4.0,8537
19174,1.43,Fair,E,SI1,65.1,56.0,7.1,7.03,4.61,7928
44963,0.53,Premium,F,VS2,62.1,58.0,5.21,5.16,3.22,1636
52823,0.7,Premium,D,SI2,60.4,60.0,5.74,5.79,3.48,2573
43936,0.3,Premium,D,SI1,62.1,59.0,4.29,4.31,2.67,515
53088,0.7,Ideal,D,SI1,62.5,56.0,5.67,5.73,3.56,2612
30495,0.31,Ideal,D,SI1,61.9,57.0,4.36,4.33,2.69,732
43892,0.3,Ideal,D,SI1,61.8,56.0,4.31,4.33,2.67,508
20874,1.06,Ideal,E,VS2,61.3,57.0,6.54,6.57,4.02,9092
28089,0.4,Good,E,SI1,64.2,57.0,4.66,4.68,3.0,662
29856,0.3,Ideal,E,VS1,60.8,57.0,4.33,4.36,2.64,710
5544,1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,3856
1253,0.78,Very Good,H,VS1,61.7,56.0,5.92,5.94,3.66,2947
26317,1.61,Ideal,F,VS2,62.1,57.0,7.49,7.56,4.67,15819
52401,0.65,Premium,G,VVS1,59.3,57.0,5.59,5.47,3.28,2510
29069,0.34,Ideal,E,VS1,62.0,57.0,4.44,4.49,2.77,687
47514,0.55,Very Good,D,VS2,59.8,57.0,5.31,5.35,3.19,1867
17319,1.25,Ideal,H,VS2,60.0,56.0,7.04,6.99,4.21,6944
5271,0.79,Very Good,E,VVS1,63.1,60.0,5.88,5.84,3.7,3796
27568,2.0,Good,F,SI1,63.0,61.0,7.85,7.99,4.99,18376
28758,0.31,Ideal,E,VS2,62.0,55.0,4.33,4.35,2.69,680
29561,0.41,Good,E,SI1,63.6,58.0,4.72,4.74,3.01,705
53463,0.72,Premium,G,VVS2,60.7,60.0,5.8,5.87,3.54,2679
21335,1.57,Premium,I,VS2,62.2,59.0,7.44,7.42,4.62,9478
48019,0.72,Premium,I,SI1,62.0,52.0,5.71,5.67,3.53,1922
37801,0.51,Ideal,I,SI1,61.7,54.0,5.18,5.19,3.2,1000
44360,0.7,Very Good,I,SI2,62.5,58.0,5.64,5.72,3.55,1580
45833,0.52,Ideal,E,SI1,60.9,57.0,5.17,5.2,3.16,1713
13425,1.08,Very Good,H,VS2,62.9,59.0,6.47,6.56,4.1,5515
38879,0.4,Premium,D,VS2,61.7,59.0,4.76,4.73,2.93,1050
25326,2.02,Ideal,I,SI2,60.9,60.0,8.08,8.14,4.94,14027
3023,0.73,Premium,D,VS2,59.8,58.0,5.85,5.89,3.51,3308
20179,1.72,Very Good,I,SI2,63.4,57.0,7.6,7.58,4.81,8630
36388,0.57,Premium,J,SI2,62.7,60.0,5.25,5.21,3.28,941
24617,1.67,Ideal,H,VS2,62.6,56.0,7.55,7.57,4.73,12945
43588,0.41,Ideal,E,VVS2,61.7,56.0,4.77,4.8,2.95,1432
10969,1.04,Very Good,D,SI2,58.6,58.0,6.65,6.72,3.92,4906
17811,1.01,Very Good,G,VS1,60.9,55.0,6.46,6.51,3.95,7179
8170,0.71,Very Good,D,VVS2,61.0,56.0,5.75,5.79,3.52,4363
47226,0.59,Very Good,H,VVS2,62.3,55.0,5.42,5.33,3.35,1840
42049,0.41,Ideal,G,IF,61.5,57.0,4.78,4.82,2.95,1269
36461,0.31,Premium,D,VS2,61.7,59.0,4.34,4.31,2.67,942
19530,1.3,Premium,F,SI1,61.4,59.0,7.01,6.97,4.29,8164
2261,0.71,Ideal,D,VS2,62.0,57.0,5.69,5.73,3.54,3153
24613,1.81,Premium,I,VS2,62.7,58.0,7.77,7.68,4.84,12939
29054,0.42,Very Good,G,SI1,60.6,62.0,4.82,4.85,2.93,687
35604,0.31,Very Good,H,VVS1,63.3,58.0,4.32,4.28,2.72,907
37299,0.33,Ideal,D,VS1,61.0,56.0,4.49,4.52,2.75,978
32657,0.31,Good,H,VVS2,63.6,56.0,4.33,4.28,2.74,802
12310,1.04,Ideal,F,SI1,61.4,59.0,6.46,6.5,3.98,5220
22882,1.53,Premium,I,VS1,62.4,59.0,7.34,7.3,4.57,10924
25758,1.51,Premium,E,VS2,60.7,60.0,7.37,7.46,4.5,14709
1873,0.7,Very Good,G,VVS1,63.1,56.0,5.64,5.67,3.57,3073
47531,0.75,Fair,J,VS1,61.9,67.0,5.8,5.7,3.56,1869
16474,1.06,Premium,G,VS2,60.9,57.0,6.65,6.61,4.04,6582
32760,0.34,Premium,I,VVS1,62.4,59.0,4.44,4.4,2.76,803
38095,0.36,Ideal,H,IF,61.9,57.0,4.6,4.55,2.83,1013
36421,0.39,Premium,G,VS2,59.8,61.0,4.75,4.72,2.83,942
27728,2.03,Ideal,G,SI1,60.0,55.8,8.17,8.3,4.95,18757
49410,0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,2106
16517,1.0,Premium,E,VS2,61.5,58.0,6.39,6.42,3.94,6600
33481,0.32,Ideal,F,VS2,61.7,55.0,4.41,4.4,2.72,828
19423,1.62,Ideal,J,SI1,62.4,53.2,7.47,7.51,4.68,8075
21745,1.0,Very Good,E,VVS2,59.1,58.0,6.5,6.57,3.86,9815
28627,0.28,Very Good,E,VS1,62.8,60.0,4.16,4.21,2.63,434
24390,1.7,Ideal,I,VS1,62.2,55.0,7.63,7.67,4.76,12622
12685,1.2,Good,G,SI2,62.1,60.0,6.72,6.78,4.19,5310
11364,1.1,Very Good,G,SI1,59.4,58.0,6.72,6.79,4.01,4997
36580,0.34,Ideal,E,VVS1,61.0,57.0,4.53,4.55,2.77,946
19104,1.22,Premium,G,VS2,61.2,58.0,6.91,6.81,4.2,7870
13961,1.02,Ideal,H,VS2,62.0,55.0,6.47,6.44,4.0,5683
5986,0.8,Ideal,F,VS1,61.6,54.0,5.95,5.99,3.68,3953
14020,1.0,Good,G,VS2,63.1,61.0,6.33,6.38,4.01,5702
10874,1.05,Good,E,SI1,64.2,61.0,6.33,6.41,4.09,4878
34012,0.43,Ideal,F,VS2,61.4,54.0,4.9,4.93,3.02,848
35479,0.36,Very Good,G,VS1,61.4,55.0,4.63,4.65,2.85,903
17906,1.21,Ideal,E,SI1,62.2,54.1,6.82,6.86,4.26,7231
47936,0.56,Ideal,E,VS2,62.6,57.0,5.29,5.26,3.3,1915
4429,0.91,Very Good,G,SI2,62.9,54.0,6.14,6.22,3.89,3615
52016,0.7,Ideal,F,SI1,60.8,60.0,5.74,5.78,3.5,2445
701,1.12,Premium,H,I1,59.1,61.0,6.78,6.75,4.0,2854
4357,0.83,Very Good,F,VS1,63.3,56.0,5.99,5.92,3.77,3603
53645,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,2704
32289,0.26,Good,F,VS1,58.0,58.0,4.2,4.25,2.45,453
38774,0.31,Ideal,E,VVS2,61.6,57.0,4.37,4.33,2.68,1046
6198,1.01,Very Good,I,SI2,63.7,57.0,6.32,6.36,4.04,3998
13033,0.38,Premium,J,VS1,62.1,60.0,4.6,4.64,2.87,600
17398,0.32,Ideal,G,SI1,61.4,57.0,4.41,4.38,2.7,612
39270,0.24,Ideal,G,VS1,61.8,54.0,4.01,4.02,2.48,490
37919,0.41,Ideal,F,VS1,62.3,55.0,4.77,4.79,2.98,1007
17235,1.21,Very Good,H,SI1,60.4,58.0,6.91,6.96,4.19,6892
28068,0.32,Very Good,E,VS1,62.9,57.0,4.36,4.39,2.75,661
35946,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.34,2.69,475
22988,1.23,Ideal,F,VVS2,61.8,56.0,6.84,6.89,4.24,11040
44817,0.5,Premium,G,VS1,59.7,60.0,5.11,5.14,3.06,1624
22732,1.0,Premium,D,VVS1,62.9,58.0,6.34,6.28,3.97,10752
32936,0.37,Premium,E,VS2,60.3,58.0,4.63,4.66,2.8,811
16432,1.01,Very Good,D,VS2,59.8,60.0,6.42,6.46,3.85,6563
27843,0.31,Very Good,G,VS2,63.2,58.0,4.3,4.28,2.71,651
7186,1.15,Premium,F,SI2,61.8,54.0,6.78,6.75,4.18,4186
42888,0.51,Ideal,D,SI2,59.8,55.0,5.23,5.17,3.11,1359
34061,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,851
45769,0.54,Very Good,E,VS2,61.2,58.0,5.21,5.28,3.21,1707
14504,1.81,Fair,J,I1,68.0,57.0,7.43,7.39,5.04,5859
48993,0.7,Fair,H,SI1,65.5,57.0,5.53,5.59,3.64,2048
50206,0.58,Ideal,F,VS1,61.9,56.0,5.36,5.33,3.31,2227
1815,0.78,Ideal,G,SI1,61.7,56.0,5.9,5.93,3.65,3056
46079,0.64,Ideal,G,SI1,61.6,55.0,5.55,5.59,3.43,1737
1009,0.7,Good,G,VVS1,59.9,61.0,5.75,5.81,3.46,2899
19270,1.21,Ideal,G,VS2,61.1,57.0,6.95,6.85,4.22,7996
3096,0.73,Ideal,D,VS2,61.8,54.0,5.89,5.92,3.65,3319
53079,0.59,Ideal,G,IF,62.5,57.0,5.34,5.38,3.35,2611
3381,0.31,Premium,J,VS1,60.7,60.0,4.34,4.39,2.65,408
47448,0.53,Ideal,D,VS2,62.3,56.0,5.14,5.17,3.21,1857
47695,0.5,Ideal,G,VVS1,61.9,58.0,5.06,5.09,3.14,1883
1178,0.7,Ideal,E,VS1,62.3,54.0,5.67,5.72,3.55,2930
40487,0.4,Very Good,E,VVS1,63.8,56.0,4.68,4.72,3.0,1142
10434,1.16,Very Good,H,SI2,61.8,58.0,6.75,6.81,4.19,4785
44152,0.54,Good,F,VS2,60.6,61.0,5.22,5.3,3.19,1563
15676,1.23,Ideal,E,SI2,61.2,55.0,6.92,7.01,4.26,6288
42666,0.44,Ideal,E,VVS2,60.7,57.0,4.92,4.9,2.98,1334
45257,0.51,Ideal,F,VS2,61.6,57.0,5.14,5.15,3.17,1661
4834,0.77,Ideal,H,VVS2,61.3,56.0,5.91,5.94,3.63,3707
38033,0.32,Ideal,E,VVS2,61.3,55.0,4.41,4.43,2.71,1010
12874,1.03,Premium,H,VS2,61.6,61.0,6.51,6.44,3.99,5364
51362,0.51,Very Good,E,VVS2,60.0,58.0,5.2,5.23,3.13,2365
34334,0.3,Very Good,E,VVS1,60.5,57.0,4.37,4.39,2.65,862
41672,0.54,Ideal,J,VS1,61.0,56.1,5.25,5.28,3.21,1240
53346,0.57,Ideal,F,IF,61.3,56.0,5.32,5.36,3.28,2656
20439,1.52,Very Good,I,SI1,63.7,58.0,7.23,7.3,4.63,8794
9661,1.01,Ideal,H,SI1,62.4,53.0,6.47,6.42,4.02,4642
37616,0.24,Very Good,E,VVS1,61.2,55.0,4.03,4.08,2.48,485
29213,0.31,Ideal,F,VS1,61.2,57.0,4.36,4.39,2.68,695
20618,1.54,Premium,I,VS2,61.7,59.0,7.4,7.34,4.55,8917
13114,1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,5429
3873,0.81,Ideal,F,SI1,62.3,55.0,5.96,6.0,3.72,3481
14494,1.11,Ideal,H,SI1,61.6,56.0,6.69,6.73,4.07,5854
49653,0.82,Good,J,SI1,57.5,62.0,6.25,6.2,3.58,2140
20551,1.51,Fair,E,SI1,65.3,62.0,7.16,7.09,4.65,8869
13188,1.21,Very Good,I,SI1,62.9,55.0,6.69,6.76,4.23,5452
23885,1.52,Premium,H,VVS2,61.2,58.0,7.48,7.41,4.56,11979
33656,0.3,Ideal,D,VS1,62.2,56.0,4.31,4.27,2.67,835
29954,0.33,Good,I,SI1,63.2,58.0,4.36,4.38,2.76,445
29258,0.39,Ideal,H,SI1,61.5,56.0,4.69,4.71,2.89,698
51497,0.7,Fair,F,VS1,65.8,59.0,5.58,5.48,3.64,2381
46530,0.51,Premium,G,VS1,62.9,58.0,5.1,5.05,3.19,1781
8479,1.01,Very Good,F,SI2,62.7,59.0,6.35,6.4,4.0,4416
24389,0.41,Very Good,E,SI2,63.0,57.0,4.7,4.73,2.97,638
36452,0.31,Ideal,D,VS2,62.6,56.0,4.36,4.33,2.72,942
23106,1.24,Very Good,F,VVS2,62.0,55.0,6.88,6.95,4.29,11130
48140,0.49,Premium,D,VVS2,58.8,60.0,5.26,5.14,3.06,1940
52902,0.72,Ideal,I,VS1,62.5,55.0,5.74,5.78,3.6,2586
8979,1.01,Good,E,SI2,58.5,61.0,6.51,6.55,3.82,4506
17607,1.33,Premium,E,SI2,62.5,58.0,7.03,6.99,4.38,7090
33382,0.41,Good,J,IF,63.6,54.0,4.72,4.75,3.01,827
14732,1.21,Very Good,I,VS2,62.0,57.0,6.78,6.83,4.22,5931
36989,0.41,Ideal,E,VS1,62.2,55.0,4.76,4.79,2.97,964
2912,0.8,Premium,F,VS2,62.4,59.0,5.92,5.85,3.67,3285
19419,1.51,Very Good,I,SI1,61.4,60.0,7.37,7.33,4.51,8073
24425,2.03,Ideal,F,SI2,62.4,57.0,8.09,8.02,5.03,12677
43481,0.5,Premium,E,VS2,61.8,59.0,5.07,5.02,3.12,1420
23892,2.0,Ideal,G,SI2,62.2,57.0,8.13,8.0,5.02,11988
33093,0.37,Ideal,H,VVS1,61.9,54.0,4.63,4.65,2.87,815
22357,0.31,Ideal,H,VS2,62.2,55.0,4.37,4.35,2.71,628
22598,1.5,Very Good,H,VS1,63.4,59.0,7.13,7.2,4.54,10652
44250,0.51,Ideal,D,SI1,61.8,55.0,5.15,5.11,3.17,1574
29394,0.31,Good,E,SI1,63.6,57.0,4.3,4.28,2.73,698
32844,0.4,Ideal,I,VVS2,62.0,56.0,4.74,4.77,2.95,807
30986,0.37,Ideal,F,VS2,61.1,57.0,4.63,4.67,2.84,746
11454,0.8,Ideal,E,VS1,61.8,56.0,5.92,5.96,3.67,5007
12378,0.36,Ideal,J,SI1,61.6,56.0,4.61,4.58,2.83,597
18405,1.32,Ideal,I,VS1,61.2,57.0,7.06,7.12,4.34,7480
25183,1.52,Ideal,G,VS2,62.1,56.0,7.39,7.34,4.57,13768
44166,0.5,Good,G,VS1,61.9,61.5,5.03,5.04,3.12,1565
687,0.74,Ideal,F,SI1,61.0,57.0,5.85,5.81,3.56,2851
7263,1.03,Ideal,E,SI2,61.6,56.0,6.5,6.45,3.99,4199
27431,2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,18041
14999,1.01,Fair,F,VS2,69.0,61.0,6.06,5.99,4.16,6041
22228,1.01,Ideal,E,VVS2,61.4,56.0,6.49,6.45,3.97,10283
31636,0.3,Premium,J,SI1,62.7,59.0,4.27,4.21,2.66,450
6230,1.01,Fair,G,SI1,64.2,59.0,6.31,6.28,4.04,4004
22894,1.58,Premium,D,SI2,59.6,59.0,7.67,7.61,4.55,10934
27766,0.32,Premium,H,VS2,60.7,60.0,4.41,4.39,2.67,648
17699,1.01,Very Good,G,VVS2,62.5,54.0,6.38,6.41,4.0,7137
40415,0.63,Good,J,SI1,59.9,64.0,5.63,5.58,3.36,1134
12114,1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,5166
30262,0.4,Ideal,H,VS2,61.9,55.0,4.73,4.75,2.93,725
18587,1.4,Very Good,I,VS1,61.6,59.0,7.17,7.22,4.43,7584
15692,0.29,Ideal,G,VVS2,61.9,56.0,4.24,4.25,2.62,607
44148,0.51,Ideal,H,VS2,61.7,56.0,5.13,5.18,3.18,1563
41937,0.4,Premium,D,VVS2,60.8,59.0,4.76,4.81,2.91,1263
42613,0.32,Premium,I,VS1,61.3,58.0,4.35,4.39,2.68,505
2763,0.8,Ideal,E,SI2,60.9,57.0,6.0,6.03,3.66,3251
17404,1.56,Premium,F,SI2,63.0,58.0,7.35,7.28,4.66,6971
724,0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,556
44930,0.57,Very Good,G,VS2,59.9,54.6,5.43,5.46,3.26,1633
38170,0.34,Ideal,G,IF,61.9,57.0,4.47,4.48,2.77,1014
16301,1.01,Very Good,E,VS2,63.3,56.0,6.34,6.37,4.02,6522
37659,0.42,Premium,F,SI1,62.9,57.0,4.77,4.73,2.99,992
5557,1.0,Good,F,SI2,56.7,60.0,6.62,6.58,3.74,3858
14934,1.17,Ideal,I,VS1,62.2,53.0,6.78,6.81,4.23,6013
21998,1.09,Premium,G,IF,61.3,58.0,6.64,6.6,4.06,10065
3705,1.0,Premium,E,SI2,61.0,59.0,6.4,6.33,3.88,3450
35711,0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,911
1357,0.9,Fair,F,SI2,65.7,59.0,6.03,5.99,3.95,2964
8923,1.0,Good,I,SI1,61.0,60.0,6.36,6.39,3.89,4496
30226,0.33,Premium,E,VS2,61.5,59.0,4.42,4.46,2.73,723
25288,1.6,Premium,G,VS2,61.6,60.0,7.55,7.49,4.63,13942
53789,0.73,Ideal,D,SI2,61.8,56.0,5.77,5.82,3.58,2729
21774,1.51,Very Good,G,SI1,62.9,58.0,7.25,7.28,4.57,9841
49228,0.75,Very Good,J,SI1,62.4,56.0,5.78,5.82,3.62,2083
40535,0.39,Ideal,F,VVS1,61.7,57.0,4.68,4.71,2.89,1148
31308,0.32,Ideal,D,VS2,61.0,57.0,4.42,4.46,2.71,758
44948,0.5,Good,D,VS2,63.3,54.0,5.04,5.07,3.2,1635
33466,0.32,Ideal,F,VS2,61.9,56.0,4.44,4.41,2.74,828
28539,0.3,Premium,E,SI1,62.5,59.0,4.3,4.28,2.68,675
47498,0.47,Ideal,H,IF,61.9,56.0,4.99,5.02,3.1,1865
40269,0.33,Ideal,D,SI2,62.0,57.0,4.45,4.46,2.76,492
12502,1.09,Premium,D,SI2,61.2,60.0,6.64,6.6,4.05,5258
19735,1.55,Ideal,J,SI1,62.4,57.0,7.5,7.45,4.67,8301
36120,0.36,Ideal,E,VVS2,61.8,54.0,4.6,4.62,2.85,928
28587,0.3,Ideal,G,VS2,62.5,53.0,4.3,4.27,2.68,675
17954,1.02,Very Good,D,VS2,62.9,60.0,6.37,6.42,4.02,7257
44118,0.5,Very Good,E,VS2,62.9,55.0,5.07,5.11,3.2,1559
3092,0.9,Good,F,SI2,63.2,56.0,6.15,6.2,3.9,3318
27524,2.03,Very Good,G,SI1,61.3,59.0,8.08,8.11,4.96,18257
30782,0.39,Very Good,G,VS1,61.7,62.0,4.65,4.69,2.88,741
44791,0.5,Ideal,E,VS2,62.2,54.0,5.08,5.11,3.17,1624
46878,0.53,Ideal,E,VS2,62.4,56.0,5.2,5.16,3.23,1813
45009,0.4,Ideal,D,VVS1,61.6,56.0,4.74,4.77,2.93,1637
29454,0.4,Premium,I,SI2,60.5,58.0,4.82,4.76,2.9,702
3996,0.9,Ideal,H,SI2,62.0,57.0,6.19,6.17,3.83,3516
21850,1.3,Premium,F,VS2,60.4,59.0,7.06,7.12,4.28,9909
47844,0.53,Ideal,F,VS1,62.3,55.0,5.22,5.18,3.24,1908
44417,0.55,Very Good,E,SI1,58.5,65.0,5.33,5.38,3.13,1587
46685,0.7,Very Good,G,SI2,58.2,63.0,5.82,5.79,3.38,1790
5230,0.77,Ideal,G,VS2,61.7,55.0,5.89,5.91,3.64,3786
41526,0.42,Ideal,G,VVS1,61.6,55.0,4.87,4.81,2.98,1235
35623,0.3,Very Good,H,VS2,63.0,59.0,4.25,4.29,2.69,473
17487,1.05,Premium,F,VS2,62.6,58.0,6.47,6.5,4.06,7025
32777,0.34,Premium,D,SI1,62.0,59.0,4.48,4.42,2.76,803
44776,0.56,Ideal,I,VVS1,61.1,55.0,5.33,5.35,3.26,1622
5431,1.01,Good,F,SI2,63.0,60.0,6.28,6.35,3.98,3827
30535,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,734
25314,1.08,Ideal,E,VVS1,61.5,58.0,6.57,6.64,4.06,13994
21665,1.5,Ideal,I,VS2,62.6,57.0,7.31,7.26,4.56,9761
29206,0.3,Very Good,F,VVS1,61.6,56.0,4.34,4.36,2.68,694
53560,0.71,Premium,G,VS2,61.9,62.0,5.72,5.69,3.53,2694
9826,1.01,Premium,G,SI1,62.9,61.0,6.4,6.36,4.01,4672
37965,0.41,Ideal,F,VS1,60.8,57.0,4.77,4.8,2.91,1007
53151,0.7,Ideal,I,SI1,60.4,57.0,5.75,5.79,3.49,2623
30634,0.34,Ideal,G,VVS2,62.0,56.0,4.46,4.48,2.77,735
24178,1.76,Very Good,H,SI1,62.6,58.0,7.7,7.66,4.81,12361
22087,1.79,Ideal,J,SI1,59.8,61.0,7.87,7.91,4.72,10108
30692,0.4,Very Good,I,VS1,62.9,59.0,4.68,4.73,2.96,737
33550,0.35,Ideal,F,VVS2,62.5,56.0,4.51,4.55,2.83,830
23529,1.5,Very Good,E,SI1,61.4,59.0,7.24,7.41,4.5,11533
19489,1.3,Ideal,H,VS2,62.8,56.0,7.03,6.93,4.38,8124
15714,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,608
3610,0.9,Good,F,SI1,64.3,57.0,6.08,6.01,3.89,3427
129,0.91,Fair,H,SI2,65.7,60.0,6.03,5.99,3.95,2763
14574,1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,5884
47545,0.52,Ideal,H,VVS1,60.4,57.0,5.23,5.2,3.15,1872
6089,1.02,Very Good,F,SI2,59.6,59.0,6.51,6.54,3.89,3974
42084,0.55,Premium,E,SI2,61.9,58.0,5.24,5.2,3.23,1273
30067,0.32,Ideal,G,VS2,59.8,57.0,4.46,4.43,2.66,720
12446,1.3,Premium,I,VS2,60.3,60.0,7.01,6.99,4.22,5242
14115,1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,5723
35030,0.4,Very Good,E,SI1,63.5,58.0,4.67,4.65,2.96,882
3006,0.71,Ideal,E,VS2,62.5,56.0,5.69,5.71,3.56,3304
30996,0.41,Ideal,I,VS2,61.5,55.0,4.8,4.82,2.96,747
12860,1.05,Ideal,G,SI1,62.3,55.0,6.47,6.54,4.05,5361
40908,0.56,Very Good,H,SI1,61.2,57.0,5.28,5.31,3.24,1179
1951,0.75,Ideal,E,VS1,61.8,55.0,5.85,5.87,3.62,3086
40845,0.46,Premium,E,VS2,61.5,60.0,4.95,4.91,3.03,1173
29000,0.34,Ideal,F,VS2,62.5,55.0,4.48,4.51,2.81,686
34001,0.42,Very Good,G,VS2,60.1,61.0,4.79,4.86,2.9,847
14239,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.56,4.08,5768
52548,0.81,Premium,H,SI2,62.2,56.0,5.98,5.92,3.7,2534
