,AT,V,AP,RH,PE
4650,28.96,66.54,1002.54,56.33,429.48
8995,31.4,70.32,1011.62,65.01,433.42
4450,24.96,69.68,1011.37,63.12,447.2
33,30.98,67.45,1015.18,45.4,433.59
846,12.27,41.17,1019.39,52.18,473.84
8141,11.68,40.55,1022.21,85.76,475.13
7476,12.04,38.25,1013.08,82.45,472.13
1592,29.96,67.83,1008.0,44.05,433.13
5902,14.79,38.73,999.83,86.45,470.28
5478,30.7,71.58,1010.0,48.96,429.27
6702,20.78,68.28,1008.75,60.87,450.57
3813,15.65,43.5,1021.39,78.58,463.5
7931,17.0,45.09,1013.52,88.32,458.94
560,14.52,44.84,1023.51,88.51,466.88
8051,24.96,60.84,1018.13,59.51,442.36
7034,31.04,74.67,1015.85,43.32,435.17
868,11.2,35.76,1019.24,64.59,473.33
7943,15.94,41.76,1023.32,67.17,462.44
2850,33.2,70.8,1008.75,59.41,430.71
782,26.38,44.89,1009.14,51.79,442.13
6564,15.1,41.35,1003.84,97.89,466.14
6694,23.26,59.21,1017.71,67.16,442.38
8615,16.73,58.59,1015.02,89.61,455.3
9201,5.63,39.22,1013.35,77.67,486.83
1246,24.91,69.89,1015.25,82.39,438.29
6427,26.53,63.87,1017.38,48.53,445.11
8677,29.28,75.08,1005.21,59.0,436.15
1398,21.11,41.67,1012.44,52.86,460.33
1075,25.44,65.06,1013.82,55.72,440.09
6152,27.55,68.08,1011.42,60.71,432.59
7000,18.34,62.1,1020.52,78.6,453.01
9172,24.01,60.84,1018.83,63.82,436.32
4333,30.98,69.82,1009.17,50.63,438.44
4835,12.58,43.67,1012.86,94.01,472.65
9424,14.08,41.93,1023.02,59.41,475.15
5214,20.12,69.45,1013.23,88.48,442.89
1548,18.41,44.9,1008.97,73.81,453.12
6371,27.78,73.56,1007.05,95.32,436.5
3869,28.03,60.23,1010.23,66.04,438.88
7433,23.54,70.32,1010.89,80.76,434.45
5685,15.48,41.66,1009.55,66.74,467.06
9013,6.12,40.81,1014.77,88.15,487.24
8189,15.52,36.99,1006.86,89.7,467.9
4311,19.92,46.97,1014.32,69.17,459.39
6401,25.42,75.6,1017.39,77.63,438.24
1414,20.36,57.5,1014.36,82.96,452.28
5871,25.42,59.04,1011.98,68.78,444.51
7361,23.09,70.47,1010.76,79.89,439.36
939,5.28,45.87,1008.25,97.88,479.91
1858,12.95,40.1,1015.31,86.01,471.07
7583,29.55,67.69,1004.88,48.68,428.77
4559,26.44,71.77,1006.68,81.45,430.12
4202,21.86,63.09,1016.64,87.94,442.79
5982,13.33,40.64,1020.92,91.47,474.07
9169,31.62,64.05,1010.94,58.93,439.09
3953,21.44,63.09,1016.56,90.11,444.19
3658,17.02,51.86,1021.53,81.28,460.0
7,14.47,41.76,1021.98,78.41,464.0
9330,25.75,71.14,1008.33,77.12,433.64
2728,14.52,40.35,1011.11,69.84,470.8
6065,9.47,41.4,1026.49,87.9,479.68
6369,25.02,59.44,1012.49,73.65,444.08
1687,10.46,41.06,1021.41,82.34,481.47
7247,9.51,40.46,1018.84,70.12,471.32
828,26.93,67.07,1005.65,60.26,437.76
6572,8.39,52.72,1026.06,86.76,473.45
7345,10.7,44.77,1017.8,82.37,484.94
9116,25.07,56.85,1011.25,51.99,442.44
8343,8.26,40.96,1025.23,89.22,485.73
2916,24.18,58.49,1011.3,77.82,445.49
6754,29.65,71.25,1001.07,73.97,430.88
8882,32.16,76.2,1008.04,51.74,433.29
5609,14.86,44.71,1018.3,49.46,466.38
110,21.31,46.97,1014.08,62.57,455.76
5946,6.05,42.85,1013.09,91.88,485.02
9072,30.12,69.71,1009.1,52.02,435.85
8432,20.77,51.3,1013.89,88.72,450.97
1058,14.4,42.18,1015.47,77.7,464.81
4366,6.49,35.57,1025.4,79.67,486.8
7566,24.84,56.89,1012.15,67.24,440.36
4888,20.61,60.1,1010.84,80.57,450.46
4549,17.82,65.48,1019.64,86.6,449.21
7506,15.43,40.89,1010.63,73.03,468.35
2795,8.51,41.26,1023.17,87.79,477.51
266,10.22,41.74,1022.65,83.58,479.01
9134,21.36,68.28,1007.6,72.37,445.91
7448,12.84,50.59,1020.08,88.08,470.96
7946,26.45,75.6,1017.42,74.5,436.89
617,6.02,43.65,1013.85,83.53,481.92
6379,19.02,52.72,1025.44,51.9,461.57
9118,10.23,41.46,1018.89,83.06,479.48
4878,27.38,70.04,1011.18,72.26,428.88
5508,27.09,49.3,1003.93,61.0,437.44
1460,29.71,73.18,1012.35,63.06,427.04
4790,27.97,68.31,1010.64,55.91,443.34
2939,23.19,48.6,1002.38,61.19,445.52
1974,21.79,61.45,1011.11,91.78,446.99
6264,25.88,69.13,1002.44,85.67,426.14
648,21.5,44.58,1016.87,57.58,460.2
4491,25.09,65.46,1015.29,40.13,442.99
823,13.9,44.0,1025.1,87.17,466.24
1132,28.07,74.33,1012.0,71.69,428.87
3776,21.61,58.62,1017.61,76.07,449.11
3247,27.25,73.03,1014.15,68.52,439.78
5888,21.31,49.39,1020.18,71.35,455.34
689,10.74,40.92,1021.74,94.97,466.77
5573,17.48,52.9,1020.03,76.47,458.34
3913,26.3,69.05,1005.37,41.7,438.12
3149,22.36,51.43,1007.47,87.33,442.53
674,13.16,40.71,1021.99,77.91,475.87
9495,18.26,61.27,1019.1,74.74,428.67
807,21.96,48.6,1004.87,76.27,446.56
9374,21.94,64.69,1007.39,77.58,449.36
2671,22.66,69.84,1006.16,82.79,439.06
2100,10.36,43.67,1011.95,78.15,477.23
4715,21.5,50.32,1008.65,81.68,442.71
7447,10.39,44.85,1014.22,78.42,478.05
3861,12.1,40.27,1005.53,68.37,477.61
6525,10.33,40.6,1015.0,88.62,478.3
7215,21.39,58.05,1013.03,86.44,449.76
7495,17.55,45.87,1008.07,80.98,454.29
3403,3.74,35.19,1018.58,98.84,490.5
9531,9.93,39.04,1023.78,77.08,480.54
3424,18.15,41.23,993.82,61.21,456.32
7368,28.07,68.08,1013.13,44.67,437.65
7427,19.35,50.12,1005.43,100.1,447.43
9417,22.53,70.98,1005.48,93.95,440.96
3811,12.59,39.18,1024.18,67.57,471.32
901,23.96,51.3,1011.81,71.81,451.11
1085,22.1,65.06,1014.56,71.5,442.18
600,27.44,58.9,1003.86,66.74,442.19
8998,10.76,40.43,1025.98,79.65,490.78
4914,8.04,40.64,1020.64,89.26,477.78
9050,16.48,41.35,1005.61,89.07,465.64
4833,25.57,65.46,1014.81,38.58,444.46
3586,26.98,74.78,1009.77,69.54,442.28
6994,17.7,48.98,1015.79,83.18,454.41
4931,31.18,69.04,1008.19,49.72,441.26
6770,12.19,40.23,1017.76,81.44,474.92
5866,22.72,50.05,1007.0,88.24,444.43
1327,30.06,69.14,1007.5,72.48,436.89
5484,19.65,63.91,1009.26,99.08,444.9
4382,23.7,70.04,1011.13,84.16,436.28
6675,26.37,70.79,1005.31,77.3,428.5
5923,24.61,62.96,1020.1,63.83,445.79
8160,9.56,44.71,1021.13,64.6,487.92
3990,24.67,63.56,1013.75,67.56,446.3
7747,29.39,69.89,1013.92,47.36,434.27
601,25.21,51.43,1006.43,78.55,439.01
1826,23.72,58.62,1016.32,71.17,447.13
2980,26.35,59.44,1012.16,63.73,443.73
7343,22.72,65.61,1014.64,70.53,449.04
5720,27.0,60.96,1012.36,58.97,450.15
1376,10.17,40.1,1014.05,91.9,479.58
4721,29.95,73.42,1011.44,66.32,432.81
4846,24.75,69.89,1015.29,82.01,438.1
5672,25.97,70.32,1007.48,57.01,435.27
2267,23.29,68.51,1013.19,77.81,441.17
2892,29.01,68.08,1010.74,52.51,427.91
6098,17.78,50.66,1015.09,91.9,456.11
1640,13.79,45.08,1025.02,84.36,469.55
4859,23.55,73.18,1011.85,87.97,437.88
778,27.96,73.42,1011.11,71.93,435.93
754,9.19,41.01,1022.14,98.98,468.37
8398,9.23,37.36,1015.01,67.38,481.08
3738,19.86,59.14,1016.12,69.32,449.82
7202,30.76,59.57,1010.66,61.76,439.32
5823,24.42,63.31,1012.64,71.8,438.39
6294,19.44,48.7,1008.66,94.71,444.9
8734,26.45,47.43,1008.87,53.25,442.12
9216,24.58,56.9,1007.08,68.24,437.16
4555,23.86,66.54,1005.23,90.89,432.17
302,22.29,45.01,1012.4,51.58,449.08
7559,30.97,69.13,1009.78,58.92,435.6
8132,27.28,47.93,1003.46,59.22,438.0
1199,25.03,47.93,1003.02,62.89,443.55
6025,27.89,73.17,1009.85,64.22,432.83
2077,12.21,41.67,1012.88,85.19,475.07
864,15.47,38.73,1001.13,77.61,467.96
8235,15.71,39.3,1019.2,62.28,462.84
8354,28.73,73.91,1004.91,70.17,436.12
5727,25.22,69.88,1007.17,80.26,443.24
6230,12.38,40.6,1013.86,85.35,472.53
3964,10.74,44.85,1014.25,71.61,476.83
465,13.6,41.2,1015.92,85.05,467.42
644,24.41,56.9,1006.58,77.94,439.51
8730,24.58,71.94,1006.85,89.02,433.99
5699,9.12,41.49,1020.58,96.23,475.69
6323,10.39,40.22,1006.59,87.77,479.14
5125,19.27,50.9,1011.72,83.14,455.09
1354,4.32,35.47,1017.8,88.51,488.03
4703,12.22,41.2,1016.81,81.22,474.96
7837,10.2,40.67,1016.15,73.2,482.26
7981,25.41,66.49,1014.06,51.09,449.2
8471,22.26,69.04,1010.48,84.33,444.73
6788,22.5,70.94,1008.04,82.39,442.4
5934,23.55,58.79,1010.78,78.47,447.01
8520,32.32,67.9,1006.08,37.93,428.12
7719,9.72,41.44,1015.17,84.41,481.85
6827,9.32,36.3,1027.9,77.02,478.55
7402,6.62,41.14,1027.33,86.24,479.74
9510,23.31,60.08,1017.14,64.35,452.65
5195,29.83,62.66,1007.98,47.07,438.71
6780,9.73,38.56,1017.18,61.81,479.78
8741,22.58,43.79,1015.66,44.18,460.3
424,21.03,70.02,1010.21,95.69,444.53
4652,25.41,77.54,1009.68,89.09,434.09
8518,5.17,35.57,1026.68,79.86,491.32
1052,11.21,40.75,1016.45,86.14,479.2
1487,10.95,40.22,1010.04,78.96,477.23
1324,23.54,65.27,1013.78,64.28,445.19
7868,30.44,68.84,1010.97,55.34,438.31
7665,12.38,43.52,1022.98,100.0,467.55
8444,7.3,43.65,1019.33,67.62,482.96
5782,14.22,40.83,1009.2,81.32,469.75
1953,12.78,44.6,1013.64,77.56,468.67
4830,29.11,74.78,1009.6,56.93,438.75
3688,25.58,63.47,1011.44,66.81,443.66
8431,27.2,65.12,1016.2,44.95,442.54
415,24.71,61.9,1013.78,85.82,443.39
4092,22.42,60.08,1017.71,67.46,452.31
5404,8.57,41.17,1020.18,72.47,484.2
8784,10.89,40.81,1025.82,81.18,478.23
3985,21.78,47.43,1007.88,66.68,446.79
9015,24.77,71.94,1006.77,88.86,432.27
2667,8.5,39.16,1014.1,86.64,485.76
3374,10.65,41.78,1013.66,70.04,474.27
4210,28.61,68.12,1012.23,46.45,435.28
1979,29.45,75.6,1018.12,50.68,437.31
4735,28.44,67.07,1006.08,50.42,433.15
7113,32.38,73.91,1004.05,61.69,430.17
1156,20.15,39.72,1001.85,59.32,456.87
8279,24.91,57.17,1010.88,72.97,446.01
9147,6.29,40.78,1024.75,96.37,478.29
9480,13.31,41.26,1020.83,79.55,462.87
6128,22.78,62.44,1011.79,75.43,446.12
41,21.48,66.91,1008.58,84.49,447.42
9141,23.86,45.87,1007.71,48.73,446.67
8269,22.22,66.05,1016.15,80.58,442.95
3455,19.41,64.45,1009.44,64.05,452.55
4834,27.4,69.13,1001.4,82.47,426.18
791,29.79,62.66,1008.5,48.51,440.27
5682,23.07,50.05,1006.9,86.98,442.97
647,25.15,57.32,1012.41,41.84,440.1
304,10.05,37.14,1012.64,75.97,474.16
3580,12.26,41.5,1014.87,89.41,471.13
918,25.61,47.43,1008.62,54.51,442.96
4051,25.32,48.41,1008.47,72.14,443.04
3577,13.78,43.22,1011.31,69.7,463.71
8277,25.28,70.32,1006.91,81.74,431.43
407,8.51,40.81,1015.54,83.16,481.02
5419,15.25,52.9,1014.86,76.87,463.93
6736,21.93,60.84,1017.8,82.61,443.89
180,32.17,73.21,1001.43,69.86,430.64
1703,10.67,40.56,1022.39,77.92,482.36
3945,20.31,45.87,1007.89,73.7,449.54
2556,20.92,70.02,1010.23,95.58,444.64
2890,17.4,63.09,1020.84,92.58,453.0
9034,23.68,68.3,1017.93,84.16,438.65
4562,20.88,47.45,1007.5,76.21,449.34
2378,12.27,41.17,1019.39,52.18,473.84
5171,23.18,51.43,1011.56,81.83,449.94
6114,5.9,45.87,1013.25,87.0,481.27
920,6.61,36.24,1013.57,91.8,483.12
265,14.56,40.69,1015.48,73.73,469.31
4801,13.65,42.86,1015.41,87.67,471.75
4270,8.01,41.66,1014.49,76.72,485.13
8154,23.23,64.69,1008.12,76.6,444.01
4108,10.33,44.92,1025.34,85.67,476.99
5941,28.2,66.75,1018.35,60.18,433.46
8083,15.27,56.89,1013.28,86.92,456.72
3147,10.15,41.62,1015.86,97.4,463.89
3752,18.81,45.01,1015.28,65.91,457.85
6414,9.33,44.03,1011.73,86.04,474.15
9499,26.62,72.43,1006.79,82.74,430.22
6289,14.66,42.07,1018.14,84.68,462.77
6892,15.78,41.16,1008.43,80.25,464.85
2131,33.97,72.29,1008.98,44.32,432.33
3564,21.23,57.32,1010.99,75.17,443.87
9415,28.15,72.24,1010.88,62.39,431.75
4756,20.62,48.41,1007.37,87.51,445.4
4601,5.02,40.64,1021.2,93.27,485.28
5168,30.35,77.17,1009.55,63.62,432.75
3872,24.27,60.37,1005.13,77.16,437.78
319,31.35,71.32,1005.99,62.35,434.43
7944,9.99,41.82,1033.14,68.36,475.75
8490,11.71,41.44,1015.37,79.95,474.22
4824,23.16,69.94,1004.92,68.68,438.48
1529,12.12,40.0,1018.72,84.42,462.1
490,30.91,79.74,1006.92,56.32,433.84
550,26.38,71.73,1010.04,69.45,431.66
6905,8.83,41.92,1031.8,78.97,483.38
3338,23.23,71.77,1005.01,88.1,432.8
483,31.95,67.17,1007.11,61.58,432.6
3065,18.88,65.94,1010.43,85.54,445.61
4385,15.17,36.71,1013.5,77.44,471.93
1829,22.58,58.12,1014.88,80.59,448.32
2565,32.12,69.98,1013.31,54.3,429.86
8655,26.08,76.86,1003.3,79.49,436.85
7675,3.95,35.47,1017.36,84.88,488.64
3395,21.3,41.1,1001.86,42.75,455.13
4111,25.41,48.06,1013.12,46.52,444.01
6897,26.61,69.13,1002.05,51.97,430.17
8169,20.88,57.85,1012.39,85.47,450.87
4208,31.53,74.99,1003.93,58.29,432.34
9008,22.4,68.31,1009.52,83.5,446.91
6001,28.54,71.94,1007.4,65.99,430.91
7387,31.48,69.75,1008.9,45.66,438.19
3588,9.53,40.62,1015.57,75.49,469.9
9181,16.09,44.2,1019.39,67.24,460.56
5862,16.64,48.92,1011.55,78.76,452.56
9373,8.12,43.02,1013.56,85.26,483.55
8807,9.29,34.03,1018.84,74.81,483.74
6632,27.46,66.54,1002.39,67.09,431.81
2253,26.1,66.25,1009.25,84.52,441.53
8495,7.87,42.85,1012.18,94.21,480.54
2784,25.63,71.58,1010.14,87.57,433.76
7552,15.0,41.35,1006.6,86.95,467.71
5430,12.17,49.83,1008.05,96.44,469.52
4037,31.24,71.98,1004.66,57.17,426.93
5789,19.41,46.63,1013.23,86.28,452.6
7794,29.72,68.08,1010.72,53.46,430.36
4969,19.94,38.52,1018.4,55.9,450.48
9332,30.53,65.18,1012.69,41.85,437.89
7805,25.99,74.67,1016.59,83.39,434.7
5995,14.26,44.47,1028.81,72.19,465.77
6408,27.25,69.98,1008.55,59.55,431.44
5385,12.61,41.79,1015.82,91.9,461.37
2615,16.55,41.66,1011.45,55.53,465.14
1437,15.51,36.71,1014.05,72.92,465.85
5525,29.25,72.99,1006.85,61.15,429.12
2794,6.62,42.49,1008.74,94.57,482.74
1817,24.07,73.46,1006.61,73.46,438.41
7445,23.48,66.44,1011.28,61.11,443.21
8467,25.72,47.45,1007.74,58.35,442.78
1478,25.13,51.95,1005.42,62.05,447.7
4307,26.24,77.95,1014.19,85.21,438.01
8985,23.61,49.16,1002.39,65.63,443.5
6285,11.34,41.54,1020.25,75.83,477.24
4083,26.71,76.86,1002.86,74.5,437.31
1671,10.52,41.48,1018.0,68.99,469.8
1245,8.48,36.18,1013.31,75.15,480.63
9200,5.76,40.07,1013.22,62.99,494.67
8971,19.06,56.65,1020.82,82.14,455.7
3208,14.95,42.74,1027.66,66.71,464.31
3740,27.71,70.32,1008.63,64.05,432.59
7655,21.96,59.8,1016.72,72.6,452.48
8804,26.7,66.56,1005.31,71.97,430.21
8233,11.72,40.55,1020.74,86.22,474.7
5622,31.01,67.69,1005.06,46.16,426.64
2924,9.07,36.3,1015.26,56.81,479.98
7882,23.19,49.82,1014.59,70.52,451.08
6739,8.91,43.52,1022.78,98.0,478.38
2393,25.16,54.2,1012.69,58.02,441.99
1439,7.73,37.8,1020.71,63.93,483.94
558,8.51,38.5,1013.33,64.28,482.39
8325,4.78,42.85,1013.39,93.36,481.47
9230,11.06,36.71,1021.67,80.44,473.85
5397,24.44,69.13,1011.1,87.62,434.34
7392,8.46,39.42,1025.05,69.36,474.42
2425,21.55,44.57,1006.03,71.54,446.84
9473,7.57,37.49,1009.73,83.07,481.98
471,24.88,63.91,1009.41,77.75,447.28
4162,28.16,73.21,1002.27,88.26,432.78
7518,22.51,59.21,1018.35,71.97,444.66
6537,21.85,59.8,1016.89,75.28,454.26
5994,25.57,62.96,1019.92,58.34,444.81
6505,15.79,50.88,1014.58,99.9,460.19
9243,8.05,38.38,1021.14,86.39,482.17
621,26.38,49.5,1012.82,37.19,457.81
6237,25.72,66.86,1007.47,69.14,439.97
7184,19.26,65.61,1015.03,85.74,451.85
3903,17.58,39.63,1004.84,80.43,467.33
1880,25.89,74.22,1007.43,81.55,433.73
1107,26.19,69.34,1009.48,87.59,433.99
6972,26.35,64.05,1009.81,81.24,433.63
8541,13.41,49.83,1008.83,87.14,466.38
5712,20.29,49.69,1008.94,69.91,454.74
1146,17.9,52.08,1006.41,100.09,451.94
9537,11.94,44.6,1018.69,85.33,468.53
3857,10.05,40.23,1019.71,90.41,475.48
6591,10.7,36.18,1018.16,63.15,475.08
3968,24.73,65.34,1015.42,52.8,446.92
5818,13.32,38.73,1005.37,88.48,472.33
8793,13.1,41.48,1009.0,87.41,460.34
4466,19.8,58.79,1017.04,87.71,449.66
7350,22.38,71.85,1009.56,74.91,441.47
3879,25.38,72.24,1010.76,89.64,432.3
6956,11.52,40.03,1017.56,87.87,472.31
2110,13.24,54.3,1017.05,81.99,467.81
9096,25.43,72.39,1002.65,88.13,436.1
2072,9.55,43.99,1020.5,97.28,476.06
8386,28.28,61.47,1009.44,60.89,443.12
5017,26.09,49.3,1003.79,66.19,439.82
1189,19.13,42.18,1001.45,98.77,456.04
6721,3.68,39.64,1011.31,84.05,490.02
772,11.8,41.54,1020.0,65.85,476.12
8789,15.03,42.44,1014.25,94.52,464.91
824,9.45,39.04,1023.08,75.81,483.66
6584,10.91,40.1,1014.07,91.45,478.34
6907,9.06,40.02,1031.16,82.04,478.01
456,15.34,40.73,1018.03,86.19,458.55
7112,25.47,56.89,1013.02,63.21,440.38
6658,24.39,58.41,1013.65,80.93,445.39
884,24.9,67.25,1017.77,66.17,433.71
8299,10.31,42.49,1009.43,78.36,479.64
4637,24.41,73.67,1007.39,86.92,435.56
5890,27.11,69.75,1009.74,85.67,433.28
9166,35.2,73.56,1006.56,45.72,434.37
1056,25.1,74.87,1010.01,79.41,439.93
8835,12.87,41.5,1013.51,85.72,469.44
4621,15.66,41.7,1018.0,77.0,452.58
2567,26.43,66.48,1004.36,55.9,435.59
5145,31.7,70.36,1006.26,58.18,438.38
2350,8.66,36.25,1028.22,86.96,479.66
1563,22.25,60.84,1018.07,73.67,443.99
1670,7.09,43.13,1017.91,92.37,485.04
9547,22.29,43.79,1015.68,41.75,461.23
3792,19.44,39.53,1006.99,63.18,457.09
7670,18.84,61.27,1019.64,71.95,454.47
3369,20.99,67.07,1005.17,82.41,442.02
994,8.03,37.8,1020.47,60.67,481.51
2329,12.08,40.75,1015.84,86.9,476.84
8901,26.92,68.27,1008.11,61.73,435.17
2169,25.21,60.37,1006.01,73.14,436.23
4206,15.87,41.16,1005.85,78.29,463.86
8797,22.97,63.94,1010.5,88.47,440.81
8492,10.18,40.81,1015.79,81.42,475.13
7261,25.71,66.05,1018.58,66.23,444.35
8591,15.61,38.52,1018.4,80.99,439.21
5936,28.19,67.45,1013.97,49.76,434.77
3341,27.38,74.16,1010.08,78.61,436.65
3711,13.75,40.66,1016.41,93.31,461.81
4557,11.76,39.28,1016.9,91.06,478.07
8427,12.14,44.85,1014.36,60.04,476.68
3377,26.24,70.36,1005.4,82.43,437.31
249,20.29,65.27,1013.17,74.94,445.52
9054,17.89,42.42,1008.92,65.08,467.59
5523,13.57,39.39,1014.01,82.12,471.44
7830,22.78,58.59,1012.84,65.55,445.45
8112,12.34,40.62,1016.28,53.6,466.47
253,17.36,39.53,1008.28,68.87,456.57
692,16.78,58.95,1017.74,96.24,450.02
2254,12.84,39.54,1011.47,89.86,468.22
2316,24.2,60.95,1014.82,59.42,448.43
9334,24.13,45.61,1012.63,71.36,453.19
9326,25.33,71.73,1009.78,77.78,435.23
5752,14.13,43.41,1015.26,55.63,461.96
8537,29.42,79.74,1007.24,61.26,437.61
2966,28.26,69.23,1013.01,42.1,436.31
9520,12.01,41.48,1017.75,66.67,469.08
8267,7.64,42.28,1008.49,83.42,483.74
9443,24.61,69.68,1012.06,92.47,438.51
9521,20.99,50.78,1008.55,75.14,449.07
2275,18.11,52.08,1002.51,100.09,449.99
2375,23.14,63.94,1017.49,53.19,446.57
6324,11.99,38.28,1013.65,91.31,469.23
4148,16.17,38.01,1022.19,70.99,462.54
6499,19.65,62.1,1019.46,77.82,449.13
1336,19.7,54.42,1011.83,89.86,450.48
1994,33.43,69.88,1006.86,44.84,435.59
3959,19.63,52.72,1025.09,51.16,459.12
4731,26.47,47.43,1009.09,54.94,439.4
9479,8.61,37.49,1009.35,82.62,477.13
5300,28.87,57.19,1008.09,64.29,435.57
9321,31.54,67.32,1013.79,36.99,433.02
3671,27.06,61.41,1011.99,45.23,452.85
2805,15.45,45.0,1023.63,70.74,469.54
2101,20.18,43.43,1011.31,65.11,450.09
6593,18.56,42.28,1007.75,60.89,462.05
4472,28.89,70.72,1009.36,70.33,433.02
5461,17.31,44.71,1017.43,35.4,463.05
1922,11.72,41.54,1020.04,66.84,476.12
8229,13.86,40.66,1017.15,83.82,463.49
9465,23.61,63.94,1012.9,87.06,441.57
3087,13.72,34.03,1018.57,65.95,469.25
6054,33.11,77.54,1010.36,50.99,431.77
5095,16.63,53.82,1015.18,66.09,458.29
4953,10.75,45.01,1018.73,93.16,471.47
6396,11.15,40.64,1020.65,97.95,477.79
7164,13.18,43.72,1010.59,99.09,464.7
1717,19.83,51.43,1007.36,91.64,449.45
4066,15.22,41.35,1003.12,95.45,464.56
9496,23.74,63.9,1014.73,81.9,445.47
2958,23.97,63.86,1018.09,57.62,441.65
3592,22.96,70.79,1005.68,93.93,434.47
2867,10.87,37.5,1011.43,95.56,474.07
5182,10.92,40.92,1021.84,83.03,467.05
284,23.48,73.67,1007.07,88.49,437.19
6464,16.31,52.75,1024.4,55.69,456.58
3458,29.32,63.77,1013.24,55.1,438.09
4594,25.4,69.59,1008.58,82.22,432.58
8413,4.99,39.04,1020.45,78.89,472.52
3899,13.69,40.1,1014.38,83.57,470.76
5487,25.24,63.47,1011.3,66.21,442.75
7806,30.45,43.21,1011.35,63.59,438.68
3119,21.93,60.84,1018.96,76.8,440.76
3625,10.62,39.64,1010.51,68.55,478.37
7919,10.64,39.61,1018.33,66.81,471.48
6925,22.11,59.8,1016.74,73.9,453.45
547,26.17,59.92,1010.01,73.75,444.96
1482,29.08,67.07,1005.73,57.18,435.57
8059,15.36,40.89,1007.59,86.08,464.12
5458,31.11,72.25,1012.34,44.45,434.22
8010,30.26,76.2,1008.44,62.1,435.04
2245,25.1,71.77,1004.34,82.8,429.7
542,10.16,41.55,1005.69,58.04,477.27
5972,30.2,69.59,1008.9,67.32,434.66
5613,8.89,41.54,1019.27,82.87,483.82
812,25.48,65.12,1016.12,53.66,447.85
5491,25.2,57.5,1015.19,59.62,446.26
2442,10.08,43.14,1010.67,85.9,478.73
3431,13.68,41.7,1019.19,84.07,464.46
9158,26.12,49.02,1008.63,72.04,438.52
7416,26.31,44.57,1007.51,52.6,452.73
8466,11.64,38.25,1013.33,85.79,472.34
2448,32.09,72.86,1003.47,54.59,434.78
2824,27.96,77.24,1007.23,78.51,433.35
7055,23.39,68.51,1013.09,78.6,438.35
6688,19.74,45.38,1015.11,80.67,459.39
3067,14.69,53.82,1016.54,63.49,463.52
2799,22.63,57.17,1009.83,77.43,433.54
5311,31.54,71.06,1008.4,71.77,431.87
5207,25.44,70.17,1000.65,91.89,433.02
1927,12.12,38.28,1013.65,90.19,471.19
1381,10.09,41.62,1015.21,96.56,463.86
1194,30.93,69.98,1013.33,62.1,432.25
8984,24.33,46.93,1013.51,52.63,449.07
5205,8.86,36.71,1025.64,79.65,478.88
8044,26.38,59.92,1009.99,71.91,444.85
2609,26.3,59.07,1007.84,78.32,441.94
3244,13.45,41.49,1020.19,88.72,467.3
1990,24.34,73.5,1011.31,84.15,440.29
6560,24.27,63.87,1018.88,53.96,420.26
7500,26.22,69.89,1015.46,76.63,433.61
4502,14.45,44.84,1023.28,82.79,461.0
7526,26.75,64.79,1017.79,54.31,438.4
7808,7.19,39.37,1019.67,70.77,480.4
5217,32.48,62.04,1010.39,38.05,446.48
1836,34.24,74.67,1016.24,25.56,425.58
6933,13.31,40.03,1017.73,84.48,470.31
2248,26.55,73.67,1005.74,79.41,433.44
6368,13.45,45.87,1008.42,87.74,464.59
8400,25.42,73.17,1012.29,85.86,437.06
1843,18.19,44.06,1017.24,78.73,456.13
2810,24.88,51.43,1011.28,67.38,441.03
5538,17.98,53.29,1018.29,83.46,455.71
3910,28.06,70.04,1009.89,66.07,431.7
9076,10.4,40.43,1025.46,75.09,492.09
7205,16.98,63.09,1020.44,95.18,450.55
2374,12.38,41.62,1012.37,84.15,461.07
9223,21.17,64.15,1021.25,62.38,454.15
7887,27.25,50.05,1006.53,60.64,439.63
6504,22.32,70.47,1010.97,83.16,441.87
5428,33.96,68.94,1006.93,47.39,427.06
2681,17.79,44.9,1020.5,69.72,457.72
1130,21.83,63.87,1018.93,63.07,452.21
5979,28.14,51.43,1012.16,52.67,445.33
5189,16.76,43.77,1012.25,77.95,457.0
2972,22.48,50.05,1005.55,82.36,442.56
1220,5.53,40.64,1020.78,97.25,479.88
1682,4.04,35.47,1017.51,87.35,486.86
8991,9.86,43.56,1015.13,74.89,481.87
6477,19.88,47.03,1012.27,91.99,456.44
2351,5.33,39.33,1009.61,94.97,491.17
625,11.2,37.5,1013.81,72.81,472.2
3277,28.75,77.24,1008.92,77.17,433.03
2629,23.45,69.05,1003.03,66.41,440.24
8866,12.22,40.71,1021.25,80.83,477.07
8207,28.24,65.27,1013.43,48.74,439.36
7766,9.87,40.81,1017.17,84.25,473.2
8365,20.71,58.18,1007.63,98.44,447.06
6243,21.96,71.85,1009.38,75.98,441.52
4331,32.22,70.8,1009.9,62.03,433.07
4971,25.0,59.43,1007.84,68.91,438.28
6809,22.81,71.85,1009.61,75.17,440.4
668,10.11,39.35,1015.19,90.74,479.83
4347,20.71,58.79,1017.48,86.67,444.39
5971,8.37,40.92,1021.82,86.03,476.02
8093,20.4,57.85,1011.14,92.47,450.07
3001,13.24,40.83,1007.9,87.53,472.22
4304,29.48,64.69,1006.44,64.46,435.09
3888,14.05,39.59,1011.2,94.54,464.63
7218,22.49,56.9,1007.65,63.34,449.64
8617,28.95,73.4,1011.33,55.14,440.67
