,AT,V,AP,RH,PE
1484,22.73,66.75,1018.13,84.06,437.93
4231,18.77,49.21,1012.2,58.69,454.86
3689,14.81,42.77,1017.83,75.09,463.06
5833,13.82,44.84,1023.72,95.24,467.95
4577,23.99,58.62,1016.91,66.36,449.4
4011,25.88,63.73,1009.48,77.17,438.42
283,14.26,40.92,1022.07,73.96,460.38
6410,29.17,72.99,1006.86,64.92,430.59
8795,27.24,68.08,1013.23,51.96,445.25
5988,30.56,69.14,1007.49,71.0,432.26
936,7.71,40.71,1021.53,95.48,471.38
6575,27.56,66.93,1016.81,55.59,444.1
7388,9.52,41.26,1020.55,89.73,475.44
3446,19.53,50.32,1009.71,94.46,449.59
6629,19.92,38.52,1018.15,60.68,451.16
1249,11.77,40.92,1021.85,81.55,467.31
8830,11.31,42.02,1001.18,94.86,471.26
6841,29.72,74.78,1009.32,55.25,438.19
504,7.8,39.04,1018.46,66.5,482.31
6547,11.1,40.0,1021.29,86.58,477.2
2885,16.73,37.2,1012.94,74.04,463.89
8289,20.57,60.1,1011.16,83.45,451.88
9205,18.31,50.9,1011.87,86.83,455.5
8821,29.32,71.29,1008.34,51.51,432.17
3931,10.74,52.75,1021.75,75.41,467.48
3079,32.38,77.24,1007.7,61.15,430.96
5444,19.8,57.25,1010.84,88.9,451.75
6552,13.58,40.75,1016.05,76.45,472.73
4247,26.45,54.5,1014.96,65.55,450.76
8394,20.16,60.1,1011.24,86.23,453.36
2839,14.96,39.31,1010.52,71.28,461.97
691,6.04,41.14,1027.92,87.12,481.37
4855,26.13,48.06,1013.5,47.67,440.99
4098,23.36,73.18,1011.96,89.15,435.85
7927,25.06,65.46,1014.37,38.82,443.03
5192,20.32,44.6,1015.16,36.35,460.21
1909,14.4,40.2,1013.04,90.5,464.5
1811,27.18,71.06,1008.16,86.32,430.66
6801,17.95,59.15,1012.73,84.27,449.14
2892,29.01,68.08,1010.74,52.51,427.91
8558,9.27,38.56,1017.69,62.49,475.42
2164,28.11,77.95,1009.38,72.81,432.98
935,29.23,69.59,1009.0,71.41,437.95
8630,9.56,41.55,1002.67,70.27,481.24
1648,11.2,41.38,1021.65,61.89,476.87
2495,17.89,44.78,1010.03,53.78,457.74
5139,24.85,71.98,1005.97,95.09,433.64
6339,27.19,71.58,1010.85,76.1,436.77
176,12.28,40.55,1005.72,98.56,472.47
6970,31.11,71.8,1010.81,56.08,437.2
4398,12.79,44.03,1007.46,95.93,464.35
9199,14.85,40.69,1014.91,72.64,469.3
4507,8.25,37.49,1009.02,81.09,480.38
1436,14.22,45.08,1023.26,84.41,466.47
4979,28.79,68.51,1013.02,62.84,432.51
6077,30.24,66.75,1017.95,55.66,435.02
498,29.08,66.54,1004.67,64.5,430.16
7167,25.56,69.13,1002.46,68.26,434.48
1662,19.08,58.59,1013.42,68.88,451.05
6287,8.43,40.69,1020.36,87.28,484.94
7816,15.79,58.86,1015.85,91.91,455.15
7286,26.54,71.98,1005.8,91.16,431.78
7732,19.46,47.03,1013.9,88.86,460.57
305,20.07,49.21,1012.34,56.8,454.25
3747,15.78,41.48,1015.55,52.17,454.25
8041,8.53,40.02,1031.27,85.57,476.73
2255,22.7,59.92,1011.05,90.84,436.7
6053,14.29,39.59,1010.93,94.53,463.04
6560,24.27,63.87,1018.88,53.96,420.26
5638,15.15,37.64,1014.37,89.82,463.98
4263,31.35,68.67,1005.26,66.85,433.73
6847,14.26,42.32,1016.0,77.43,463.71
6481,23.27,64.69,1006.84,70.53,438.08
6888,21.95,57.76,1018.02,67.72,452.27
4791,14.8,44.92,1024.06,91.67,464.01
7172,19.76,51.19,1008.38,92.56,448.71
5575,30.28,70.98,1007.51,74.28,432.64
8499,29.26,67.17,1006.6,70.58,436.42
3149,22.36,51.43,1007.47,87.33,442.53
828,26.93,67.07,1005.65,60.26,437.76
8556,14.72,40.83,1009.65,80.98,469.8
8382,6.87,39.85,1012.66,83.34,486.26
3675,10.3,41.46,1018.21,86.17,479.65
5235,32.86,68.51,1008.43,46.78,432.38
1731,14.16,44.58,1020.75,77.42,473.22
5805,15.11,45.01,1017.01,84.39,462.21
8985,23.61,49.16,1002.39,65.63,443.5
1743,23.6,57.17,1009.84,74.27,446.05
6907,9.06,40.02,1031.16,82.04,478.01
3355,13.92,43.41,1015.12,61.64,464.76
9163,25.21,65.34,1013.94,65.04,446.68
4568,22.99,46.21,1010.71,60.11,444.36
1742,30.67,71.29,1008.36,52.08,430.28
9365,25.1,43.77,1010.9,49.68,444.99
3551,24.54,66.49,1011.1,69.14,437.38
6430,22.79,69.13,1010.87,91.47,438.08
9251,24.44,59.14,1016.74,71.82,443.5
8326,22.76,58.96,1013.85,55.95,454.05
5744,14.58,41.92,1030.42,61.96,462.69
8843,22.71,48.06,1012.82,67.81,445.1
1229,12.6,40.35,1011.89,80.88,475.42
2117,30.26,72.58,1007.0,65.51,425.71
6927,28.18,73.03,1014.18,67.72,439.74
4788,21.02,61.5,1008.52,77.74,448.08
628,19.21,60.07,1014.94,70.02,452.84
4719,6.72,38.91,1016.89,90.47,485.89
129,28.53,69.84,1004.46,68.03,427.72
8868,7.52,39.61,1018.61,78.96,481.54
7251,10.45,39.61,1020.23,73.39,477.41
7223,20.76,57.25,1011.01,90.31,444.85
2618,29.22,73.18,1012.22,64.91,430.57
7926,11.7,43.41,1016.08,62.27,467.51
9475,8.9,36.24,1013.29,89.35,479.03
5290,5.01,39.4,1003.69,91.9,475.34
6148,22.39,59.04,1011.78,86.39,445.52
4378,18.63,61.27,1019.69,73.67,454.03
1993,37.11,68.94,1006.23,31.15,429.25
3364,15.63,37.87,1020.4,74.77,465.28
6283,21.97,58.12,1015.29,77.47,449.6
5328,22.52,64.27,1014.34,82.77,445.4
7141,32.67,77.95,1014.62,50.73,432.32
7015,21.78,68.28,1001.0,79.3,443.24
4749,25.06,62.39,1008.09,82.56,438.31
4835,12.58,43.67,1012.86,94.01,472.65
776,19.82,58.16,1016.76,74.66,455.5
1575,11.42,40.43,1025.5,75.85,490.02
4024,11.31,39.61,1018.74,68.9,471.92
5951,20.37,52.05,1012.34,62.57,456.11
7821,15.25,46.36,1019.69,95.83,461.68
1994,33.43,69.88,1006.86,44.84,435.59
7049,19.23,45.01,1012.24,72.91,450.77
3406,17.92,44.2,1018.97,53.8,455.37
7063,16.37,39.99,1007.05,80.61,464.69
2817,14.87,42.18,1015.23,74.41,465.89
728,21.32,45.01,1012.23,59.94,452.75
6384,20.86,63.73,1008.54,96.83,440.42
9241,30.66,66.25,1007.67,63.03,439.55
9296,18.37,44.89,1010.61,86.74,454.37
2512,15.92,44.85,1015.84,59.99,467.41
2054,9.3,38.18,1017.19,71.51,480.14
983,32.21,71.85,1008.25,58.09,429.15
7954,26.96,73.68,1013.81,84.77,429.48
4053,9.43,43.69,1017.28,91.8,478.48
2706,16.74,38.01,1022.63,69.19,463.61
1990,24.34,73.5,1011.31,84.15,440.29
6839,9.58,38.08,1019.49,67.54,478.5
7488,12.1,41.58,1014.41,90.22,462.28
2143,24.62,72.24,1011.39,83.94,432.13
7111,12.38,45.51,1016.15,81.37,470.46
4161,8.65,40.56,1023.23,78.85,485.87
7799,13.7,42.86,1030.68,79.77,470.28
570,30.91,69.75,1010.23,59.36,435.7
5403,16.73,45.0,1023.44,60.68,467.08
2881,15.78,48.6,1007.24,84.23,460.86
7484,6.18,41.55,1001.58,98.79,484.87
4466,19.8,58.79,1017.04,87.71,449.66
7298,14.54,42.99,1009.27,90.88,468.93
1475,28.69,67.79,1011.01,66.4,439.87
1180,18.24,59.15,1012.0,84.4,449.48
5803,23.56,67.79,1010.14,89.72,441.29
960,30.73,69.89,1015.0,58.9,426.79
8905,20.03,69.45,1013.47,86.66,441.54
8842,27.97,66.17,1010.81,63.73,441.7
4380,28.64,66.54,1010.43,43.39,437.97
6237,25.72,66.86,1007.47,69.14,439.97
5468,27.9,63.13,1011.8,70.04,439.76
1209,14.16,40.89,1010.78,82.86,471.15
2712,21.84,60.29,1017.23,66.89,454.4
1902,11.92,40.62,1016.66,55.25,468.14
4680,18.87,67.71,1004.0,87.35,444.77
6433,27.29,71.32,1006.39,81.59,435.25
2450,22.63,70.47,1008.0,82.27,441.92
569,11.98,39.35,1014.97,98.05,472.43
5840,30.25,68.24,1006.58,31.9,432.05
5926,27.18,64.44,1012.81,61.27,440.3
4320,9.43,41.4,1028.81,85.83,475.8
6727,24.57,49.82,1016.82,65.25,452.3
7296,31.46,77.17,1009.26,59.61,435.56
2398,25.32,63.77,1014.55,74.69,441.5
1452,11.33,41.16,1019.05,87.13,468.87
3391,25.31,49.82,1014.62,62.15,453.05
2247,15.21,52.75,1024.32,61.11,458.84
1065,5.56,45.87,1006.99,96.48,476.61
8479,27.08,62.91,1011.9,62.58,442.91
6102,27.0,69.34,1008.88,74.4,439.26
8815,19.87,49.69,1012.23,68.57,456.03
5913,17.94,37.2,1012.64,68.11,467.65
1741,21.92,49.02,1009.29,88.56,443.31
6596,25.86,59.07,1008.59,81.28,440.9
6779,16.45,63.31,1015.96,83.97,452.42
2700,12.31,44.03,1007.78,94.42,468.13
5296,9.69,40.46,1019.1,71.91,472.16
3565,34.6,64.96,1003.3,34.32,427.65
5437,19.92,63.31,1015.02,82.71,443.54
5152,13.32,43.22,1009.45,75.3,466.83
1577,10.86,44.85,1014.15,88.36,476.87
2601,18.9,47.83,1005.31,77.79,455.94
7762,20.88,56.85,1010.91,84.28,440.08
8677,29.28,75.08,1005.21,59.0,436.15
6409,10.8,40.69,1014.3,87.44,478.19
133,6.28,41.06,1020.96,90.91,489.79
8050,12.11,41.17,1019.46,62.59,475.53
3752,18.81,45.01,1015.28,65.91,457.85
1728,8.85,40.22,1008.61,90.6,482.3
7653,16.45,41.48,1016.64,45.21,454.69
9022,7.76,42.28,1008.52,83.31,483.8
4337,14.1,42.74,1026.92,67.25,466.1
2057,9.0,41.54,1018.83,79.61,484.08
6742,7.28,40.67,1020.16,72.7,493.3
2647,18.96,50.16,1010.72,100.09,451.2
7458,12.92,39.35,1014.56,88.29,469.83
3483,20.41,48.06,1012.62,76.21,451.26
7406,11.82,41.17,1019.5,55.74,475.61
2003,7.79,43.13,1019.67,85.35,484.42
4462,27.76,72.58,1009.04,84.96,429.25
4277,25.22,71.85,1009.78,68.96,438.71
2899,12.59,41.14,1025.79,86.55,465.74
3958,13.22,40.83,1007.82,92.72,472.72
3992,25.27,69.89,1015.21,79.33,436.33
1630,25.16,47.01,1014.99,64.0,452.64
5043,21.46,74.87,1009.23,86.58,445.5
7561,20.11,50.78,1008.73,93.24,447.42
4148,16.17,38.01,1022.19,70.99,462.54
389,10.32,42.02,998.27,99.12,472.16
5120,13.82,40.2,1013.19,90.11,466.99
8359,15.86,43.67,1011.11,82.24,465.46
6190,29.04,62.26,1010.63,56.6,433.97
2113,27.14,75.23,1011.47,63.14,439.33
5241,30.08,68.14,1003.99,77.38,425.27
8190,16.88,56.89,1014.01,82.1,457.0
1345,15.34,43.5,1021.18,79.44,459.77
4727,23.63,58.79,1017.2,67.68,442.86
6997,17.13,43.79,1016.09,58.94,465.3
5917,23.84,68.94,1007.45,71.35,436.05
2562,14.82,40.0,1016.32,66.3,458.46
6468,27.31,64.44,1014.65,57.27,442.77
2756,13.63,40.92,1021.89,80.5,462.4
7868,30.44,68.84,1010.97,55.34,438.31
6831,11.35,40.66,1016.86,96.4,466.55
434,32.09,79.74,1006.92,61.5,432.85
547,26.17,59.92,1010.01,73.75,444.96
2460,18.85,48.06,1012.52,67.88,451.77
4023,32.73,69.88,1007.86,46.95,434.32
2681,17.79,44.9,1020.5,69.72,457.72
6163,28.97,67.9,1006.19,65.81,434.7
699,12.57,39.3,1019.57,72.44,473.67
9067,8.64,34.69,1026.79,80.88,482.15
739,15.41,42.44,1012.6,86.74,472.28
2051,17.38,43.14,1011.09,61.9,459.02
3247,27.25,73.03,1014.15,68.52,439.78
4872,28.55,69.84,1003.38,67.26,432.7
6913,7.75,38.06,1020.83,83.39,483.56
1291,18.39,38.52,1019.66,66.93,453.89
6823,8.18,43.69,1017.16,88.16,487.83
4364,30.22,74.9,1003.57,67.15,434.17
2936,27.75,66.51,1015.42,39.0,433.08
3460,11.62,39.72,1018.4,68.06,471.56
645,10.28,39.61,1020.43,69.09,478.34
9042,6.74,36.08,1020.36,86.98,484.18
267,29.12,67.83,1008.05,46.86,432.46
153,8.61,41.04,1024.81,95.6,473.62
1556,22.32,59.8,1016.82,64.18,451.21
7401,22.57,68.3,1017.43,87.69,440.81
8887,31.85,73.21,1000.98,72.2,435.94
549,29.67,73.67,1006.48,64.98,429.28
4478,29.35,71.58,1010.07,61.8,434.45
581,30.2,73.67,1006.31,62.14,428.72
5182,10.92,40.92,1021.84,83.03,467.05
5676,20.83,49.02,1009.45,91.92,445.31
7093,7.25,41.14,1024.99,95.85,477.45
9521,20.99,50.78,1008.55,75.14,449.07
1712,22.0,51.3,1012.87,85.79,450.18
4169,22.37,41.54,1013.74,72.21,459.06
2906,28.64,73.4,1011.48,52.84,441.32
7409,20.06,52.84,1004.21,82.12,447.47
3802,12.97,40.75,1016.05,79.67,476.28
2086,14.13,40.75,1016.05,72.41,471.44
9149,24.32,58.79,1016.8,65.61,442.78
5492,31.07,73.5,1010.58,43.66,432.06
3299,20.77,43.77,1010.76,63.12,453.46
4554,18.12,50.16,1009.82,100.09,453.29
1279,10.42,39.35,1015.21,89.75,478.52
6230,12.38,40.6,1013.86,85.35,472.53
1293,23.57,63.91,1011.65,80.74,441.93
7839,13.64,34.03,1018.32,62.2,469.61
1424,25.18,57.5,1015.07,60.76,449.01
9232,8.71,41.82,1033.08,74.53,477.94
1009,28.45,69.23,1013.07,39.46,436.96
7127,10.08,37.92,1010.47,66.37,474.63
1535,11.62,41.54,1019.94,66.43,477.75
2240,17.47,43.56,1014.15,54.71,460.87
6334,19.46,56.89,1014.02,84.95,447.86
8661,22.88,71.73,1010.11,86.96,436.36
2769,26.1,63.56,1013.12,61.0,442.75
6079,19.18,65.06,1015.99,77.06,448.26
6475,11.04,41.74,1022.6,77.51,477.2
345,11.35,38.91,1017.93,83.45,474.22
3430,19.69,56.65,1020.86,73.41,455.32
4906,21.36,59.54,1007.99,92.62,446.09
6476,17.51,68.28,1004.36,94.87,449.59
3463,27.01,52.3,1007.78,60.38,439.51
3286,14.54,39.39,1013.87,76.39,470.23
6095,27.53,72.58,1009.13,89.06,428.83
4617,19.33,58.96,1014.88,67.86,456.54
2204,17.19,43.14,1014.34,68.62,464.72
5692,27.76,69.4,1004.27,72.25,430.68
8728,22.32,69.48,1011.1,77.86,439.49
2308,16.57,41.79,1005.82,72.25,452.84
8471,22.26,69.04,1010.48,84.33,444.73
9277,29.25,69.98,1010.74,57.42,430.45
9216,24.58,56.9,1007.08,68.24,437.16
599,31.35,70.8,1010.11,66.37,432.19
8752,12.88,44.0,1022.71,88.58,470.31
800,32.96,69.75,1008.86,40.23,435.56
2427,31.41,74.16,1008.65,68.5,430.37
6460,14.56,25.88,1009.46,78.22,466.29
1527,21.75,49.82,1015.01,78.33,455.28
4441,17.73,40.55,1003.36,74.62,462.69
3632,24.03,58.46,1015.71,70.15,442.03
2709,25.02,60.77,1016.71,69.85,441.21
3925,26.73,77.95,1012.31,78.35,434.76
5936,28.19,67.45,1013.97,49.76,434.77
8049,26.84,70.36,1007.41,71.47,442.17
1694,25.26,74.33,1014.79,79.56,433.49
7179,12.66,40.35,1011.37,82.77,473.11
8384,20.98,47.43,1007.39,68.15,450.0
3756,16.13,53.82,1015.63,63.08,459.16
3330,28.06,68.24,1010.27,69.72,429.47
6929,31.17,70.98,1007.19,67.34,431.01
5536,9.53,38.18,1018.43,75.33,476.54
4522,23.76,70.32,1012.13,78.84,434.64
6940,26.2,71.73,1009.99,74.99,434.08
3083,22.72,58.82,1012.54,77.72,448.67
5700,25.62,73.17,1011.65,86.45,430.56
1027,20.1,58.95,1018.46,80.87,446.7
6066,9.39,41.79,1021.6,50.09,473.73
2615,16.55,41.66,1011.45,55.53,465.14
2197,7.05,40.69,1020.53,89.67,476.75
4469,21.6,66.86,1013.02,54.19,450.84
2658,14.96,41.76,1024.07,73.17,463.26
7454,10.36,41.46,1017.53,92.04,478.27
6005,14.94,40.0,1017.69,65.43,456.41
216,28.31,65.71,1014.67,59.29,447.26
1922,11.72,41.54,1020.04,66.84,476.12
3146,30.02,69.04,1009.68,56.01,440.49
5882,10.66,41.93,1016.12,94.16,479.61
1658,16.77,42.28,1007.53,73.19,465.52
424,21.03,70.02,1010.21,95.69,444.53
1768,21.94,57.5,1014.64,78.52,451.1
7006,19.27,65.12,1015.63,73.48,449.42
5711,23.33,58.95,1017.93,66.37,442.71
4601,5.02,40.64,1021.2,93.27,485.28
6572,8.39,52.72,1026.06,86.76,473.45
2488,11.43,44.78,1013.43,82.45,471.09
7345,10.7,44.77,1017.8,82.37,484.94
862,14.6,44.84,1023.58,88.21,464.88
6764,20.48,39.72,1001.61,57.32,455.58
2466,30.17,75.08,1005.17,55.89,438.89
356,24.26,67.69,1008.48,66.74,437.4
1635,18.75,44.9,1007.99,75.76,452.77
6891,10.33,40.62,1017.41,64.22,473.16
3367,14.87,41.23,997.39,82.06,465.01
3429,19.05,55.5,1020.25,75.76,457.5
1895,27.56,63.9,1013.23,45.97,442.43
674,13.16,40.71,1021.99,77.91,475.87
6697,27.49,63.76,1010.09,62.8,436.73
6632,27.46,66.54,1002.39,67.09,431.81
4698,31.19,69.68,1012.6,52.06,440.97
9297,16.0,43.34,1013.89,78.39,462.33
2344,30.3,73.67,1005.57,58.74,431.57
1968,15.55,42.03,1017.41,74.58,460.84
7587,15.08,42.77,1018.43,73.19,461.68
921,13.53,38.73,1004.86,85.38,472.46
5137,20.82,57.76,1019.15,72.46,454.62
5351,25.6,63.9,1013.16,53.19,451.44
5404,8.57,41.17,1020.18,72.47,484.2
1328,18.74,44.34,1019.4,55.16,468.84
3037,20.03,66.86,1013.05,64.59,450.93
1149,23.56,49.16,1002.54,69.07,443.02
4290,30.06,67.25,1017.63,53.59,435.02
5870,27.93,73.68,1015.41,49.95,435.95
4503,6.79,40.0,1019.01,81.83,480.83
1964,6.92,41.26,1011.16,96.2,483.61
8053,11.77,42.03,1017.63,79.35,472.22
1761,14.0,40.8,1026.17,54.82,474.87
2027,22.53,62.39,1007.84,86.4,450.08
2880,23.03,44.89,1010.26,59.85,447.81
4424,15.75,47.45,1009.86,86.68,451.5
7445,23.48,66.44,1011.28,61.11,443.21
3221,25.18,69.23,1013.26,57.45,438.72
3730,13.73,45.08,1023.55,81.64,470.35
5559,27.76,75.33,1003.69,79.62,433.03
6544,24.97,63.86,1018.64,52.01,441.61
8433,29.7,57.19,1008.41,55.07,436.29
278,29.13,47.93,1002.5,49.1,435.61
183,14.73,39.82,1012.67,80.82,470.41
3825,31.92,75.33,1002.13,65.73,431.32
7793,27.16,66.44,1011.2,73.37,431.85
6674,23.94,63.21,1013.52,83.12,440.15
1100,18.07,44.92,1024.72,69.15,457.53
1843,18.19,44.06,1017.24,78.73,456.13
6836,23.56,73.18,1012.18,87.98,437.92
4629,28.67,66.25,1007.96,76.36,434.73
3231,24.94,63.94,1012.72,73.71,438.55
3385,16.96,44.9,1020.5,77.53,458.1
7114,21.67,57.76,1018.32,68.21,452.56
3185,24.27,61.47,1007.84,80.85,448.66
762,30.82,70.36,1006.47,58.79,439.16
3442,30.74,79.05,1005.78,73.19,430.69
1837,7.17,41.92,1031.97,83.86,485.08
4995,27.59,71.97,1008.64,88.22,437.33
2120,25.86,76.2,1005.73,69.35,438.75
7832,28.85,71.32,1009.09,76.9,435.13
604,13.31,40.1,1014.81,82.11,468.74
906,27.74,74.78,1010.05,60.82,436.87
6062,19.78,63.09,1019.01,78.39,448.34
1033,14.46,45.87,1009.21,84.09,464.5
7229,27.51,49.3,1003.74,61.27,437.09
6553,17.51,58.86,1016.78,83.63,453.2
1726,30.72,71.58,1009.98,50.39,430.46
8427,12.14,44.85,1014.36,60.04,476.68
9153,26.94,65.61,1014.31,49.73,443.9
1095,9.16,41.03,1021.3,76.08,484.96
1856,29.75,70.32,1007.35,55.8,427.2
3511,8.53,40.77,1009.85,90.95,481.03
296,30.59,70.04,1010.28,50.56,429.13
2098,24.39,63.77,1013.3,77.53,443.65
9400,7.04,39.37,1019.37,69.11,488.0
3478,11.48,41.14,1027.67,90.5,464.07
8844,7.65,36.3,1016.5,65.51,482.56
8144,8.62,39.66,1015.18,89.59,482.99
3959,19.63,52.72,1025.09,51.16,459.12
8492,10.18,40.81,1015.79,81.42,475.13
4252,10.18,43.5,1022.84,88.7,476.91
5836,21.47,65.61,1015.92,76.22,447.42
7324,30.46,66.75,1017.81,54.48,432.45
1602,22.75,70.94,1008.03,81.95,439.91
2696,5.84,41.38,1020.34,82.41,489.4
6205,24.56,58.82,1011.42,72.47,442.76
886,28.68,70.32,1008.51,45.73,430.48
4131,14.1,44.92,1023.95,89.5,467.22
3955,19.13,59.21,1018.32,89.66,450.81
3312,22.56,48.92,1010.7,51.63,445.07
1840,23.94,59.39,1014.32,74.55,438.64
6955,22.12,57.19,1007.56,76.5,442.51
2312,11.6,40.27,1008.55,72.12,473.89
7344,25.44,75.23,1010.71,66.44,436.67
3861,12.1,40.27,1005.53,68.37,477.61
7811,28.68,73.77,1004.72,87.01,431.66
2378,12.27,41.17,1019.39,52.18,473.84
8173,15.29,38.73,1000.9,81.17,468.62
4492,25.78,59.15,1013.61,66.68,441.71
910,13.1,49.83,1007.29,92.79,466.08
2753,7.84,43.52,1022.23,96.51,483.79
5726,21.83,63.13,1013.4,85.82,443.41
5218,13.73,50.59,1020.44,85.54,459.6
223,25.95,59.14,1016.42,67.03,438.46
7482,17.78,58.95,1016.32,89.61,450.89
8693,25.42,74.22,1009.04,88.55,433.97
8379,26.92,67.25,1017.74,61.68,434.05
2016,7.53,41.16,1023.19,91.28,475.7
8616,22.16,58.82,1009.61,87.16,444.76
8713,4.69,39.42,1024.58,79.35,486.34
2087,31.31,64.44,1014.24,51.08,438.14
9369,28.75,64.69,1007.1,60.37,437.94
6307,14.84,38.91,1013.78,69.27,467.83
7001,16.4,44.9,1009.22,82.31,456.11
7450,10.87,44.71,1021.38,58.22,484.63
5715,5.51,35.57,1026.3,78.97,489.36
6861,21.94,56.85,1011.01,77.72,442.63
1044,31.2,73.17,1010.28,53.23,431.23
7069,21.7,60.77,1018.07,88.15,444.66
5070,22.49,58.71,1009.75,76.43,443.33
1881,8.82,43.56,1014.95,81.54,482.71
651,29.92,67.22,1014.09,50.62,444.78
2239,14.59,42.44,1012.7,83.92,470.86
8472,10.94,39.04,1021.62,86.41,479.8
3994,13.51,43.41,1015.94,75.22,463.86
6350,25.99,71.32,1007.17,83.23,432.41
3396,23.0,60.27,1018.72,84.25,442.0
3089,22.58,41.54,1013.21,71.33,460.95
746,26.84,71.94,1006.6,79.12,427.2
8477,20.58,50.9,1011.89,72.56,452.6
289,30.36,74.87,1008.96,61.87,435.31
5527,25.75,60.95,1014.75,53.3,443.73
175,26.69,70.36,1006.82,68.29,435.04
330,17.75,49.25,1020.86,63.67,454.41
2155,23.73,63.94,1010.7,87.1,441.78
4911,15.14,39.72,1002.96,72.52,460.15
2775,12.07,39.99,1009.7,93.27,473.06
5737,32.92,69.05,1000.74,39.61,426.61
7216,15.4,40.69,1015.1,70.25,471.66
2622,23.82,63.76,1009.8,68.94,440.52
1959,31.46,71.29,1008.57,41.79,430.8
5184,10.05,41.17,1018.98,83.71,481.38
3316,25.59,61.5,1009.12,68.0,439.14
6300,11.11,37.5,1013.68,73.67,473.32
1265,25.43,69.13,1002.2,86.44,431.53
8642,11.52,40.75,1016.23,85.18,477.19
8870,8.07,43.41,1016.02,76.26,467.56
8080,16.69,53.82,1015.39,63.62,458.96
1115,26.21,56.85,1011.45,41.37,439.55
2850,33.2,70.8,1008.75,59.41,430.71
757,24.62,70.47,1010.55,72.71,435.88
7776,22.69,58.46,1017.74,75.21,443.47
8467,25.72,47.45,1007.74,58.35,442.78
9048,15.44,39.54,1007.49,82.14,469.28
5775,14.28,42.74,1028.79,70.67,467.22
3337,30.04,68.08,1011.04,51.01,429.52
3469,16.36,43.99,1021.34,85.13,465.81
4221,26.59,60.96,1011.9,52.41,439.77
4961,10.03,41.62,1014.55,95.61,462.73
7366,29.52,64.79,1017.53,44.83,439.6
1339,14.55,42.74,1028.41,70.09,465.81
7918,21.85,63.86,1020.16,68.84,445.62
7031,27.66,59.21,1013.12,51.58,438.57
5544,25.3,58.46,1015.91,69.71,439.25
3499,15.33,36.71,1013.99,73.89,468.36
3614,24.04,72.43,1008.02,87.2,439.39
9150,27.62,72.43,1007.54,71.33,428.76
4317,16.49,41.93,1022.92,44.98,467.48
562,7.14,44.71,1019.98,71.9,487.71
7766,9.87,40.81,1017.17,84.25,473.2
3464,14.09,44.47,1029.08,72.36,466.53
7107,6.76,40.62,1015.67,87.16,478.56
6540,19.08,44.63,1020.05,41.07,455.95
309,16.7,40.56,1019.04,50.9,470.84
2619,21.23,50.59,1017.42,69.26,453.95
5443,5.98,38.91,1016.5,91.83,488.85
5915,26.51,44.57,1007.56,52.23,445.32
5545,24.56,71.94,1006.81,89.59,437.97
3188,15.33,37.2,1013.4,78.99,466.81
3462,12.76,43.7,1015.13,65.34,475.73
2280,15.12,39.16,1006.55,76.99,463.78
1893,26.74,59.87,1012.5,62.88,447.88
5707,19.75,54.2,1011.43,83.5,448.89
3211,14.18,53.82,1016.9,64.57,465.25
6375,18.15,58.46,1017.42,88.24,449.48
8690,23.69,58.05,1012.08,74.26,444.46
1329,25.93,66.56,1004.97,76.35,433.25
40,29.31,68.67,1006.18,63.38,435.57
5032,7.61,41.26,1009.05,97.32,480.68
7322,8.51,39.66,1015.16,86.61,483.54
5308,26.54,69.34,1009.5,87.18,435.51
319,31.35,71.32,1005.99,62.35,434.43
1093,24.79,75.6,1017.07,68.23,440.05
150,9.82,39.64,1010.79,69.22,477.93
6441,13.04,41.04,1026.27,69.75,464.91
6566,15.68,39.16,1006.09,75.62,461.98
3697,25.84,69.14,1009.22,88.47,431.35
5906,11.73,40.64,1020.68,96.98,477.06
8626,30.74,69.59,1008.69,68.04,437.81
867,18.13,66.86,1012.9,78.84,454.85
3948,20.34,69.45,1012.76,91.05,442.73
3344,16.58,37.64,1015.23,81.59,460.48
9337,16.88,38.58,1014.72,73.99,462.7
3607,24.0,75.23,1010.69,72.46,443.78
2222,32.57,65.74,1011.03,46.27,440.56
9368,25.5,59.27,1012.92,68.88,442.65
1942,2.34,39.42,1028.47,69.68,490.34
6539,25.69,64.45,1013.05,42.0,450.94
7177,9.96,42.03,1017.78,82.39,477.85
5723,13.44,40.69,1014.54,77.97,473.0
1894,17.44,45.01,1013.65,75.13,456.08
3791,6.49,36.3,1016.52,69.1,483.43
2175,12.54,43.69,1017.26,83.59,470.04
125,20.01,45.09,1014.21,38.19,453.96
8482,28.18,66.56,1005.69,65.67,426.79
1413,9.54,41.17,1019.79,65.61,481.18
5813,22.73,43.79,1015.61,42.66,460.2
8412,20.07,51.3,1011.9,94.62,450.46
2294,7.11,39.9,1008.82,87.76,484.21
2560,22.96,45.01,1012.21,50.81,450.37
3027,22.88,65.48,1017.33,66.26,447.14
4109,8.8,42.32,1017.91,86.8,483.88
6070,10.0,39.66,1016.83,78.91,479.97
5866,22.72,50.05,1007.0,88.24,444.43
3570,32.34,74.99,1002.77,42.83,433.07
629,13.22,44.92,1023.84,87.99,471.43
2323,9.61,39.04,1023.45,75.66,483.86
3631,25.5,68.08,1011.13,72.86,436.07
1420,27.48,61.41,1012.2,45.06,452.24
3993,24.51,62.08,1022.58,57.44,447.04
3458,29.32,63.77,1013.24,55.1,438.09
9259,25.52,71.98,1006.89,86.94,433.42
