,AT,V,AP,RH,PE
2140,27.11,48.6,1002.78,53.39,439.4
6285,11.34,41.54,1020.25,75.83,477.24
2508,30.36,68.08,1010.76,51.32,429.97
3285,14.86,37.85,1010.58,86.8,467.71
1670,7.09,43.13,1017.91,92.37,485.04
3269,10.76,44.58,1016.41,79.24,483.54
3960,16.47,44.89,1010.04,82.01,459.69
509,25.98,68.12,1011.36,66.86,439.0
3952,20.02,67.32,1012.05,76.34,445.31
7009,9.47,40.81,1026.44,91.87,479.96
4863,24.58,48.98,1014.96,38.75,459.79
1050,23.21,74.22,1009.68,88.46,440.46
7520,23.17,51.19,1009.5,76.15,441.77
2345,28.42,73.4,1011.39,62.72,438.25
1757,20.96,69.48,1011.04,82.63,444.31
2478,15.19,42.03,1017.38,71.66,462.64
7892,34.18,78.05,1010.71,66.77,432.1
3684,12.65,44.34,1014.74,92.81,473.46
706,23.2,73.17,1012.0,89.92,438.64
2646,9.57,39.82,1013.12,89.15,468.02
2783,31.73,74.67,1016.38,44.51,425.34
9461,22.04,57.32,1012.54,62.17,447.27
4070,23.67,68.67,1006.71,77.22,445.32
8478,13.12,44.21,1019.57,89.29,469.09
1933,20.09,61.27,1020.05,70.71,451.43
920,6.61,36.24,1013.57,91.8,483.12
6401,25.42,75.6,1017.39,77.63,438.24
5143,18.99,59.27,1012.15,89.39,453.4
806,15.67,38.62,1015.76,66.29,463.17
5133,16.74,39.16,1005.68,71.17,460.47
3573,17.83,66.86,1011.65,77.31,456.56
3832,17.7,49.78,1005.19,100.09,451.24
3073,29.03,67.79,1010.86,54.03,445.03
7040,27.33,52.84,1005.88,56.16,438.97
3555,21.38,65.12,1015.73,68.02,448.5
1288,17.85,48.14,1017.16,86.68,451.9
4924,11.3,40.55,1005.97,97.99,476.72
6529,28.32,66.54,1010.28,45.6,436.42
5092,27.37,72.58,1008.16,79.94,428.05
4300,20.3,56.53,1020.27,76.49,454.12
7100,27.04,69.98,1008.5,75.41,433.25
5389,23.83,64.15,1020.93,63.86,447.95
9097,7.61,43.22,1014.8,86.92,478.55
5034,12.77,36.71,1013.29,86.4,475.59
944,19.36,39.54,1008.97,58.92,458.75
566,30.98,67.48,1009.96,58.92,439.39
2780,12.43,41.62,1011.87,80.57,460.61
8083,15.27,56.89,1013.28,86.92,456.72
4679,19.5,40.79,1003.8,89.45,457.09
7925,6.69,36.24,1013.35,91.09,483.82
3963,18.5,47.45,1009.23,83.21,450.22
1486,24.33,49.16,1003.46,61.04,441.2
4512,14.64,42.77,1017.59,79.6,464.27
2825,20.27,63.56,1014.24,86.55,446.93
4978,23.83,71.37,1002.04,64.78,443.29
9537,11.94,44.6,1018.69,85.33,468.53
5334,23.45,69.04,1010.5,80.77,442.48
3774,24.15,63.13,1013.8,92.1,440.15
3670,28.16,70.98,1008.51,72.12,435.04
5196,22.29,56.89,1014.39,84.89,441.9
2423,26.09,60.23,1010.74,60.88,445.88
8802,7.32,41.22,1015.42,97.25,484.21
2493,25.6,73.67,1005.78,84.82,433.25
5037,15.74,71.14,1019.65,65.94,457.29
4986,17.23,41.1,1002.45,68.88,464.18
6603,25.24,66.54,1002.07,81.22,433.86
8779,22.27,48.98,1014.47,49.33,451.74
5859,11.23,43.67,1012.57,72.1,475.41
7013,11.57,44.63,1020.7,91.11,469.64
694,26.26,65.06,1013.58,52.72,440.92
3769,17.67,53.16,1013.59,83.31,457.99
7355,16.5,44.2,1018.94,63.59,458.3
3137,27.77,63.87,1017.97,38.77,444.06
8281,26.68,63.73,1009.7,71.55,439.69
5419,15.25,52.9,1014.86,76.87,463.93
2112,13.61,42.34,1017.78,88.84,466.17
1898,15.93,40.89,1011.57,74.55,468.8
2446,27.11,66.49,1013.71,39.28,435.79
4573,25.63,69.89,1015.17,77.42,434.47
3641,21.63,50.16,1005.7,84.84,448.32
7187,19.05,67.32,1013.2,83.14,447.47
242,27.13,69.45,1013.9,51.16,434.47
7929,21.17,59.8,1016.06,77.73,455.66
9293,31.43,69.89,1014.8,56.22,426.15
7102,21.98,55.5,1017.89,57.9,457.29
1014,24.22,68.51,1013.23,74.96,440.01
2568,21.4,59.21,1017.84,78.01,444.15
3724,10.54,42.02,997.5,99.77,472.64
2384,33.3,68.14,1003.02,53.43,426.88
8856,19.99,40.79,1003.15,87.55,455.28
2948,27.16,47.43,1009.17,45.79,442.85
6321,14.51,49.83,1006.27,91.65,460.45
3610,14.0,43.34,1016.37,85.51,463.99
8157,8.01,40.62,1015.62,86.43,476.22
5006,8.77,40.77,1011.54,89.58,480.56
184,12.36,48.04,1012.8,93.59,468.37
8138,6.63,39.37,1020.33,76.18,489.16
4455,19.82,57.85,1011.58,97.23,447.36
2889,26.15,64.27,1013.03,59.77,439.11
7207,5.62,41.38,1020.91,86.21,490.83
3949,28.44,77.54,1011.73,77.3,433.21
5571,4.0,39.9,1008.46,97.21,490.68
399,10.16,39.3,1019.71,81.21,480.74
6417,12.88,38.53,1010.95,87.16,466.92
4498,27.82,59.15,1012.74,42.78,442.0
903,14.02,44.47,1028.02,68.97,465.93
8391,25.16,43.21,1011.73,88.69,442.29
8893,4.23,38.44,1016.46,76.64,489.0
1215,12.19,40.05,1014.65,85.1,472.68
5190,6.33,39.33,1012.06,93.16,492.22
1877,18.84,67.32,1012.63,81.89,449.21
2451,27.06,70.47,1007.0,72.37,430.82
6026,14.6,42.32,1015.71,77.03,464.67
9362,20.07,42.23,1012.86,74.11,461.25
2533,4.87,42.85,1012.69,94.72,482.05
3128,30.9,73.42,1011.21,65.32,433.44
2406,26.11,70.36,1007.64,70.12,445.37
8903,15.64,43.71,1024.51,78.31,462.55
5973,23.81,60.08,1017.29,62.66,450.33
7158,18.16,39.99,1008.13,68.5,461.16
7514,21.98,48.41,1008.42,84.86,444.6
8113,29.05,71.85,1008.6,78.69,428.39
2758,9.45,41.4,1027.34,86.66,475.49
9054,17.89,42.42,1008.92,65.08,467.59
6221,29.24,74.67,1015.81,59.95,432.61
4173,17.17,44.68,1018.72,83.58,462.53
4205,11.47,40.27,1005.39,77.4,479.44
1517,14.02,41.78,1011.26,48.62,465.87
268,16.97,39.16,1005.7,69.13,458.59
4356,18.96,47.83,1006.15,75.61,454.35
5029,12.6,41.74,1022.13,67.89,474.23
6819,22.06,59.21,1012.84,87.06,442.31
1930,14.87,54.3,1017.17,71.57,462.87
7576,12.41,39.28,1017.08,87.02,473.86
7311,31.28,75.08,1005.39,49.53,438.63
6922,14.98,39.58,1011.78,75.07,467.77
3288,23.55,65.94,1011.76,58.44,443.98
7533,22.43,63.21,1012.06,84.75,447.98
755,16.38,46.97,1013.6,73.67,459.87
2305,10.27,41.44,1017.04,77.09,479.3
9024,24.8,66.51,1016.74,65.72,441.34
2409,14.21,39.16,1016.5,85.09,473.87
2597,9.72,39.66,1018.31,76.07,480.05
7622,13.24,39.16,1016.52,86.66,474.48
2773,22.1,65.94,1009.79,67.57,443.95
6791,11.3,43.14,1019.56,99.83,469.73
4265,30.92,59.57,1010.87,62.43,440.96
3252,10.91,37.92,1008.66,66.53,473.72
637,22.57,62.4,1009.77,86.05,444.69
186,27.32,73.42,1012.07,86.3,432.74
7393,22.11,59.44,1012.82,84.67,448.15
7735,24.27,63.9,1013.5,61.09,450.26
5894,25.32,71.94,1009.94,62.93,435.06
4582,8.97,44.03,1013.16,80.39,474.61
6948,16.26,44.89,1010.48,86.57,456.86
4638,12.68,40.73,1017.66,92.08,465.94
3501,23.36,74.93,1016.57,71.91,443.78
5980,23.46,73.18,1012.07,88.14,438.62
5760,18.04,44.85,1015.13,48.4,463.31
9350,7.87,41.17,1020.33,77.77,486.2
3216,24.67,61.5,1009.06,72.77,437.37
9174,28.37,63.31,1013.18,49.02,437.64
5976,11.63,41.5,1013.6,87.11,477.3
9352,14.39,40.35,1011.33,64.86,472.43
8757,8.27,39.64,1011.0,84.64,479.91
8329,26.85,75.6,1017.43,74.55,433.48
4301,29.99,74.9,1003.84,64.43,435.87
2210,18.91,45.01,1012.9,59.81,456.12
483,31.95,67.17,1007.11,61.58,432.6
1929,9.33,42.49,1008.93,82.59,478.43
7794,29.72,68.08,1010.72,53.46,430.36
2516,7.55,39.22,1014.53,77.76,482.19
8995,31.4,70.32,1011.62,65.01,433.42
1703,10.67,40.56,1022.39,77.92,482.36
442,19.66,42.18,1001.51,95.75,454.46
8424,23.25,56.9,1006.82,76.37,442.76
4351,11.95,42.03,1017.58,90.89,465.2
8171,8.75,40.77,1021.99,86.46,478.85
1644,26.45,69.13,1001.53,89.64,427.5
2557,15.07,43.48,1015.22,57.74,459.96
630,33.6,77.17,1009.01,47.53,430.32
4955,10.27,40.64,1020.63,84.6,474.99
6091,21.63,71.85,1009.44,76.89,434.1
5174,20.32,39.72,1002.0,51.71,458.8
6450,25.11,58.79,1015.99,60.55,442.34
6832,14.12,39.52,1018.41,78.32,465.09
5193,23.64,63.31,1014.5,61.83,440.7
342,14.85,40.8,1025.38,53.29,471.78
9386,16.77,45.01,1013.47,81.42,458.22
548,17.48,44.2,1018.89,61.51,457.15
8878,22.64,58.66,1011.68,60.97,449.79
9206,14.62,44.84,1023.41,85.17,464.51
5780,13.84,44.9,1007.58,63.62,463.27
6157,16.71,40.55,1004.45,81.64,464.13
9182,7.14,39.4,1011.68,91.84,482.82
4819,28.94,68.67,1005.39,75.24,434.65
3919,24.27,60.23,1011.84,77.8,438.99
1020,13.34,41.79,1011.48,86.66,461.12
6582,19.8,67.71,1005.58,69.65,446.03
5069,4.49,38.44,1015.47,76.96,485.78
2279,22.83,58.62,1017.82,69.76,450.96
3720,24.93,47.01,1015.12,64.8,455.39
9378,11.68,39.22,1017.9,57.95,471.8
78,29.63,66.75,1018.08,58.46,433.26
346,21.38,44.05,1005.69,81.66,445.71
3541,15.63,43.02,1012.57,40.32,466.69
428,23.05,65.94,1010.99,69.73,442.39
6168,22.86,47.43,1009.75,61.54,452.53
8663,22.45,63.77,1014.57,87.44,444.26
2078,18.9,60.07,1016.02,71.38,451.5
6926,23.0,60.37,1005.34,83.73,437.6
3848,21.01,58.96,1014.33,61.8,453.88
5004,30.69,69.89,1013.9,42.85,431.01
2653,26.13,71.64,1004.16,87.18,439.73
2290,13.34,40.8,1026.56,64.85,474.47
4021,10.75,40.81,1015.93,79.27,474.71
7099,16.7,46.18,1011.4,95.51,458.05
9393,11.18,37.5,1013.32,74.32,472.02
4769,16.36,44.88,1018.34,76.0,468.53
2186,27.64,75.6,1017.35,54.78,441.04
2442,10.08,43.14,1010.67,85.9,478.73
6029,30.09,69.48,1009.51,53.24,435.2
4502,14.45,44.84,1023.28,82.79,461.0
6952,17.57,44.06,1015.43,72.75,459.73
6219,22.59,65.06,1014.36,62.44,444.6
3106,14.04,44.21,1021.93,86.12,468.64
7442,30.69,73.67,1006.14,60.58,430.45
1350,12.42,41.58,1019.49,86.31,466.05
1379,20.77,52.05,1012.22,45.61,455.02
2082,11.96,43.41,1017.42,79.44,469.34
3921,14.89,35.71,1015.1,55.11,469.37
437,5.7,40.35,1012.18,91.57,488.8
1646,9.07,40.67,1014.41,70.39,484.5
8458,26.76,49.02,1007.96,70.05,439.4
847,28.4,74.93,1013.65,48.6,442.23
8968,9.45,36.71,1024.24,83.28,476.02
8849,20.61,63.86,1015.43,73.86,446.34
5237,12.41,45.87,1004.78,80.02,468.14
1996,11.87,44.6,1018.81,84.68,468.47
8605,25.31,74.33,1015.04,79.88,436.21
4064,32.67,67.83,1007.81,42.16,425.75
1280,4.49,40.27,1012.01,76.5,494.24
1847,29.25,69.13,1010.27,67.35,426.29
272,19.69,56.65,1020.84,72.14,455.07
4862,18.53,63.91,1010.26,97.8,440.64
5817,25.09,65.38,1009.99,54.28,453.58
8141,11.68,40.55,1022.21,85.76,475.13
6271,24.16,65.06,1013.88,58.96,442.32
4765,26.26,63.73,1010.45,70.61,442.18
386,31.98,64.05,1010.49,58.01,439.56
243,26.95,70.8,1009.73,82.95,436.8
6145,25.8,71.58,1010.08,85.14,435.2
6184,25.14,49.02,1007.56,79.02,438.53
496,15.15,53.82,1016.34,62.59,461.6
3449,19.79,44.9,1008.66,72.68,455.59
9198,32.42,75.08,1004.82,41.62,436.26
8388,17.19,37.2,1011.84,67.59,468.4
8613,24.13,73.18,1012.62,91.52,436.22
6592,9.11,40.02,1031.1,83.02,479.03
1096,2.64,39.64,1011.02,85.24,481.29
5278,31.0,71.77,1006.29,48.56,431.07
2670,12.02,41.92,1030.1,84.45,465.82
8192,16.98,43.7,1015.07,53.51,464.01
8899,10.93,39.16,1016.54,90.56,479.83
482,8.14,39.96,1023.41,88.86,477.05
9194,13.39,44.58,1016.5,79.26,474.7
4965,25.81,66.51,1016.53,62.19,437.57
4904,28.56,69.51,1012.45,46.59,434.35
1916,25.24,68.28,1000.26,78.17,435.9
7560,14.66,43.13,1014.97,46.31,467.87
6381,23.25,51.86,1013.54,78.34,450.22
1161,6.94,39.61,1017.74,81.43,480.07
3910,28.06,70.04,1009.89,66.07,431.7
7792,23.32,66.48,1003.92,72.25,436.26
1552,31.97,69.04,1008.5,47.69,441.18
9047,21.62,48.78,1020.06,85.09,448.52
8420,7.36,41.01,1024.9,97.88,476.8
6161,33.68,68.14,1002.75,56.05,427.53
1292,17.79,45.01,1015.71,67.13,454.4
7628,10.2,41.62,1016.52,98.09,462.87
1953,12.78,44.6,1013.64,77.56,468.67
1415,26.89,56.85,1012.27,43.84,436.44
4984,10.76,40.78,1023.81,87.96,469.97
1869,27.91,72.24,1010.74,70.8,430.73
5165,25.18,62.96,1020.04,59.08,444.37
8949,28.56,65.27,1013.28,49.95,437.45
2627,7.85,37.8,1020.9,59.19,478.68
4399,23.79,50.16,1005.32,75.82,435.49
4076,24.2,59.07,1009.25,88.25,441.93
951,16.72,53.82,1015.46,66.9,458.25
7211,4.15,39.9,1008.84,96.68,491.22
1137,13.53,42.86,1014.0,90.63,471.73
2236,21.69,44.57,1005.84,71.53,447.88
2036,31.68,73.68,1014.85,64.0,431.11
6610,18.9,56.03,1020.77,71.83,457.66
4225,20.62,68.12,1012.33,79.88,447.16
7053,14.8,40.2,1012.87,88.35,466.27
3920,19.65,51.3,1014.81,90.23,452.5
2099,25.64,68.08,1011.06,71.06,431.77
4491,25.09,65.46,1015.29,40.13,442.99
1071,21.8,51.3,1012.07,89.51,450.25
6579,10.59,38.38,1021.58,68.23,474.94
264,19.91,51.19,1008.0,90.23,449.23
695,32.09,70.4,1003.73,55.65,434.64
2058,18.21,41.23,993.11,62.29,457.53
8647,28.75,57.55,1004.77,57.55,435.33
7499,14.3,42.99,1007.32,73.72,467.9
7955,6.85,37.49,1011.01,84.53,483.12
5045,28.86,73.4,1011.37,58.76,439.33
6364,12.12,38.28,1013.7,91.27,469.59
2496,26.56,56.57,1013.73,63.9,442.74
1351,31.42,69.13,1009.34,57.16,425.98
5995,14.26,44.47,1028.81,72.19,465.77
9288,28.05,62.6,1017.01,46.46,449.73
3276,21.61,41.54,1014.5,75.62,458.47
4473,20.64,61.86,1012.81,99.97,447.14
7266,32.0,73.17,1009.94,40.48,428.69
160,12.75,40.64,1020.44,83.17,466.93
4198,14.08,39.31,1011.67,72.0,464.16
6747,16.53,53.29,1018.64,87.47,463.32
7834,14.22,45.01,1014.17,70.14,464.06
4556,12.09,40.6,1013.85,85.72,474.35
6925,22.11,59.8,1016.74,73.9,453.45
582,10.72,41.38,1021.6,63.77,478.29
2392,8.31,40.46,1020.07,78.18,476.72
5485,18.83,48.98,1016.33,74.23,453.28
1640,13.79,45.08,1025.02,84.36,469.55
6644,30.01,69.13,1010.11,62.42,425.75
8095,27.76,65.59,1010.8,67.29,439.03
2275,18.11,52.08,1002.51,100.09,449.99
8547,28.9,68.12,1011.87,46.56,438.53
361,20.74,59.8,1015.46,76.39,452.99
2968,9.27,39.64,1010.79,79.56,480.29
6857,22.87,74.22,1009.36,93.05,438.67
572,30.13,78.05,1010.99,61.5,434.14
5020,12.0,41.17,1019.48,58.71,474.4
199,10.46,37.5,1013.12,76.74,472.16
3787,12.1,41.17,1013.72,75.61,478.1
7797,28.93,74.78,1009.48,56.4,437.34
9317,25.91,68.08,1010.92,74.25,432.07
4980,14.87,35.71,1015.53,57.7,468.75
4693,19.88,44.6,1015.52,37.85,467.68
8286,8.68,39.61,1021.54,77.98,486.31
1758,28.82,71.8,1010.97,67.64,436.71
2831,10.27,38.38,1022.16,70.77,475.58
5135,28.97,73.5,1010.47,48.24,435.22
1780,28.53,68.08,1013.27,42.53,438.91
5100,23.15,66.48,1003.71,76.0,435.62
6179,21.45,60.84,1017.86,82.8,444.99
5523,13.57,39.39,1014.01,82.12,471.44
4658,18.53,39.72,1001.26,64.08,457.26
3425,27.05,67.79,1010.99,71.37,443.89
7891,30.05,73.68,1014.95,70.6,434.92
2024,28.33,78.92,1011.15,70.04,432.67
2953,11.02,43.02,1012.32,66.54,478.81
8217,21.38,60.84,1017.94,82.83,445.8
2185,11.77,40.71,1024.55,72.49,477.94
1414,20.36,57.5,1014.36,82.96,452.28
3526,22.63,45.61,1014.14,73.06,457.88
3574,26.88,60.96,1012.1,57.9,446.77
80,16.18,50.88,1014.06,100.09,455.14
8496,14.1,39.16,1008.19,74.05,464.07
9397,26.14,71.98,1005.98,82.45,428.91
3834,23.23,56.89,1012.87,75.43,441.85
5096,6.67,36.08,1022.31,83.51,486.52
3091,29.62,71.8,1011.05,63.13,438.55
5446,20.51,63.09,1016.39,92.99,445.86
6319,8.48,38.5,1013.5,66.51,485.29
8346,17.84,52.08,1006.65,100.09,450.67
7501,19.02,44.85,1014.57,43.37,465.42
6486,17.35,47.83,1006.71,80.57,453.96
8355,20.2,60.1,1010.66,84.24,451.17
3278,21.2,59.39,1014.04,85.06,444.57
5801,22.45,59.87,1018.92,72.73,445.34
5451,15.32,45.01,1013.3,83.72,459.31
257,8.25,41.26,1020.59,91.84,475.17
9075,21.61,64.63,1020.86,69.73,451.02
6341,14.71,44.0,1024.98,85.08,462.87
7852,7.65,41.01,1024.31,97.17,475.89
3653,6.91,36.08,1021.82,84.31,486.37
528,15.24,39.39,1013.01,74.24,469.79
7836,17.09,42.42,1009.03,72.01,464.11
2487,22.25,60.77,1017.8,82.19,444.05
8457,26.95,72.24,1011.16,73.14,435.65
2142,11.22,40.22,1011.01,81.67,476.7
6580,19.35,43.43,1009.4,66.11,454.02
7578,23.93,64.05,1013.09,86.02,440.66
8559,15.57,44.68,1022.01,90.02,460.91
3795,27.43,63.87,1017.6,43.33,442.71
4998,24.57,66.54,1004.44,83.15,432.41
9468,7.6,41.04,1021.82,88.97,475.32
4068,26.15,63.21,1012.31,76.44,441.23
7583,29.55,67.69,1004.88,48.68,428.77
4467,7.53,41.74,1022.45,90.85,487.25
6512,14.57,41.79,1007.61,82.85,457.21
4882,15.5,39.16,1016.24,78.13,469.52
7579,19.16,43.43,1012.36,72.59,451.0
3202,14.88,41.66,1009.4,67.15,468.55
4305,11.94,40.66,1016.61,96.11,467.99
7343,22.72,65.61,1014.64,70.53,449.04
8703,9.14,37.36,1015.22,78.06,491.97
6133,16.13,39.99,1007.04,80.49,465.25
5639,12.58,39.72,1018.08,64.25,469.38
4220,6.61,38.91,1015.77,92.31,484.32
101,28.92,61.02,1011.19,56.13,436.76
4999,19.95,50.59,1016.11,73.23,459.27
1201,16.74,41.16,1006.87,74.24,463.0
2938,13.85,48.06,1011.13,75.2,462.39
7854,13.74,43.71,1025.45,86.62,465.24
6624,25.1,61.47,1007.84,75.75,447.27
5713,31.99,53.53,1004.98,53.53,432.43
3922,26.48,66.54,1011.61,51.9,438.87
6032,9.08,36.71,1025.07,81.32,479.02
3932,14.14,39.59,1010.84,96.02,465.23
3494,12.81,44.34,1015.55,90.37,474.03
1325,14.32,44.6,1013.85,68.13,466.36
2739,14.3,53.82,1016.64,63.9,465.42
790,25.48,60.29,1017.55,51.22,443.77
3347,28.3,59.27,1010.92,61.83,445.19
6492,13.16,54.3,1017.33,82.43,468.4
7609,11.95,39.82,1013.4,92.51,474.56
1524,9.81,44.45,1021.19,90.55,471.32
5284,21.86,64.45,1015.83,63.36,457.8
8045,24.96,77.54,1008.25,80.6,433.4
1585,14.91,46.9,1019.59,98.1,461.73
5594,25.51,73.56,1006.59,96.63,437.07
7802,8.27,38.56,1016.47,66.6,485.31
4323,13.77,42.86,1030.72,77.3,471.38
7233,32.15,72.29,1010.13,50.19,435.71
7870,24.39,70.72,1009.78,82.25,442.04
2704,12.14,48.04,1011.8,100.13,465.08
4038,26.17,70.47,1010.25,68.96,434.56
3716,18.26,59.15,1012.04,86.01,451.09
7900,31.3,70.79,1004.3,54.37,428.75
6459,12.31,41.06,1021.19,74.38,475.76
6042,28.82,77.24,1008.35,78.93,433.69
6035,24.17,73.18,1011.72,86.1,437.27
3812,24.96,65.18,1012.68,76.19,436.24
8264,25.61,74.22,1010.26,75.15,438.45
8225,14.12,39.52,1016.79,75.89,472.32
2006,12.18,40.1,1016.67,91.87,471.49
8819,31.33,65.18,1011.97,36.62,435.77
1418,28.29,61.86,1011.87,64.17,438.25
5761,27.81,66.51,1016.11,48.48,439.48
8012,26.07,69.23,1013.32,54.03,436.94
8720,12.58,43.67,1014.36,91.72,473.02
4678,27.91,63.76,1010.27,65.67,435.21
2181,25.52,61.25,1012.84,75.98,435.48
6446,14.04,40.2,1013.29,89.54,465.25
4311,19.92,46.97,1014.32,69.17,459.39
3046,8.68,41.82,1032.83,73.62,478.61
4916,13.87,41.74,1021.42,64.02,472.12
7191,26.92,73.17,1011.42,76.94,431.29
6820,27.46,67.69,1004.7,70.15,432.64
4222,28.62,63.77,1012.82,55.77,441.97
3909,19.32,44.71,1015.3,28.81,464.38
4393,29.61,67.07,1005.91,39.28,434.14
1408,20.51,45.38,1014.29,69.14,461.87
1799,23.62,49.21,1014.1,49.54,443.53
5530,28.73,68.24,1008.31,56.85,430.63
6019,13.25,43.7,1013.61,76.05,472.22
2685,18.81,61.87,1009.71,70.47,448.49
398,21.47,60.93,1006.46,87.83,442.75
7527,24.94,67.69,1008.86,68.97,439.08
2571,21.97,58.12,1014.21,85.93,448.91
7284,22.98,51.95,1006.83,74.92,454.63
6954,5.94,39.9,1007.84,86.33,485.86
1760,11.48,36.18,1017.03,61.62,469.44
9083,18.92,62.26,1012.05,85.99,451.51
7905,30.07,70.04,1010.84,55.74,426.35
3582,28.17,63.13,1012.44,66.61,439.94
5035,29.5,72.86,1004.63,52.17,439.43
9192,10.03,40.96,1024.57,91.1,478.79
1810,17.28,65.94,1013.62,89.97,454.76
8971,19.06,56.65,1020.82,82.14,455.7
6958,22.08,45.61,1014.02,75.71,456.71
6027,15.86,43.5,1021.22,75.38,459.42
1719,9.78,40.03,1017.33,92.11,480.59
8540,22.54,51.95,1007.29,79.28,447.29
3274,13.58,39.28,1016.17,79.17,472.17
5,13.97,39.16,1016.05,84.6,470.96
4799,28.75,70.02,1010.33,46.55,440.31
8059,15.36,40.89,1007.59,86.08,464.12
6173,12.15,45.01,1018.89,90.02,468.07
8965,24.22,71.14,1009.38,64.53,438.88
7521,8.91,40.11,1022.87,78.39,475.43
64,31.92,68.3,1015.58,41.55,430.07
2339,21.88,59.39,1015.58,87.19,442.92
8590,17.3,57.76,1016.26,87.74,455.75
3233,25.18,56.89,1012.26,64.46,442.42
552,25.3,70.98,1007.22,95.1,440.86
2448,32.09,72.86,1003.47,54.59,434.78
3145,27.51,73.77,1002.42,90.88,436.91
5634,13.98,44.58,1016.48,77.59,473.01
3466,27.94,63.07,1010.75,38.57,441.0
4133,31.1,68.51,1012.99,54.3,428.68
6872,22.95,63.94,1013.87,80.37,447.13
4138,13.38,40.89,1010.48,92.55,472.15
4620,15.82,44.88,1018.59,78.88,461.9
5867,14.05,40.71,1016.36,68.58,465.74
4683,21.59,66.54,1004.88,90.54,441.71
1240,29.24,60.23,1009.62,59.71,438.24
1995,11.11,40.55,1023.91,87.12,476.37
9347,13.48,39.35,1014.56,81.25,470.66
3165,12.36,37.73,1021.36,65.45,470.39
7787,29.86,64.79,1017.37,44.8,439.89
855,17.48,46.21,1014.02,80.78,455.35
670,20.92,49.15,1021.15,49.76,455.32
8179,20.85,48.7,1007.11,87.2,449.57
2802,12.28,42.34,1019.19,95.8,467.03
2226,21.69,57.17,1011.75,82.63,446.61
1287,25.76,71.06,1007.93,90.4,433.75
975,32.23,69.13,1000.61,55.1,426.9
8686,22.78,59.92,1011.28,88.78,440.87
5215,22.82,60.08,1017.95,65.71,450.86
6643,31.82,73.68,1014.8,40.58,433.32
2391,10.33,40.0,1021.35,90.84,479.32
2458,12.89,48.14,1017.48,83.95,463.77
9418,9.66,41.06,1021.21,84.7,482.2
869,9.78,43.8,1022.25,69.64,477.22
6362,11.21,39.85,1013.01,75.55,480.61
3213,29.54,74.99,1005.0,69.69,432.94
8205,29.09,70.98,1007.86,80.35,439.34
7095,14.38,44.78,1010.8,66.58,459.66
6706,31.07,70.98,1007.24,72.03,432.96
1582,20.68,68.61,1011.2,84.81,446.33
598,21.41,62.39,1007.84,88.83,452.8
1607,14.02,40.1,1015.56,82.44,467.32
8416,25.89,59.22,1013.4,80.17,445.75
3437,32.37,68.67,1005.45,47.98,430.35
1114,24.46,68.61,1011.02,76.66,440.58
7530,8.43,40.6,1015.39,91.81,483.1
5928,14.56,53.82,1016.37,64.46,463.64
2669,32.31,68.94,1006.11,71.78,431.14
9226,31.55,69.75,1010.12,58.36,435.01
7254,21.9,66.54,1004.76,89.99,439.06
6474,25.96,63.77,1013.24,65.43,445.26
6255,16.64,39.64,1008.7,81.79,463.49
1900,27.69,69.71,1009.9,69.91,440.43
3416,15.33,52.05,1014.15,80.56,452.82
8437,27.84,71.32,1007.72,79.25,431.37
7086,21.24,50.32,1008.54,84.83,447.32
1128,19.7,52.84,1004.86,89.72,444.64
5040,20.24,58.41,1013.73,99.59,449.49
8530,19.08,46.93,1010.6,75.21,454.45
5929,29.0,77.54,1011.33,75.13,431.37
7023,9.91,39.64,1010.57,75.82,478.63
5610,17.53,44.9,1020.5,71.1,457.61
6317,25.61,58.86,1013.9,54.9,444.77
7683,11.42,41.54,1020.21,71.57,477.5
1508,26.72,65.61,1014.41,52.01,442.48
4108,10.33,44.92,1025.34,85.67,476.99
1605,10.1,41.4,1024.29,85.94,474.28
3041,6.04,41.14,1027.8,86.4,480.39
2666,24.74,63.87,1016.91,55.65,447.02
5683,30.11,70.8,1008.57,69.25,432.33
7124,20.79,68.28,1001.42,76.77,445.83
1384,13.56,49.83,1007.01,89.86,466.33
4377,24.54,60.23,1011.55,72.78,445.25
12,29.3,70.04,1010.95,61.23,426.25
6517,14.23,46.18,1017.39,87.29,463.86
8657,32.51,69.98,1011.92,49.45,428.37
8332,27.49,63.78,1015.43,47.45,445.66
5233,18.01,44.2,1018.84,55.72,456.36
5834,8.61,43.8,1021.9,74.35,478.25
4119,32.41,58.9,1003.26,45.33,439.11
5273,30.7,67.69,1005.92,51.58,429.58
6226,20.82,63.77,1014.28,86.37,448.9
5940,4.47,35.19,1018.78,92.68,487.43
925,14.74,43.71,1024.35,81.53,465.49
9274,13.32,44.9,1007.72,78.64,466.3
3672,19.5,52.72,1025.21,50.21,457.26
5889,18.32,65.94,1012.74,86.77,450.5
119,19.94,44.9,1008.52,74.69,459.47
5277,23.48,49.16,1002.7,70.22,445.72
294,25.35,74.33,1015.29,77.84,435.66
2444,17.99,43.79,1016.13,75.63,462.4
7697,26.9,66.48,1004.47,54.71,432.95
5159,25.18,47.93,1002.92,60.33,441.29
8411,14.3,54.3,1015.16,75.29,464.9
1904,25.57,44.05,1005.79,65.14,443.84
1119,24.79,59.21,1017.9,53.83,446.04
3408,9.99,42.07,1018.78,85.68,471.6
3,19.07,49.69,1007.22,76.79,453.09
3977,3.82,35.47,1016.62,84.34,489.04
