,0,1,2,3,4,5,6,7,8,9,y
3945,3945,0.7,Ideal,E,SI1,61.6,56.0,5.72,5.75,3.53,2789
3946,3946,0.52,Ideal,D,VS1,60.9,56.0,5.17,5.21,3.16,1707
3947,3947,0.41,Very Good,D,VS1,62.9,57.0,4.73,4.75,2.98,1151
3948,3948,0.51,Premium,G,VS1,62.1,60.0,5.11,5.1,3.17,1781
3949,3949,2.54,Ideal,I,SI2,61.4,54.0,8.83,8.78,5.41,12687
3950,3950,0.58,Ideal,E,VS2,62.0,57.0,5.33,5.35,3.31,1752
3951,3951,3.04,Premium,I,SI2,59.3,60.0,9.51,9.46,5.62,18559
3952,3952,0.9,Good,D,SI2,62.2,63.0,6.14,6.23,3.85,4382
3953,3953,2.05,Ideal,E,SI1,62.4,57.0,8.17,8.09,5.08,18193
3954,3954,2.01,Fair,G,VS2,67.5,55.0,7.7,7.79,5.23,17917
3955,3955,1.09,Ideal,H,SI1,62.1,55.0,6.6,6.64,4.11,5376
3956,3956,0.91,Good,D,SI2,64.1,62.0,6.06,6.01,3.87,3349
3957,3957,0.76,Ideal,F,SI1,61.4,56.0,5.88,5.92,3.62,2894
3958,3958,1.51,Premium,F,SI1,62.2,58.0,7.27,7.29,4.53,10693
3959,3959,0.33,Ideal,E,VS2,61.0,57.0,4.46,4.43,2.71,928
3960,3960,2.0,Premium,J,VS2,61.5,59.0,8.11,8.06,4.97,13675
3961,3961,0.72,Very Good,E,SI1,62.0,57.0,5.73,5.76,3.56,2562
3962,3962,0.57,Ideal,E,VS2,60.8,56.0,5.34,5.37,3.26,1919
3963,3963,0.3,Premium,E,VS2,61.7,58.0,4.34,4.32,2.67,844
3964,3964,0.73,Ideal,I,VS1,61.0,56.0,5.82,5.86,3.56,2596
3965,3965,0.5,Premium,F,SI1,61.0,60.0,5.11,5.08,3.11,1286
3966,3966,0.31,Ideal,F,IF,62.1,56.0,4.33,4.36,2.7,979
3967,3967,1.6,Ideal,J,VS2,61.9,55.0,7.51,7.54,4.66,8886
3968,3968,0.9,Premium,I,SI2,60.6,60.0,6.23,6.28,3.79,3001
3969,3969,0.32,Ideal,D,VS2,62.4,57.0,4.34,4.38,2.72,758
3970,3970,0.3,Ideal,F,VVS2,61.5,55.0,4.33,4.35,2.67,694
3971,3971,0.9,Good,F,SI1,63.9,59.0,6.09,6.06,3.88,3992
3972,3972,1.11,Ideal,D,SI2,61.3,56.0,6.74,6.68,4.12,6241
3973,3973,0.4,Premium,F,VS2,61.0,58.0,4.72,4.79,2.9,842
3974,3974,0.91,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,4096
3975,3975,0.9,Ideal,F,SI1,61.5,56.0,6.25,6.2,3.83,4284
3976,3976,0.31,Ideal,D,VS2,62.2,55.0,4.34,4.31,2.69,942
3977,3977,1.01,Very Good,F,VVS2,61.8,58.0,6.44,6.48,3.99,8922
3978,3978,0.54,Premium,G,SI1,61.1,60.0,5.24,5.2,3.19,1340
3979,3979,0.39,Ideal,F,VS1,61.3,56.0,4.7,4.72,2.89,902
3980,3980,0.3,Very Good,D,VS2,60.3,60.0,4.28,4.31,2.59,710
3981,3981,0.41,Very Good,H,SI1,63.3,56.0,4.74,4.71,2.99,876
3982,3982,1.0,Premium,G,SI2,62.5,59.0,6.41,6.33,3.98,3136
3983,3983,0.24,Very Good,H,VVS2,60.7,58.0,4.04,4.07,2.46,432
3984,3984,0.7,Good,E,SI1,60.4,61.0,5.73,5.76,3.47,2696
3985,3985,0.42,Ideal,G,IF,62.3,54.0,4.82,4.85,3.01,1289
3986,3986,0.35,Ideal,F,VS2,61.4,54.0,4.58,4.54,2.8,906
3987,3987,0.23,Good,E,VVS1,59.9,65.0,3.93,3.95,2.36,439
3988,3988,1.0,Very Good,E,SI1,60.1,60.0,6.45,6.49,3.89,5865
3989,3989,0.36,Premium,E,VS2,61.8,58.0,4.57,4.52,2.81,1013
3990,3990,0.81,Very Good,H,SI2,61.3,59.0,5.94,6.01,3.66,2797
3991,3991,2.32,Premium,J,VS2,62.4,57.0,8.48,8.4,5.27,17053
3992,3992,0.9,Very Good,H,VVS2,60.3,61.0,6.22,6.25,3.76,4432
3993,3993,0.3,Very Good,I,VS1,61.8,63.0,4.26,4.29,2.64,442
3994,3994,0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53,4029
3995,3995,1.0,Ideal,F,VS1,61.4,56.0,6.46,6.51,3.98,7177
3996,3996,1.03,Very Good,G,SI1,63.2,58.0,6.43,6.38,4.05,4764
3997,3997,0.72,Very Good,G,VS1,60.5,57.0,5.8,5.83,3.52,2919
3998,3998,2.22,Very Good,I,SI1,62.4,55.0,8.29,8.35,5.19,17160
3999,3999,0.31,Ideal,I,VS1,61.4,55.2,4.32,4.35,2.66,513
4000,4000,0.51,Very Good,F,SI1,62.0,54.0,5.15,5.18,3.2,1265
4001,4001,0.51,Ideal,E,VS2,61.6,55.0,5.15,5.2,3.19,1985
4002,4002,2.05,Premium,H,SI2,62.5,58.0,8.12,8.08,5.06,16431
4003,4003,0.38,Ideal,F,VS1,62.4,54.0,4.68,4.64,2.91,998
4004,4004,1.04,Ideal,D,VS1,61.6,57.0,6.52,6.56,4.03,10709
4005,4005,0.31,Very Good,E,VVS2,60.8,55.0,4.38,4.43,2.68,816
4006,4006,0.27,Ideal,F,VVS2,61.2,58.0,4.15,4.19,2.55,667
4007,4007,0.34,Ideal,H,VVS2,61.2,56.0,4.51,4.54,2.77,667
4008,4008,1.2,Ideal,D,SI1,62.7,55.0,6.79,6.71,4.23,7903
4009,4009,0.33,Very Good,D,SI1,61.5,60.0,4.41,4.44,2.72,608
4010,4010,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,4205
4011,4011,1.01,Premium,G,VS2,62.1,60.0,6.35,6.37,3.95,5839
4012,4012,0.9,Very Good,G,VS1,62.7,56.0,6.1,6.14,3.84,4780
4013,4013,2.01,Premium,J,VS2,61.5,60.0,8.13,8.07,4.98,13572
4014,4014,0.5,Very Good,D,VS2,61.1,58.0,5.07,5.11,3.11,1646
4015,4015,1.58,Very Good,I,SI1,63.1,55.0,7.42,7.45,4.69,8782
4016,4016,1.23,Very Good,I,VS2,61.2,59.0,6.84,6.81,4.18,6826
4017,4017,0.59,Premium,F,SI1,62.2,60.0,5.37,5.33,3.33,2124
4018,4018,0.49,Premium,E,SI1,61.5,58.0,5.08,5.06,3.12,1084
4019,4019,1.0,Very Good,D,SI2,58.3,61.0,6.54,6.59,3.83,4543
4020,4020,0.71,Ideal,F,VS1,62.0,57.0,5.7,5.75,3.55,3066
4021,4021,1.06,Very Good,E,SI1,59.6,57.0,6.62,6.67,3.96,5328
4022,4022,1.11,Premium,G,SI1,61.5,58.0,6.73,6.63,4.1,4768
4023,4023,1.2,Premium,H,SI1,62.2,59.0,6.79,6.71,4.2,5822
4024,4024,0.3,Ideal,F,VS2,60.5,56.0,4.37,4.33,2.63,828
4025,4025,0.5,Ideal,F,SI1,62.0,55.0,5.08,5.12,3.16,1304
4026,4026,0.32,Ideal,F,VS2,61.6,55.0,4.43,4.4,2.72,828
4027,4027,0.31,Very Good,G,IF,61.7,54.0,4.33,4.36,2.68,924
4028,4028,0.31,Premium,G,VS1,58.2,61.0,4.45,4.42,2.58,749
4029,4029,0.41,Ideal,E,VS1,61.7,55.0,4.75,4.78,2.94,1079
4030,4030,1.01,Fair,H,SI1,64.6,55.0,6.29,6.25,4.05,4191
4031,4031,1.06,Premium,E,SI2,60.0,59.0,6.64,6.59,3.97,3989
4032,4032,0.55,Ideal,F,VVS1,62.2,57.0,5.25,5.27,3.27,2569
4033,4033,0.31,Ideal,J,SI1,61.3,56.0,4.37,4.4,2.69,418
4034,4034,0.44,Ideal,G,SI1,61.5,57.0,4.87,4.88,3.0,772
4035,4035,0.32,Ideal,F,VS2,60.9,56.0,4.41,4.45,2.7,610
4036,4036,1.52,Premium,J,VS1,62.2,59.0,7.38,7.32,4.57,8580
4037,4037,0.8,Very Good,H,SI2,57.0,63.0,6.09,6.18,3.5,2487
4038,4038,0.3,Ideal,F,IF,62.2,57.0,4.3,4.32,2.68,886
4039,4039,0.7,Fair,G,VVS2,64.5,61.0,5.43,5.52,3.53,2595
4040,4040,1.53,Premium,G,I1,62.8,58.0,7.39,7.28,4.61,6183
4041,4041,0.3,Ideal,G,VVS1,62.0,54.0,4.35,4.36,2.7,764
4042,4042,0.53,Ideal,H,VS1,62.1,56.0,5.21,5.19,3.23,1607
4043,4043,0.7,Fair,E,SI1,64.4,53.0,5.61,5.57,3.6,2697
4044,4044,1.74,Very Good,D,SI1,61.9,58.0,7.74,7.79,4.81,16286
4045,4045,0.72,Premium,I,IF,63.0,57.0,5.72,5.7,3.6,2795
4046,4046,0.53,Ideal,I,VS1,61.6,55.0,5.21,5.25,3.22,1263
4047,4047,0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,1005
4048,4048,0.34,Ideal,G,VVS2,62.6,54.0,4.44,4.47,2.79,775
4049,4049,0.41,Premium,G,VS2,61.6,58.0,4.78,4.73,2.93,1061
4050,4050,1.01,Very Good,H,VS2,60.2,60.0,6.46,6.5,3.9,5897
4051,4051,2.0,Very Good,H,SI1,63.2,54.0,7.97,7.88,5.01,13320
4052,4052,2.04,Ideal,I,SI1,60.0,60.0,8.3,8.26,4.97,15308
4053,4053,0.51,Good,F,VS2,63.7,56.0,5.05,5.03,3.21,1574
4054,4054,0.7,Very Good,G,SI1,62.1,56.0,5.64,5.67,3.51,2175
4055,4055,1.2,Premium,I,SI2,60.0,58.0,6.93,6.91,4.15,5080
4056,4056,1.04,Premium,H,SI2,58.6,60.0,6.67,6.63,3.9,4368
4057,4057,0.71,Premium,D,SI1,59.7,59.0,5.82,5.8,3.47,2863
4058,4058,1.01,Ideal,F,SI1,59.9,60.0,6.59,6.53,3.93,5215
4059,4059,0.3,Premium,H,VS1,62.5,58.0,4.27,4.34,2.69,526
4060,4060,1.01,Good,D,SI2,63.5,61.0,6.33,6.37,4.03,4457
4061,4061,1.13,Ideal,H,VS2,62.0,57.0,6.61,6.69,4.12,6045
4062,4062,0.66,Very Good,E,VS2,63.3,56.3,5.47,5.55,3.48,2443
4063,4063,1.55,Very Good,D,SI2,58.9,57.0,7.59,7.63,4.48,11284
4064,4064,0.35,Ideal,D,SI1,62.3,57.0,4.5,4.52,2.81,644
4065,4065,1.03,Very Good,G,SI1,59.4,60.0,6.61,6.66,3.94,5353
4066,4066,1.52,Premium,F,VS2,62.3,56.0,7.34,7.29,4.56,14544
4067,4067,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,6418
4068,4068,1.2,Very Good,I,VVS1,62.6,56.0,6.7,6.74,4.21,7080
4069,4069,0.31,Ideal,F,VS2,62.3,55.0,4.33,4.3,2.69,802
4070,4070,0.3,Premium,G,IF,61.0,62.0,4.34,4.32,2.64,956
4071,4071,0.41,Premium,E,SI1,62.8,58.0,4.77,4.72,2.98,904
4072,4072,0.31,Premium,H,VS2,62.7,59.0,4.29,4.32,2.7,489
4073,4073,0.6,Premium,E,SI1,60.8,58.0,5.46,5.5,3.33,1625
4074,4074,0.34,Ideal,D,VVS2,61.3,56.0,4.48,4.52,2.76,1174
4075,4075,0.53,Very Good,E,VS1,61.7,59.0,5.18,5.2,3.2,1844
4076,4076,1.25,Premium,J,SI2,61.5,57.0,7.0,6.93,4.28,4690
4077,4077,0.4,Ideal,F,VS2,61.0,62.0,4.71,4.74,2.88,867
4078,4078,0.41,Ideal,H,SI1,61.2,57.0,4.78,4.76,2.92,876
4079,4079,1.28,Ideal,H,SI2,62.8,57.0,6.92,6.87,4.33,6451
4080,4080,0.36,Ideal,E,SI1,60.9,57.0,4.58,4.62,2.8,597
4081,4081,0.97,Fair,F,I1,68.5,54.0,6.26,6.05,4.22,1787
4082,4082,0.3,Very Good,G,VVS2,60.4,59.0,4.33,4.35,2.62,598
4083,4083,0.54,Very Good,F,VS2,60.9,55.0,5.25,5.31,3.21,1639
4084,4084,1.2,Very Good,H,SI1,61.6,61.0,6.81,6.77,4.18,6350
4085,4085,0.7,Fair,F,I1,65.9,57.0,5.64,5.5,3.67,1158
4086,4086,0.53,Very Good,E,SI2,63.1,58.0,5.15,5.18,3.26,1167
4087,4087,0.71,Premium,I,VS2,62.8,59.0,5.67,5.64,3.55,2300
4088,4088,0.32,Ideal,E,VS2,62.0,55.0,4.41,4.39,2.73,900
4089,4089,0.3,Very Good,G,SI2,63.3,57.0,4.28,4.25,2.7,506
4090,4090,2.0,Fair,D,SI1,64.8,58.0,7.98,7.89,5.14,15540
4091,4091,0.41,Ideal,D,SI2,62.3,57.0,4.78,4.75,2.97,876
4092,4092,0.31,Premium,E,VS2,61.0,58.0,4.39,4.37,2.67,872
4093,4093,1.57,Ideal,I,VS2,62.7,56.0,7.36,7.4,4.63,10278
4094,4094,1.09,Very Good,F,VS2,61.4,54.0,6.66,6.7,4.1,6990
4095,4095,1.02,Very Good,H,VS1,62.8,59.0,6.34,6.47,4.02,5598
4096,4096,1.01,Very Good,J,VS2,59.3,59.0,6.5,6.58,3.88,4120
4097,4097,2.04,Premium,H,SI1,60.6,61.0,8.15,8.09,4.92,12454
4098,4098,1.09,Ideal,I,VS1,61.8,55.0,6.59,6.62,4.08,6225
4099,4099,1.01,Premium,F,VS2,62.2,60.0,6.37,6.4,3.97,6416
4100,4100,1.55,Very Good,H,SI1,63.2,57.0,7.35,7.31,4.64,7066
4101,4101,0.85,Ideal,G,SI1,60.4,56.0,6.26,6.17,3.75,3118
4102,4102,0.72,Very Good,F,SI1,63.4,58.0,5.69,5.66,3.6,2670
4103,4103,0.36,Ideal,E,SI1,62.1,56.0,4.59,4.56,2.84,810
4104,4104,0.36,Ideal,G,IF,62.2,53.0,4.59,4.61,2.86,1029
4105,4105,0.78,Premium,H,SI1,60.0,60.0,5.93,5.92,3.62,2489
4106,4106,1.11,Ideal,E,SI1,62.1,55.0,6.66,6.68,4.14,7218
4107,4107,1.01,Very Good,F,SI1,60.7,58.0,6.4,6.51,3.92,5248
4108,4108,1.31,Premium,H,SI1,59.3,59.0,7.18,7.13,4.24,7395
4109,4109,0.3,Ideal,F,VS1,61.5,55.0,4.33,4.35,2.67,587
4110,4110,0.78,Good,J,SI1,58.0,62.0,6.01,6.05,3.5,2035
4111,4111,0.4,Premium,E,SI1,61.3,61.0,4.76,4.73,2.91,945
4112,4112,1.01,Good,E,VS1,63.6,57.0,6.41,6.35,4.06,7665
4113,4113,0.61,Good,F,VS1,60.6,60.3,5.46,5.51,3.32,2120
4114,4114,0.41,Ideal,G,VVS1,61.7,55.0,4.79,4.77,2.95,1230
4115,4115,0.74,Ideal,J,VS1,61.7,57.0,5.79,5.84,3.59,2468
4116,4116,0.8,Ideal,F,SI2,61.4,57.0,5.96,6.0,3.67,2761
4117,4117,0.32,Ideal,E,VS2,62.6,53.0,4.38,4.37,2.74,900
4118,4118,0.41,Ideal,F,VS1,62.5,57.0,4.75,4.76,2.97,1007
4119,4119,0.53,Ideal,D,VS2,61.0,56.0,5.29,5.26,3.22,1783
4120,4120,0.56,Good,F,VS1,63.0,59.0,5.24,5.27,3.31,1758
4121,4121,1.01,Premium,G,VS1,59.8,59.0,6.55,6.5,3.9,6529
4122,4122,0.28,Ideal,F,VS1,62.0,53.0,4.23,4.26,2.63,665
4123,4123,1.22,Ideal,G,VS1,62.0,56.0,6.83,6.88,4.24,9339
4124,4124,1.55,Very Good,H,SI1,61.6,54.0,7.41,7.47,4.58,9818
4125,4125,0.3,Ideal,F,VVS1,60.5,56.0,4.34,4.45,2.66,863
4126,4126,2.01,Good,F,I1,64.0,56.0,7.93,7.91,5.07,6686
4127,4127,0.34,Ideal,G,IF,61.3,56.0,4.52,4.55,2.78,974
4128,4128,1.02,Good,F,VS1,63.7,57.0,6.35,6.39,4.06,7068
4129,4129,0.24,Good,E,VVS1,63.8,56.0,3.95,3.98,2.53,499
4130,4130,0.81,Ideal,I,SI1,61.3,56.0,6.23,6.27,3.83,3097
4131,4131,0.7,Very Good,E,SI1,62.9,57.0,5.6,5.66,3.54,2349
4132,4132,1.36,Premium,F,VS2,59.3,60.0,7.23,7.2,4.28,10929
4133,4133,0.52,Premium,D,SI1,60.7,58.0,5.23,5.18,3.16,1376
4134,4134,1.05,Very Good,E,SI2,63.3,57.0,6.5,6.46,4.1,4763
4135,4135,2.0,Ideal,J,SI1,62.4,54.0,8.02,8.09,5.03,12433
4136,4136,1.51,Ideal,E,VS2,62.8,56.0,7.31,7.24,4.57,14844
4137,4137,1.25,Ideal,J,SI1,62.7,57.0,6.86,6.88,4.31,4764
4138,4138,1.57,Very Good,I,VS2,60.2,58.0,7.51,7.57,4.54,9443
4139,4139,0.4,Very Good,D,VVS2,58.3,59.0,4.88,4.9,2.85,1078
4140,4140,1.08,Ideal,E,SI2,61.7,57.0,6.55,6.6,4.06,4989
4141,4141,0.43,Good,H,VVS1,61.2,61.0,4.84,4.9,2.98,1037
4142,4142,1.51,Premium,E,SI1,59.6,61.0,7.53,7.43,4.46,12236
4143,4143,0.8,Ideal,G,VVS2,61.5,55.0,5.95,5.99,3.68,4740
4144,4144,0.3,Very Good,I,SI1,63.5,57.0,4.26,4.24,2.7,506
4145,4145,1.01,Very Good,G,VVS2,63.0,59.0,6.34,6.41,4.01,6843
4146,4146,1.01,Good,G,VS2,63.2,57.0,6.3,6.35,4.0,5599
4147,4147,0.3,Ideal,E,VS1,61.9,56.0,4.28,4.31,2.66,670
4148,4148,0.46,Ideal,H,VS1,61.9,55.0,4.95,4.99,3.08,1353
4149,4149,0.31,Very Good,E,IF,63.0,55.0,4.33,4.37,2.74,938
4150,4150,0.79,Very Good,D,SI2,62.8,57.0,5.85,5.9,3.69,2904
4151,4151,1.01,Very Good,G,VS1,62.8,59.0,6.34,6.37,3.99,6499
4152,4152,2.05,Premium,I,VS1,60.6,60.0,8.21,8.18,4.97,17640
4153,4153,0.25,Very Good,E,VVS1,62.3,55.0,4.04,4.06,2.52,633
4154,4154,0.56,Ideal,E,VVS2,61.7,56.0,5.31,5.33,3.28,2712
4155,4155,1.01,Very Good,E,SI1,60.0,60.0,6.45,6.49,3.88,5556
4156,4156,0.33,Ideal,G,SI2,61.4,54.0,4.44,4.48,2.74,463
4157,4157,0.3,Very Good,I,IF,63.3,57.0,4.3,4.23,2.7,810
4158,4158,1.73,Premium,H,SI1,62.0,59.0,7.68,7.59,4.73,12058
4159,4159,1.16,Ideal,I,VS2,60.1,62.0,6.83,6.78,4.09,5587
4160,4160,1.12,Premium,I,SI1,62.0,56.0,6.73,6.65,4.15,4641
4161,4161,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,1659
4162,4162,0.38,Very Good,F,VVS1,61.6,58.0,4.61,4.65,2.85,1200
4163,4163,0.52,Ideal,E,VS2,61.3,57.0,5.22,5.19,3.19,1694
4164,4164,1.73,Premium,H,SI2,60.5,60.0,7.79,7.71,4.69,6968
4165,4165,0.44,Ideal,H,VVS1,61.1,57.0,4.87,4.92,2.99,1124
4166,4166,2.01,Ideal,J,SI1,62.3,57.0,8.05,7.99,5.0,12607
4167,4167,0.31,Ideal,H,VS2,61.3,56.0,4.36,4.38,2.68,507
4168,4168,0.92,Very Good,D,SI2,61.6,58.0,6.19,6.22,3.82,4327
4169,4169,0.26,Very Good,H,SI1,61.9,55.0,4.07,4.11,2.53,337
4170,4170,0.47,Ideal,E,VVS2,62.0,55.0,4.97,5.0,3.09,1883
4171,4171,1.64,Premium,I,SI2,61.3,58.0,7.58,7.62,4.66,8587
4172,4172,1.5,Premium,H,I1,60.1,57.0,7.4,7.28,4.42,3457
4173,4173,0.28,Premium,E,VVS2,60.1,59.0,4.26,4.22,2.55,828
4174,4174,0.51,Ideal,G,VS1,60.4,59.0,5.16,5.21,3.13,1668
4175,4175,0.51,Ideal,D,VS2,61.2,55.0,5.18,5.16,3.16,1882
4176,4176,0.36,Very Good,G,VVS2,61.9,58.0,4.54,4.6,2.83,821
4177,4177,0.83,Ideal,H,SI1,62.5,55.0,6.04,6.0,3.76,2816
4178,4178,0.32,Premium,G,VS2,62.3,58.0,4.41,4.36,2.73,720
4179,4179,0.7,Very Good,H,SI1,61.5,57.0,5.64,5.68,3.48,2107
4180,4180,2.01,Premium,G,VS2,60.6,59.0,8.16,8.12,4.93,17057
4181,4181,0.36,Ideal,F,SI1,61.5,57.0,4.59,4.55,2.81,770
4182,4182,0.74,Very Good,F,SI1,62.7,58.0,5.71,5.78,3.6,2715
4183,4183,0.33,Ideal,G,VS1,61.9,55.0,4.44,4.49,2.77,699
4184,4184,2.38,Premium,G,SI2,62.4,58.0,8.59,8.47,5.32,14648
4185,4185,0.5,Ideal,I,VVS2,60.5,57.0,5.14,5.17,3.12,1640
4186,4186,0.58,Very Good,E,SI1,59.6,57.0,5.41,5.42,3.23,1453
4187,4187,1.21,Premium,H,VS2,58.8,59.0,7.01,6.98,4.11,6708
4188,4188,1.51,Ideal,G,SI2,62.3,56.0,7.31,7.37,4.57,9391
4189,4189,1.3,Ideal,G,VS2,61.9,55.0,7.04,7.01,4.35,9225
4190,4190,0.5,Premium,G,VS1,61.0,59.0,5.14,5.09,3.12,1746
4191,4191,1.06,Ideal,I,VS1,61.8,56.0,6.5,6.57,4.05,6060
4192,4192,0.3,Good,G,VS2,63.1,58.0,4.23,4.27,2.68,491
4193,4193,0.95,Ideal,I,VS2,62.2,57.0,6.29,6.22,3.89,3884
4194,4194,0.31,Ideal,E,VS1,60.9,57.0,4.39,4.41,2.68,734
4195,4195,0.5,Premium,E,VS2,60.5,60.0,5.13,5.09,3.09,1699
4196,4196,0.32,Ideal,F,VS2,61.2,56.0,4.44,4.41,2.71,828
4197,4197,0.32,Ideal,E,VS2,60.8,55.0,4.49,4.42,2.71,900
4198,4198,1.53,Very Good,G,VS1,62.8,59.0,7.32,7.36,4.61,13189
4199,4199,0.41,Ideal,F,VS1,62.3,55.0,4.79,4.77,2.98,1076
4200,4200,1.51,Premium,G,VS2,61.3,58.0,7.39,7.33,4.51,16091
4201,4201,1.41,Premium,G,SI1,59.5,59.0,7.35,7.3,4.36,8758
4202,4202,0.31,Ideal,G,IF,61.9,54.0,4.35,4.38,2.7,891
4203,4203,1.0,Ideal,G,SI1,62.0,57.0,6.39,6.32,3.94,4956
4204,4204,0.71,Ideal,I,VVS1,62.3,56.0,5.7,5.73,3.56,2606
4205,4205,1.53,Very Good,F,VS1,60.3,58.0,7.48,7.51,4.52,15079
4206,4206,0.57,Premium,E,SI2,60.7,57.0,5.42,5.35,3.27,1320
4207,4207,0.7,Very Good,G,VVS2,60.2,61.0,5.66,5.74,3.43,3052
4208,4208,1.21,Premium,H,SI2,62.9,58.0,6.74,6.69,4.23,4913
4209,4209,1.01,Very Good,I,SI1,60.9,59.0,6.39,6.45,3.91,4207
4210,4210,0.9,Good,F,SI1,63.9,58.0,6.08,6.03,3.87,3992
4211,4211,1.0,Very Good,F,SI2,63.5,55.0,6.37,6.32,4.03,3858
4212,4212,2.8,Good,G,SI2,63.8,58.0,8.9,8.85,0.0,18788
4213,4213,1.0,Premium,E,VS2,60.0,60.0,6.43,6.43,3.89,6600
4214,4214,1.5,Ideal,G,SI2,61.5,57.0,7.33,7.39,4.53,7936
4215,4215,1.06,Premium,F,SI1,61.9,58.0,6.53,6.58,4.06,4774
4216,4216,0.7,Good,F,SI1,62.8,58.0,5.6,5.65,3.53,2470
4217,4217,0.4,Ideal,G,SI2,60.6,56.0,4.82,4.79,2.91,651
4218,4218,0.5,Ideal,E,VS2,61.8,55.0,5.11,5.06,3.14,1746
4219,4219,0.3,Very Good,E,VS1,63.4,55.0,4.26,4.29,2.71,660
4220,4220,1.52,Very Good,G,SI1,62.4,60.0,7.25,7.34,4.55,11014
4221,4221,0.5,Premium,D,SI2,62.9,58.0,5.06,5.01,3.17,997
4222,4222,0.5,Very Good,I,VVS1,62.8,61.0,4.98,5.05,3.15,1448
4223,4223,1.35,Very Good,I,SI2,61.0,60.0,7.09,7.15,4.34,6041
4224,4224,0.9,Good,E,SI1,60.4,58.0,6.12,6.24,3.73,4147
4225,4225,0.32,Ideal,G,VVS1,61.8,56.0,4.39,4.41,2.72,786
4226,4226,0.63,Ideal,E,VS1,61.5,56.0,5.53,5.5,3.39,2526
4227,4227,0.32,Very Good,H,VVS1,62.9,57.0,4.33,4.38,2.74,730
4228,4228,0.41,Ideal,E,VVS1,61.3,56.0,4.81,4.79,2.94,1431
4229,4229,2.01,Premium,E,SI2,58.7,54.0,8.27,8.2,4.83,16064
4230,4230,0.38,Ideal,E,VVS1,61.9,56.0,4.67,4.64,2.88,1327
4231,4231,0.53,Very Good,G,SI1,61.0,55.0,5.21,5.32,3.21,1219
4232,4232,0.72,Very Good,E,VS2,63.0,56.0,5.66,5.73,3.59,2949
4233,4233,0.33,Premium,F,VS2,62.2,58.0,4.43,4.44,2.76,666
4234,4234,0.38,Ideal,E,VS1,61.8,54.7,4.66,4.68,2.89,924
4235,4235,0.57,Ideal,E,SI1,61.2,57.0,5.37,5.32,3.27,1613
4236,4236,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1656
4237,4237,0.3,Good,J,VS1,63.5,58.0,4.24,4.27,2.7,394
4238,4238,1.14,Very Good,F,VS2,58.3,60.0,6.87,6.91,4.02,7293
4239,4239,1.02,Very Good,H,VS2,62.5,56.0,6.42,6.45,4.02,5217
4240,4240,0.53,Ideal,G,VVS2,60.4,59.0,5.26,5.3,3.19,1946
4241,4241,0.77,Very Good,J,SI1,63.3,57.0,5.84,5.79,3.68,2010
4242,4242,0.71,Premium,G,VS2,60.9,57.0,5.78,5.75,3.51,2766
4243,4243,0.52,Very Good,E,VS1,62.3,59.0,5.14,5.17,3.21,1806
4244,4244,0.86,Ideal,E,SI1,60.6,56.0,6.16,6.18,3.74,4228
4245,4245,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1689
4246,4246,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,18440
4247,4247,0.56,Ideal,E,VS2,62.6,57.0,5.26,5.29,3.3,1819
4248,4248,1.1,Ideal,G,VS1,61.5,57.0,6.62,6.65,4.08,6984
4249,4249,0.71,Ideal,G,SI1,62.1,54.0,5.72,5.75,3.56,2513
4250,4250,0.72,Ideal,E,VS2,62.0,56.0,5.73,5.76,3.56,2962
4251,4251,1.72,Good,F,SI1,63.2,61.0,7.57,7.62,4.8,13499
4252,4252,0.3,Very Good,H,VS1,63.2,58.0,4.26,4.22,2.68,630
4253,4253,0.39,Ideal,E,VS1,62.7,53.6,4.67,4.69,2.93,1004
4254,4254,1.01,Fair,E,SI1,64.7,56.0,6.34,6.27,4.08,5034
4255,4255,0.73,Premium,E,VS2,62.0,57.0,5.86,5.76,3.6,2854
4256,4256,0.4,Very Good,E,VVS2,61.0,55.0,4.77,4.81,2.92,1106
4257,4257,0.72,Ideal,F,VVS2,60.9,56.0,5.77,5.83,3.53,3746
4258,4258,1.0,Premium,H,VS2,60.2,62.0,6.46,6.43,3.88,4514
4259,4259,0.27,Ideal,F,VVS1,62.5,56.0,4.1,4.14,2.57,760
4260,4260,0.36,Ideal,H,SI1,62.3,57.0,4.58,4.54,2.84,648
4261,4261,0.46,Ideal,E,SI2,61.3,56.0,5.02,4.96,3.06,1116
4262,4262,0.32,Ideal,D,VS2,62.2,56.0,4.4,4.38,2.73,972
4263,4263,0.54,Ideal,H,VS2,60.1,57.0,5.33,5.28,3.19,1439
4264,4264,1.09,Premium,J,VS1,59.3,57.0,6.79,6.74,4.01,4303
4265,4265,0.8,Premium,E,SI1,61.5,58.0,5.93,5.97,3.66,3356
