,carat,cut,color,clarity,depth,table,x,y,z,price
15381,2.07,Fair,G,I1,67.7,56.0,7.76,7.73,5.25,6503
15382,2.05,Ideal,J,VVS2,62.7,56.0,8.18,8.11,5.11,17214
15383,0.32,Premium,F,VVS1,61.3,58.0,4.4,4.37,2.69,990
15384,0.27,Good,E,VVS1,63.9,57.0,4.1,4.07,2.61,752
15385,1.01,Premium,E,SI1,61.8,60.0,6.36,6.4,3.94,5279
15386,0.76,Ideal,E,VVS1,61.8,54.0,5.9,5.87,3.64,4382
15387,0.36,Very Good,E,VS1,60.6,58.0,4.61,4.63,2.8,894
15388,0.3,Very Good,D,VS1,60.1,55.0,4.37,4.4,2.63,863
15389,0.64,Ideal,D,SI1,62.1,57.0,5.52,5.49,3.42,1991
15390,0.75,Ideal,D,SI2,61.5,55.0,5.85,5.89,3.61,2618
15391,0.31,Premium,H,IF,61.0,58.0,4.38,4.34,2.66,1046
15392,0.71,Ideal,F,VVS1,62.0,56.0,5.72,5.77,3.56,4454
15393,0.31,Premium,D,VS1,59.7,58.0,4.45,4.4,2.64,1011
15394,0.73,Ideal,G,VS2,60.9,57.0,5.8,5.86,3.55,3307
15395,0.32,Ideal,D,VS2,61.5,56.0,4.39,4.42,2.71,758
15396,0.31,Good,I,VS2,63.2,55.0,4.3,4.4,2.75,435
15397,0.52,Very Good,G,VS2,63.2,58.0,5.12,5.1,3.23,1577
15398,0.3,Ideal,G,IF,62.4,55.0,4.32,4.34,2.7,863
15399,0.41,Premium,E,SI1,61.0,59.0,4.82,4.78,2.93,969
15400,0.34,Ideal,D,VS1,61.3,56.0,4.5,4.54,2.77,742
15401,0.3,Very Good,D,VS1,58.0,62.0,4.44,4.45,2.58,666
15402,0.9,Good,F,VS2,63.3,57.0,6.11,6.15,3.88,4432
15403,1.56,Very Good,J,SI1,59.6,58.0,7.55,7.59,4.51,7424
15404,0.35,Ideal,H,SI1,61.9,55.0,4.54,4.57,2.82,541
15405,0.54,Ideal,G,VVS1,62.0,57.0,5.25,5.21,3.24,2030
15406,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,1987
15407,1.02,Premium,H,SI2,59.8,59.0,6.54,6.5,3.9,4284
15408,1.5,Very Good,G,SI2,63.2,58.0,7.25,7.19,4.56,7098
15409,1.25,Ideal,E,SI1,61.1,57.0,6.93,6.89,4.22,6468
15410,1.02,Premium,G,SI2,62.5,58.0,6.43,6.4,4.01,4552
15411,0.24,Premium,D,VS2,61.4,55.0,4.05,3.99,2.47,485
15412,1.03,Premium,E,VS1,62.4,58.0,6.5,6.41,4.03,7919
15413,1.5,Very Good,J,VS2,62.4,60.0,7.21,7.32,4.53,7402
15414,1.51,Very Good,G,VS1,63.1,60.0,7.3,7.24,4.59,13811
15415,0.3,Ideal,H,VS2,60.7,57.0,4.33,4.37,2.64,473
15416,1.5,Fair,H,I1,69.3,61.0,6.99,6.81,4.78,3175
15417,0.71,Premium,D,VS2,60.4,62.0,5.74,5.72,3.46,2858
15418,1.08,Ideal,I,VS2,61.8,54.2,6.57,6.6,4.07,5357
15419,0.53,Ideal,I,SI2,61.8,54.0,5.22,5.24,3.23,947
15420,1.2,Very Good,G,SI1,62.9,57.0,6.73,6.79,4.25,5918
15421,1.02,Very Good,F,VS1,62.7,55.0,6.37,6.43,4.01,7539
15422,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,3172
15423,0.33,Ideal,F,IF,61.3,55.0,4.48,4.49,2.75,971
15424,1.24,Ideal,D,SI1,61.9,56.0,6.9,6.87,4.26,6805
15425,0.5,Good,D,SI1,63.2,59.0,5.02,5.04,3.18,1395
15426,1.01,Premium,G,SI1,60.8,60.0,6.47,6.39,3.91,5090
15427,2.02,Fair,H,SI1,66.3,57.0,7.71,7.79,5.14,13502
15428,1.51,Ideal,H,SI1,62.3,53.7,7.33,7.37,4.58,11062
15429,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,8400
15430,1.01,Ideal,G,VVS2,60.6,57.0,6.54,6.5,3.95,7167
15431,0.3,Very Good,H,SI1,61.6,62.0,4.24,4.3,2.63,421
15432,0.51,Ideal,F,SI1,61.1,55.0,5.22,5.16,3.17,1593
15433,1.09,Very Good,G,VS1,59.9,56.0,6.74,6.81,4.06,7992
15434,0.32,Ideal,G,VS2,62.1,56.0,4.4,4.36,2.72,672
15435,1.03,Premium,F,SI1,61.5,59.0,6.49,6.42,3.97,5087
15436,0.51,Very Good,D,VVS1,59.9,58.0,5.16,5.19,3.1,2834
15437,1.01,Very Good,E,SI1,63.4,58.0,6.32,6.37,4.02,5684
15438,0.31,Ideal,G,SI2,60.5,57.0,4.36,4.4,2.65,408
15439,0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,942
15440,0.81,Good,I,VS2,63.8,58.0,5.84,5.89,3.74,2617
15441,0.36,Very Good,E,VS2,62.9,56.0,4.52,4.54,2.85,631
15442,0.9,Good,F,SI2,64.3,57.0,6.06,6.16,3.93,3267
15443,1.12,Ideal,G,VS2,62.0,56.0,6.64,6.69,4.13,6652
15444,0.36,Ideal,F,VS2,61.0,57.0,4.6,4.62,2.81,875
15445,0.25,Very Good,F,VVS2,59.3,59.0,4.15,4.18,2.47,548
15446,0.56,Ideal,H,VVS1,60.0,56.0,5.37,5.4,3.23,1929
15447,2.05,Premium,I,SI1,61.2,57.0,8.24,8.21,5.03,15837
15448,0.31,Ideal,E,VS1,61.8,56.0,4.34,4.37,2.69,734
15449,0.43,Good,D,SI1,63.4,55.0,4.78,4.84,3.05,774
15450,0.32,Ideal,D,VS2,61.9,57.0,4.37,4.39,2.71,758
15451,0.3,Very Good,I,SI1,61.6,59.0,4.29,4.34,2.66,394
15452,0.52,Premium,G,VS1,62.4,59.0,5.16,5.13,3.21,1815
15453,0.56,Ideal,D,VS1,62.5,56.0,5.26,5.3,3.3,2292
15454,0.7,Very Good,F,VS2,60.9,61.0,5.66,5.71,3.46,2812
15455,0.56,Very Good,D,VS2,62.8,57.0,5.25,5.29,3.31,1963
15456,0.92,Ideal,H,SI2,58.5,57.0,6.37,6.34,3.72,2947
15457,0.33,Ideal,E,SI1,61.5,55.0,4.46,4.49,2.75,532
15458,1.51,Ideal,J,VS1,61.6,58.0,7.35,7.43,4.55,8067
15459,0.32,Ideal,E,IF,61.9,56.0,4.4,4.42,2.73,1095
15460,0.35,Ideal,F,VS2,61.5,57.0,4.56,4.52,2.79,906
15461,0.82,Good,G,SI2,59.9,62.0,6.02,6.04,3.61,2893
15462,1.23,Ideal,G,VS1,61.4,56.0,6.96,6.91,4.26,9133
15463,0.23,Ideal,G,VS1,61.6,55.0,3.96,3.99,2.45,384
15464,0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,902
15465,1.46,Premium,H,SI2,61.4,59.0,7.3,7.26,4.47,7604
15466,0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,699
15467,1.51,Ideal,G,VS2,62.0,56.0,7.32,7.35,4.55,13234
15468,0.32,Very Good,H,VS1,62.8,55.0,4.35,4.41,2.75,561
15469,0.65,Very Good,D,SI1,62.4,58.0,5.52,5.57,3.46,1945
15470,0.31,Ideal,E,IF,63.0,55.0,4.34,4.37,2.73,1214
15471,1.24,Premium,I,VS2,61.2,58.0,6.94,6.89,4.23,4858
15472,0.91,Good,E,SI2,64.3,57.0,6.0,6.04,3.87,3632
15473,0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,827
15474,0.41,Ideal,F,VS2,60.9,57.0,4.74,4.78,2.9,863
15475,0.31,Ideal,F,IF,61.8,54.0,4.33,4.37,2.69,979
15476,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,2259
15477,1.01,Fair,G,VS2,65.1,56.0,6.2,6.15,4.02,5950
15478,0.3,Ideal,F,IF,62.0,56.0,4.34,4.3,2.68,1013
15479,0.3,Premium,D,VS2,62.0,62.0,4.27,4.24,2.64,851
15480,1.51,Premium,E,SI1,58.3,59.0,7.52,7.47,4.37,12644
15481,1.54,Ideal,J,VVS2,62.8,58.0,7.32,7.37,4.61,9171
15482,0.7,Good,E,SI2,63.1,56.0,5.63,5.66,3.56,2159
15483,0.4,Ideal,J,VS2,62.2,54.0,4.75,4.8,2.97,599
15484,0.32,Ideal,I,VVS1,62.4,55.0,4.34,4.38,2.72,589
15485,0.39,Ideal,I,VVS2,62.3,54.0,4.66,4.69,2.91,787
15486,0.32,Ideal,G,VS1,61.2,57.0,4.43,4.4,2.7,828
15487,0.7,Good,F,VS2,62.9,61.0,5.6,5.63,3.53,2591
15488,0.62,Fair,E,SI2,58.2,60.0,5.7,5.51,3.26,1435
15489,0.5,Premium,D,VS2,62.2,60.0,5.15,5.05,3.17,1431
15490,1.5,Premium,E,SI2,62.7,59.0,7.3,7.22,4.55,8316
15491,0.33,Premium,I,VS1,59.5,60.0,4.5,4.54,2.69,521
15492,0.62,Good,F,VVS2,59.9,62.0,5.51,5.53,3.3,2131
15493,0.56,Premium,E,VS2,59.9,58.0,5.37,5.34,3.21,2167
15494,0.5,Premium,H,SI2,61.0,58.0,5.14,5.05,3.11,958
15495,0.9,Good,F,SI2,63.2,59.0,6.06,6.13,3.85,3116
15496,1.0,Premium,H,I1,61.3,60.0,6.39,6.43,3.93,2695
15497,0.72,Premium,D,VS2,61.1,60.0,5.74,5.69,3.49,2721
15498,0.36,Ideal,H,SI1,61.5,57.0,4.6,4.57,2.82,648
15499,0.51,Premium,E,VS1,61.9,58.0,5.15,5.1,3.17,1928
15500,0.71,Ideal,G,SI1,62.8,56.0,5.72,5.75,3.6,2342
15501,1.1,Ideal,H,VS1,62.3,55.0,6.57,6.61,4.1,6586
15502,0.76,Good,J,SI1,63.8,57.0,5.78,5.74,3.67,1809
15503,1.73,Premium,H,SI1,62.4,58.0,7.64,7.61,4.76,12079
15504,0.76,Premium,E,SI1,61.1,58.0,5.91,5.85,3.59,2897
15505,1.2,Premium,J,SI1,60.6,59.0,6.88,6.84,4.16,4838
15506,0.77,Very Good,G,VVS1,62.7,54.0,5.84,5.89,3.67,3966
15507,2.01,Ideal,I,SI1,62.4,54.0,8.04,7.96,5.0,12617
15508,0.32,Premium,G,VS2,62.3,60.0,4.4,4.37,2.73,720
15509,1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,6999
15510,0.5,Fair,F,VS2,55.8,60.0,5.31,5.27,2.95,1279
15511,0.3,Good,F,IF,64.3,53.0,4.22,4.27,2.73,780
15512,1.51,Very Good,E,SI2,60.6,58.0,7.41,7.43,4.5,8916
15513,0.46,Ideal,I,VS1,62.3,56.0,4.93,4.96,3.08,911
15514,0.71,Very Good,I,VS2,60.4,60.0,5.72,5.8,3.48,2185
15515,0.43,Premium,D,VS2,60.0,59.0,4.93,4.91,2.95,1234
15516,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,758
15517,1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,5038
15518,0.24,Ideal,E,VVS1,60.9,56.0,4.01,4.04,2.45,752
15519,0.7,Ideal,D,SI1,61.8,56.0,5.63,5.73,3.51,2872
15520,1.61,Premium,D,SI1,59.0,60.0,7.68,7.6,4.51,12231
15521,0.4,Very Good,D,SI2,63.1,57.0,4.75,4.72,2.99,798
15522,1.17,Premium,H,I1,62.8,58.0,6.71,6.69,4.21,3669
15523,0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,1436
15524,1.21,Ideal,H,SI1,61.8,55.0,6.82,6.86,4.23,6727
15525,0.57,Ideal,H,SI2,62.0,57.0,5.3,5.35,3.3,1121
15526,0.35,Ideal,I,VS1,61.6,56.0,4.58,4.54,2.81,709
15527,0.81,Premium,E,SI1,60.8,59.0,5.95,5.99,3.63,3270
15528,1.09,Ideal,F,SI1,61.4,56.0,6.63,6.66,4.08,6872
15529,0.53,Ideal,F,VS1,61.6,55.0,5.21,5.24,3.22,1619
15530,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,998
15531,0.3,Ideal,J,VS2,61.6,56.0,4.31,4.33,2.66,384
15532,3.24,Premium,H,I1,62.1,58.0,9.44,9.4,5.85,12300
15533,1.52,Very Good,H,SI2,62.7,57.0,7.32,7.36,4.6,8194
15534,0.3,Ideal,F,IF,61.3,56.0,4.33,4.35,2.66,886
15535,1.08,Very Good,E,SI2,63.5,56.0,6.53,6.48,4.13,3726
15536,0.34,Ideal,G,SI1,62.7,57.0,4.48,4.51,2.82,473
15537,0.37,Very Good,G,VS2,62.8,60.0,4.55,4.59,2.87,649
15538,0.32,Very Good,G,VVS2,61.9,57.0,4.39,4.41,2.73,672
15539,0.6,Ideal,E,VS1,61.6,55.0,5.43,5.48,3.36,2442
15540,1.04,Good,E,SI2,62.3,62.0,6.4,6.44,4.0,4290
15541,0.31,Premium,G,SI1,61.8,60.0,4.35,4.32,2.68,593
15542,0.46,Ideal,I,VS1,62.3,56.0,4.96,4.93,3.08,974
15543,2.05,Ideal,J,VS1,61.4,59.0,8.16,8.13,5.0,16793
15544,1.14,Premium,D,I1,61.8,59.0,6.62,6.74,4.13,3950
15545,0.35,Ideal,D,SI2,61.8,57.0,4.53,4.57,2.81,522
15546,1.52,Premium,G,VS2,62.0,58.0,7.39,7.33,4.56,13606
15547,0.82,Very Good,E,VS2,62.6,60.0,5.91,5.97,3.72,3641
15548,0.38,Premium,I,VS1,59.9,60.0,4.66,4.72,2.81,700
15549,1.05,Ideal,G,VS1,61.2,57.0,6.51,6.55,4.0,8022
15550,1.16,Ideal,I,VS2,59.3,56.0,6.84,6.88,4.07,4869
15551,1.5,Very Good,F,VS2,63.9,57.0,7.16,7.23,4.6,13037
15552,0.38,Ideal,D,VS1,61.0,57.0,4.66,4.69,2.85,955
15553,1.19,Ideal,F,VS1,60.5,57.0,6.82,6.88,4.15,10449
15554,0.33,Ideal,F,VS2,61.9,57.0,4.42,4.4,2.73,854
15555,1.0,Premium,G,VS2,60.1,57.0,6.42,6.35,3.84,6272
15556,0.3,Ideal,D,VVS1,61.6,56.0,4.33,4.37,2.68,912
15557,1.14,Premium,D,I1,61.8,59.0,6.74,6.62,4.13,4022
15558,0.33,Very Good,H,IF,60.3,59.0,4.47,4.49,2.7,868
15559,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1600
15560,0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,828
15561,0.32,Premium,D,VS2,62.9,59.0,4.39,4.36,2.75,842
15562,0.72,Good,H,SI1,63.7,59.0,5.63,5.68,3.6,2277
15563,1.59,Ideal,I,SI2,60.5,55.0,7.62,7.55,4.59,8975
15564,0.5,Good,G,SI1,63.9,57.0,5.02,5.06,3.22,1197
15565,1.57,Premium,G,SI1,59.5,58.0,7.56,7.61,4.51,10914
15566,1.02,Ideal,J,VVS2,62.1,57.0,6.46,6.43,4.0,3936
15567,0.41,Ideal,F,VVS2,62.5,56.0,4.75,4.72,2.96,1192
15568,0.4,Good,F,VVS1,63.3,57.0,4.68,4.7,2.97,1145
15569,0.3,Ideal,J,VS1,59.7,57.0,4.4,4.37,2.62,506
15570,1.06,Ideal,H,SI2,60.9,56.0,6.58,6.63,4.02,4563
15571,1.05,Ideal,G,VS1,62.0,56.0,6.53,6.47,4.03,7063
15572,0.33,Ideal,E,VS1,60.2,57.0,4.48,4.52,2.71,781
15573,1.2,Very Good,G,SI2,61.7,59.0,6.81,6.86,4.22,5518
15574,1.22,Ideal,H,SI2,62.3,57.0,6.84,6.89,4.28,6398
15575,0.52,Very Good,F,SI1,61.9,58.0,5.1,5.15,3.17,1298
15576,1.07,Premium,F,VS2,61.6,60.0,6.56,6.53,4.03,5974
15577,1.51,Premium,I,SI1,62.2,61.0,7.35,7.27,4.55,6756
15578,0.26,Ideal,F,VS1,62.3,56.0,4.1,4.08,2.55,580
15579,1.01,Very Good,H,VS1,60.9,55.0,6.53,6.57,3.99,5687
15580,0.72,Premium,G,SI1,61.2,62.0,5.75,5.72,3.51,2212
15581,1.24,Premium,H,SI2,60.4,59.0,6.99,6.92,4.2,5277
15582,0.72,Very Good,G,VS1,60.1,63.0,5.86,5.82,3.51,3024
15583,1.79,Premium,I,VS1,62.6,59.0,7.72,7.65,4.81,13104
15584,0.86,Very Good,J,SI2,63.2,61.0,6.05,5.97,3.79,1950
15585,0.7,Fair,G,VS2,65.3,57.0,5.58,5.47,3.61,2338
15586,0.35,Ideal,E,VS1,61.3,55.0,4.58,4.55,2.8,945
15587,0.41,Ideal,F,IF,61.4,58.0,4.78,4.83,2.95,1439
15588,0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,804
15589,1.2,Premium,F,SI1,60.1,59.0,6.92,6.85,4.14,7282
15590,1.1,Ideal,G,VS2,62.3,56.0,6.63,6.59,4.12,6387
15591,0.31,Ideal,D,VS2,61.7,55.0,4.35,4.4,2.7,734
15592,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,788
15593,0.34,Premium,H,VVS1,61.1,59.0,4.48,4.52,2.75,775
15594,0.35,Ideal,D,VS2,61.9,55.0,4.5,4.54,2.8,829
15595,0.52,Premium,G,SI1,62.6,58.0,5.13,5.1,3.2,1249
15596,1.75,Good,D,SI1,63.8,57.0,7.63,7.53,4.84,12918
15597,1.01,Very Good,F,SI2,61.0,60.0,6.44,6.48,3.94,4121
15598,0.7,Very Good,F,VS2,62.1,58.0,5.68,5.72,3.54,2400
15599,0.71,Good,I,SI1,63.6,63.0,5.64,5.61,3.58,1774
15600,0.32,Ideal,F,VVS1,61.4,56.0,4.42,4.38,2.7,990
15601,0.42,Ideal,F,SI1,61.6,56.0,4.81,4.83,2.97,691
15602,0.53,Premium,D,VS1,59.2,60.0,5.37,5.31,3.16,2147
15603,0.5,Premium,D,SI2,62.9,58.0,5.06,5.01,3.17,997
15604,0.37,Ideal,F,VS2,61.1,57.0,4.67,4.63,2.84,957
15605,0.38,Ideal,F,VVS2,60.8,58.0,4.69,4.72,2.86,963
15606,0.91,Ideal,F,SI2,62.0,57.0,6.15,6.23,3.84,4642
15607,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,2777
15608,1.24,Premium,E,VS1,59.9,61.0,6.99,6.96,4.18,10388
15609,1.02,Premium,G,VVS1,63.0,58.0,6.43,6.4,4.04,7797
15610,1.08,Ideal,E,VVS2,61.0,56.0,6.64,6.67,4.06,11166
15611,1.02,Premium,G,VS2,62.9,58.0,6.41,6.37,4.02,5593
15612,0.36,Premium,F,VS1,60.7,58.0,4.62,4.57,2.79,1013
15613,0.37,Very Good,E,SI1,61.4,60.0,4.6,4.62,2.83,593
15614,1.5,Very Good,F,IF,63.2,58.0,7.2,7.32,4.59,18552
15615,1.0,Very Good,D,VS2,62.6,58.0,6.31,6.38,3.97,6762
15616,0.42,Ideal,E,SI2,62.4,55.0,4.77,4.81,2.99,700
15617,1.2,Premium,E,SI2,62.6,56.0,6.84,6.77,4.26,6397
15618,2.3,Premium,J,SI1,59.6,59.0,8.61,8.56,5.12,12499
15619,1.5,Very Good,H,SI1,62.6,57.0,7.26,7.3,4.56,9157
15620,0.28,Very Good,D,VS1,60.5,58.0,4.23,4.26,2.57,458
15621,1.01,Premium,E,VVS2,62.4,58.0,6.42,6.36,3.99,9711
15622,0.91,Premium,G,SI2,61.3,60.0,6.17,6.2,3.79,3423
15623,0.71,Ideal,J,SI1,62.6,57.0,5.7,5.65,3.55,1609
15624,0.58,Ideal,E,VVS2,60.9,56.0,5.41,5.43,3.3,2808
15625,1.11,Premium,H,SI1,58.4,60.0,6.87,6.83,4.0,4842
15626,1.2,Very Good,E,VS2,60.7,59.0,6.79,6.86,4.14,8769
15627,0.79,Ideal,H,VVS1,62.0,56.0,5.92,5.96,3.68,3675
15628,0.31,Very Good,H,VVS2,61.9,58.0,4.33,4.36,2.69,625
15629,2.0,Very Good,I,VS2,63.3,56.0,8.03,7.98,5.07,16694
15630,1.16,Ideal,I,SI2,62.4,55.0,6.76,6.69,4.2,3800
15631,0.56,Ideal,G,VS1,60.8,55.0,5.34,5.36,3.25,1837
15632,0.32,Ideal,E,VS2,61.9,55.0,4.43,4.42,2.74,900
15633,0.51,Ideal,F,SI2,61.0,55.0,5.18,5.21,3.17,1100
15634,0.85,Ideal,G,SI1,62.2,56.0,6.06,6.09,3.78,3403
15635,0.71,Very Good,F,SI1,63.1,57.0,5.69,5.66,3.58,2343
15636,0.7,Good,H,VVS2,63.7,54.0,5.72,5.62,3.61,2427
15637,2.02,Very Good,G,SI2,63.1,57.0,8.01,7.97,5.04,12094
15638,0.41,Premium,E,SI1,60.1,60.0,4.79,4.83,2.89,755
15639,0.4,Very Good,E,SI1,60.9,56.0,4.76,4.8,2.91,737
15640,0.71,Good,E,VS1,59.4,61.0,5.8,5.89,3.47,3464
15641,0.31,Ideal,G,VS2,61.4,57.0,4.35,4.38,2.68,574
15642,0.3,Ideal,F,IF,61.7,56.0,4.31,4.35,2.67,873
15643,1.27,Very Good,J,VS2,62.7,58.0,6.88,6.91,4.32,5530
15644,1.01,Premium,F,VVS1,60.8,58.0,6.55,6.48,3.96,10341
15645,0.57,Ideal,H,VS1,60.9,56.0,5.34,5.36,3.26,1800
15646,0.32,Very Good,D,SI1,63.0,57.0,4.35,4.38,2.75,526
15647,0.3,Ideal,H,IF,61.2,55.0,4.36,4.37,2.67,764
15648,0.23,Very Good,G,VVS1,62.0,56.0,3.95,3.98,2.46,484
15649,1.01,Ideal,G,VS1,61.8,58.0,6.4,6.42,3.96,7178
15650,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,3173
15651,0.56,Premium,E,VVS2,61.5,58.0,5.3,5.33,3.27,2279
15652,1.01,Ideal,G,VS2,59.7,57.0,6.49,6.44,3.86,6024
15653,0.38,Ideal,J,VS2,62.1,54.0,4.65,4.69,2.9,532
15654,0.96,Fair,F,I1,62.9,66.0,6.29,6.07,3.91,1917
15655,0.28,Very Good,E,VS1,60.9,59.0,4.19,4.22,2.56,487
15656,1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,5320
15657,2.8,Premium,I,SI2,61.1,59.0,9.03,8.98,5.5,15030
15658,0.7,Very Good,E,SI1,63.5,59.0,5.53,5.49,3.5,2838
15659,0.67,Fair,F,SI1,56.0,67.0,5.81,5.78,3.25,1642
15660,1.24,Premium,H,SI1,60.1,58.0,7.04,7.01,4.22,6327
15661,0.32,Ideal,G,VVS2,62.0,56.0,4.41,4.43,2.74,708
15662,0.23,Good,E,VVS1,62.8,62.0,3.9,3.93,2.46,462
15663,0.42,Ideal,D,VS1,61.4,55.0,4.8,4.9,2.98,1006
15664,0.32,Ideal,H,SI2,60.9,56.0,4.41,4.45,2.7,434
15665,0.72,Good,H,VS1,60.0,61.2,5.74,5.83,3.47,2637
15666,0.77,Premium,E,SI2,61.7,61.0,5.93,5.9,3.65,2614
15667,0.53,Ideal,F,VS1,62.1,57.0,5.21,5.16,3.22,1908
15668,0.55,Ideal,E,SI1,61.6,56.0,5.26,5.28,3.25,1621
15669,1.0,Good,G,VS1,63.9,55.0,6.34,6.28,4.03,6028
15670,0.72,Ideal,G,VVS1,61.7,54.8,5.73,5.77,3.55,3548
15671,0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,4587
15672,0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,3130
15673,0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,3171
15674,1.06,Premium,D,VS2,62.3,59.0,6.48,6.52,4.05,7541
15675,0.31,Good,E,SI1,63.4,55.0,4.26,4.29,2.71,507
15676,1.38,Ideal,J,SI2,62.6,56.0,7.05,7.16,4.45,5969
15677,0.32,Ideal,E,VS2,62.0,55.0,4.46,4.38,2.74,900
15678,0.53,Ideal,F,SI2,63.0,54.0,5.24,5.19,3.29,1279
15679,2.0,Ideal,E,SI2,62.3,56.0,8.04,7.94,4.98,12210
15680,0.41,Premium,H,SI1,61.4,60.0,4.78,4.73,2.92,876
15681,0.23,Ideal,E,VS2,62.6,57.0,3.88,3.92,2.44,423
15682,2.09,Premium,H,SI2,60.6,59.0,8.27,8.22,5.0,17805
15683,0.33,Ideal,G,VS2,61.7,55.9,4.45,4.49,2.75,604
15684,0.43,Ideal,G,VS1,61.1,56.0,4.9,4.86,2.98,1008
15685,0.35,Ideal,D,SI1,62.1,57.0,4.49,4.47,2.78,772
15686,1.53,Ideal,H,SI1,61.1,57.0,7.45,7.44,4.55,10659
15687,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,10546
15688,2.06,Premium,G,SI1,59.3,61.0,8.44,8.36,4.98,13317
15689,1.04,Premium,E,SI2,60.1,60.0,6.53,6.51,3.92,4436
15690,1.27,Very Good,G,VVS2,61.5,58.0,6.9,6.96,4.26,10321
15691,0.9,Very Good,J,VS2,63.5,56.0,6.12,6.1,3.88,3145
15692,0.61,Ideal,H,SI1,61.9,54.0,5.44,5.48,3.38,1416
15693,0.3,Premium,G,VVS1,62.1,56.0,4.31,4.29,2.67,1013
15694,0.4,Ideal,D,VVS2,61.9,56.0,4.74,4.76,2.94,1263
15695,1.76,Ideal,G,VS1,62.8,55.0,7.74,7.7,4.85,18178
15696,1.0,Very Good,E,SI1,62.4,59.0,6.36,6.42,3.99,5571
15697,1.08,Good,H,VVS1,63.1,57.0,6.52,6.57,4.13,6504
15698,0.94,Premium,D,SI1,60.7,60.0,6.32,6.27,3.82,4817
15699,1.53,Ideal,G,VS2,62.8,57.0,7.48,7.43,4.63,12907
15700,0.51,Ideal,D,VS2,62.9,56.0,5.1,5.07,3.2,1716
15701,0.9,Good,H,VS2,64.0,57.0,6.11,6.14,3.92,3601
15702,0.71,Very Good,F,VS2,59.5,58.0,5.82,5.87,3.48,2918
15703,2.0,Fair,J,I1,66.5,56.0,7.93,7.8,5.23,6796
15704,0.35,Very Good,G,VS1,62.9,58.0,4.48,4.49,2.82,706
15705,0.78,Ideal,J,VS1,61.4,57.0,5.9,5.93,3.63,2426
15706,1.37,Ideal,G,VVS1,62.6,55.0,7.12,7.07,4.44,12455
15707,0.34,Premium,E,VS1,58.0,60.0,4.63,4.61,2.68,757
15708,0.74,Very Good,E,VS1,63.4,55.0,5.78,5.76,3.66,3357
15709,0.74,Ideal,F,SI1,62.5,56.0,5.8,5.76,3.61,2702
15710,1.5,Good,H,VS2,63.9,59.0,7.25,7.18,4.61,8165
15711,1.06,Ideal,F,SI2,60.7,57.0,6.57,6.61,4.0,4568
15712,0.41,Good,G,SI1,64.3,54.0,4.68,4.72,3.02,646
15713,0.6,Ideal,G,IF,62.2,55.0,5.36,5.44,3.36,2533
15714,0.31,Ideal,F,IF,61.3,57.0,4.34,4.37,2.67,914
15715,0.53,Good,H,VS1,57.6,64.0,5.41,5.36,3.1,1282
15716,1.07,Premium,G,SI1,63.0,55.0,6.55,6.47,4.1,5091
15717,1.15,Premium,H,SI2,60.4,58.0,6.8,6.75,4.09,3220
15718,0.9,Premium,H,VS2,60.7,58.0,6.21,6.17,3.76,4082
15719,1.21,Ideal,G,VVS2,62.0,56.0,6.8,6.84,4.23,10378
15720,0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,814
15721,1.04,Very Good,F,IF,63.0,55.0,6.36,6.53,4.06,10264
15722,1.01,Premium,D,SI2,61.8,60.0,6.41,6.37,3.95,4672
15723,1.0,Premium,H,VS1,62.7,58.0,6.37,6.33,3.98,4732
15724,2.48,Ideal,I,SI2,62.3,57.0,8.64,8.58,5.36,12883
15725,1.25,Ideal,H,SI1,62.4,55.0,6.9,6.86,4.3,7573
15726,0.71,Premium,H,SI1,62.3,61.0,5.65,5.61,3.51,2049
