,carat,cut,color,clarity,depth,table,x,y,z,price
13850,0.39,Premium,G,VS1,62.6,58.0,4.7,4.66,2.93,1097
13851,0.33,Premium,G,VS1,60.5,58.0,4.43,4.49,2.7,666
13852,0.33,Ideal,G,VS1,62.3,57.0,4.38,4.42,2.74,666
13853,1.01,Good,F,SI1,63.3,59.0,6.38,6.42,4.05,4899
13854,0.34,Premium,H,SI1,62.1,59.0,4.5,4.46,2.78,612
13855,0.31,Ideal,G,SI1,61.6,56.0,4.36,4.4,2.7,627
13856,1.18,Ideal,F,VVS1,61.5,55.6,6.79,6.83,4.19,13257
13857,0.5,Good,F,VS2,63.2,58.0,5.0,5.03,3.17,1436
13858,0.7,Ideal,I,VVS2,62.1,56.0,5.65,5.71,3.53,2353
13859,0.3,Good,G,VS1,63.8,55.0,4.25,4.28,2.72,605
13860,1.2,Very Good,H,VS1,61.8,56.0,6.82,6.86,4.23,6713
13861,0.31,Very Good,G,VVS1,61.9,55.0,4.36,4.4,2.71,642
13862,0.71,Very Good,E,VS2,62.7,59.0,5.65,5.7,3.56,2830
13863,0.4,Premium,D,VVS2,60.4,59.0,4.76,4.77,2.88,1263
13864,0.73,Ideal,D,SI2,62.4,56.0,5.72,5.75,3.58,2504
13865,0.38,Ideal,D,VS2,60.7,56.0,4.69,4.74,2.86,808
13866,0.51,Premium,F,VS1,60.3,57.0,5.22,5.2,3.14,1799
13867,0.4,Premium,H,VS1,62.6,58.0,4.73,4.66,2.94,1035
13868,0.37,Ideal,H,SI1,62.1,56.0,4.6,4.61,2.86,552
13869,0.28,Ideal,G,VVS1,61.8,55.0,4.19,4.23,2.6,650
13870,0.27,Very Good,G,VVS2,61.0,56.0,4.19,4.22,2.56,504
13871,1.7,Ideal,E,SI1,60.1,57.0,7.71,7.74,4.64,14623
13872,1.19,Ideal,D,SI2,60.4,55.0,6.89,6.91,4.17,5406
13873,0.76,Ideal,H,VVS1,61.9,54.0,5.87,5.9,3.64,3648
13874,1.17,Ideal,G,VVS2,60.6,56.0,6.87,6.84,4.15,9225
13875,0.32,Good,H,VVS1,64.3,58.0,4.33,4.28,2.77,912
13876,0.32,Ideal,E,VS2,62.8,54.0,4.38,4.35,2.74,900
13877,1.66,Ideal,H,VS1,62.0,55.0,7.61,7.67,4.74,15210
13878,0.7,Good,H,VS2,63.9,59.0,5.64,5.6,3.59,2351
13879,0.31,Ideal,G,VVS1,59.0,62.0,4.41,4.43,2.61,755
13880,0.31,Ideal,D,VS2,61.8,56.0,4.36,4.32,2.68,942
13881,2.14,Premium,F,SI2,58.2,61.0,8.5,8.45,4.93,17742
13882,0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,1243
13883,0.7,Very Good,G,I1,63.1,56.0,5.6,5.51,3.51,1115
13884,0.31,Ideal,E,IF,61.8,54.0,4.36,4.38,2.7,1214
13885,0.73,Very Good,F,VS2,62.5,57.0,5.7,5.75,3.58,2855
13886,1.72,Good,G,SI2,62.8,59.3,7.55,7.62,4.76,10084
13887,0.36,Premium,F,SI1,61.6,60.0,4.61,4.54,2.82,770
13888,0.51,Premium,E,VS2,60.6,60.0,5.2,5.19,3.15,1614
13889,2.01,Good,F,SI2,62.9,58.0,7.89,8.01,5.0,16013
13890,1.53,Fair,J,VS2,64.7,58.0,7.24,7.22,4.68,6659
13891,1.5,Premium,E,VS2,62.3,60.0,7.27,7.2,4.51,14179
13892,0.33,Premium,D,SI2,62.7,58.0,4.39,4.41,2.76,492
13893,0.34,Very Good,I,VS2,62.1,57.0,4.44,4.48,2.77,477
13894,0.73,Premium,G,SI1,62.8,59.0,5.76,5.68,3.59,2351
13895,0.34,Very Good,D,SI1,59.6,61.0,4.5,4.53,2.69,626
13896,0.9,Very Good,D,SI1,60.4,59.0,6.21,6.24,3.76,4846
13897,0.74,Premium,E,VS1,60.9,62.0,5.83,5.8,3.54,2999
13898,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,516
13899,0.32,Ideal,D,VS1,61.4,56.0,4.38,4.41,2.7,720
13900,0.3,Ideal,E,VS2,61.8,56.0,4.34,4.3,2.67,844
13901,0.76,Very Good,G,VS2,62.1,54.0,5.88,5.94,3.67,2990
13902,1.53,Premium,D,SI1,61.6,58.0,7.35,7.42,4.55,10712
13903,2.0,Very Good,E,SI2,59.5,58.0,8.17,8.27,4.89,16462
13904,1.2,Very Good,J,SI1,62.5,58.0,6.74,6.79,4.23,5082
13905,1.12,Ideal,I,SI1,62.0,56.0,6.69,6.64,4.13,4829
13906,0.34,Premium,G,VS2,62.0,59.0,4.47,4.43,2.76,765
13907,1.06,Very Good,G,SI1,61.3,60.0,6.53,6.55,4.01,5435
13908,1.1,Premium,G,VS2,60.2,58.0,6.71,6.75,4.05,6534
13909,0.36,Ideal,E,VS2,62.1,55.0,4.58,4.54,2.83,1013
13910,0.34,Ideal,D,SI1,62.7,56.0,4.45,4.48,2.8,626
13911,1.52,Very Good,E,VS1,62.4,55.0,7.33,7.41,4.6,16485
13912,0.36,Ideal,I,SI1,61.7,55.0,4.58,4.62,2.84,505
13913,0.42,Ideal,H,VVS1,61.8,55.0,4.85,4.8,2.98,1035
13914,1.0,Premium,H,SI2,61.2,59.0,6.42,6.38,3.92,3920
13915,0.64,Very Good,G,VS1,60.4,62.0,5.54,5.58,3.36,2060
13916,0.7,Ideal,F,SI1,60.7,57.0,5.78,5.82,3.52,2671
13917,1.22,Ideal,H,SI2,61.0,57.0,6.88,6.93,4.2,5502
13918,0.3,Ideal,F,VVS2,62.1,57.0,4.25,4.28,2.65,694
13919,1.51,Good,E,SI1,63.1,58.0,7.23,7.28,4.58,11460
13920,1.03,Very Good,D,VS2,63.3,57.0,6.39,6.44,4.06,7102
13921,1.5,Premium,G,I1,60.4,55.0,7.4,7.32,4.45,4140
13922,1.23,Ideal,H,SI1,62.3,57.0,6.85,6.89,4.28,5938
13923,0.32,Ideal,G,VS1,62.5,57.0,4.37,4.34,2.72,718
13924,1.22,Very Good,H,SI2,63.1,59.0,6.81,6.75,4.28,5192
13925,1.52,Ideal,H,SI2,59.9,55.0,7.54,7.45,4.49,5277
13926,0.58,Ideal,E,VS2,61.7,57.0,5.42,5.35,3.32,1809
13927,0.45,Fair,G,SI1,68.6,57.0,4.73,4.5,3.19,756
13928,1.12,Fair,G,VS1,64.8,56.0,6.48,6.52,4.21,5487
13929,0.33,Ideal,D,SI2,62.4,57.0,4.39,4.42,2.75,492
13930,1.24,Ideal,F,SI2,60.0,56.0,7.03,7.0,4.21,5000
13931,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,1947
13932,0.9,Premium,D,SI1,62.2,58.0,6.18,6.11,3.82,4612
13933,0.23,Premium,H,VS1,59.4,61.0,4.05,4.0,2.39,434
13934,1.69,Very Good,J,I1,60.2,61.0,7.7,7.79,4.66,5182
13935,1.1,Ideal,G,SI1,61.9,55.0,6.62,6.66,4.11,5545
13936,0.36,Very Good,F,VS2,61.3,59.0,4.55,4.6,2.79,741
13937,0.3,Very Good,G,IF,61.4,59.0,4.27,4.3,2.63,831
13938,1.18,Premium,G,VS2,62.3,62.0,6.72,6.69,4.18,7137
13939,0.77,Ideal,D,VS2,61.8,56.0,5.84,5.9,3.63,3721
13940,0.69,Very Good,F,SI1,62.6,59.6,5.59,5.66,3.52,1951
13941,0.31,Ideal,E,VS2,62.9,56.0,4.33,4.29,2.71,872
13942,1.75,Ideal,I,VS2,61.0,56.0,7.75,7.82,4.75,12127
13943,0.31,Premium,H,VS1,59.9,60.0,4.45,4.4,2.65,698
13944,1.82,Premium,G,SI1,62.7,58.0,7.75,7.68,4.84,15162
13945,0.52,Ideal,F,IF,61.5,57.0,5.15,5.19,3.18,2749
13946,0.31,Ideal,F,VS2,62.3,57.0,4.3,4.34,2.69,625
13947,0.33,Ideal,I,VVS2,61.0,56.0,4.48,4.51,2.74,722
13948,1.12,Ideal,G,SI1,62.0,55.0,6.68,6.65,4.13,5551
13949,0.38,Premium,G,VS1,61.9,59.0,4.67,4.63,2.88,1069
13950,0.35,Ideal,G,IF,61.3,56.0,4.51,4.53,2.77,910
13951,1.52,Fair,H,I1,65.4,62.0,7.1,7.02,4.62,4648
13952,0.31,Ideal,G,IF,62.8,56.0,4.34,4.39,2.74,786
13953,0.43,Ideal,G,SI1,61.7,55.0,4.89,4.87,3.01,818
13954,1.63,Good,F,SI1,59.8,56.0,7.57,7.64,4.55,13187
13955,0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,1675
13956,0.34,Ideal,E,VVS1,61.4,56.0,4.51,4.54,2.78,973
13957,0.9,Good,I,VS2,63.8,55.0,6.16,6.07,3.9,3246
13958,0.7,Fair,G,VS1,65.2,57.0,5.56,5.52,3.61,2290
13959,1.04,Ideal,G,SI2,60.7,57.0,6.61,6.51,3.98,4455
13960,0.7,Very Good,H,VVS2,58.8,58.0,5.88,5.78,3.43,2585
13961,0.35,Ideal,G,VS1,62.6,54.0,4.56,4.52,2.84,906
13962,0.73,Premium,E,VS1,61.2,58.0,5.83,5.77,3.55,3311
13963,0.32,Ideal,I,VVS2,61.5,56.0,4.4,4.42,2.71,561
13964,1.15,Premium,H,VS2,60.2,58.0,6.86,6.8,4.11,5191
13965,0.56,Very Good,G,VVS2,62.1,55.6,5.29,5.31,3.29,2336
13966,1.14,Premium,F,SI1,61.1,59.0,6.75,6.7,4.11,6033
13967,0.31,Ideal,H,IF,61.2,56.0,4.36,4.4,2.68,789
13968,0.31,Ideal,E,SI1,62.1,55.0,4.33,4.36,2.7,516
13969,0.9,Premium,G,SI2,62.8,61.0,6.14,6.09,3.84,3385
13970,0.56,Ideal,D,SI1,62.5,56.0,5.26,5.24,3.28,1814
13971,1.09,Ideal,G,VS2,61.2,56.0,6.62,6.64,4.06,7357
13972,1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,11392
13973,1.02,Premium,H,SI2,62.5,54.0,6.44,6.4,4.01,4284
13974,1.01,Ideal,G,VS2,61.6,56.0,6.46,6.43,3.97,6353
13975,1.0,Very Good,E,SI2,61.2,58.0,6.37,6.41,3.91,4777
13976,1.5,Premium,E,VS1,60.3,60.0,7.43,7.34,4.45,16558
13977,1.01,Very Good,E,VS2,64.0,56.0,6.22,6.37,4.03,6771
13978,0.53,Ideal,F,VS1,62.3,55.0,5.18,5.22,3.24,1812
13979,0.57,Good,D,SI1,59.3,61.0,5.34,5.38,3.18,1561
13980,0.41,Ideal,H,VVS1,61.4,56.0,4.8,4.77,2.94,1115
13981,0.4,Ideal,G,SI1,61.5,57.0,4.74,4.76,2.92,942
13982,1.04,Very Good,I,SI1,63.2,54.0,6.49,6.42,4.08,4193
13983,1.03,Fair,H,SI1,65.1,57.0,6.43,6.36,4.16,3617
13984,0.34,Ideal,F,IF,61.9,55.0,4.49,4.52,2.79,1276
13985,0.33,Very Good,G,VVS1,61.2,60.0,4.42,4.44,2.71,868
13986,1.06,Ideal,G,SI1,62.0,56.0,6.55,6.52,4.05,5253
13987,1.08,Fair,G,VS1,64.7,60.0,6.44,6.41,4.16,7076
13988,0.75,Premium,E,SI1,61.1,59.0,5.86,5.83,3.57,2814
13989,0.3,Premium,G,VS1,60.0,60.0,4.33,4.3,2.59,776
13990,0.72,Ideal,G,SI1,61.4,54.0,5.79,5.81,3.56,2548
13991,0.3,Premium,G,VS1,61.9,59.0,4.32,4.3,2.67,776
13992,1.0,Very Good,G,VS1,60.6,63.0,6.42,6.45,3.9,6699
13993,1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,13047
13994,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,5504
13995,0.3,Very Good,D,SI1,63.1,55.0,4.31,4.28,2.71,709
13996,0.3,Premium,I,VS1,60.3,58.0,4.34,4.32,2.61,608
13997,0.71,Premium,F,SI2,60.2,60.0,5.8,5.77,3.48,2331
13998,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,4829
13999,0.3,Premium,D,SI2,60.9,58.0,4.32,4.29,2.62,574
14000,0.91,Ideal,D,SI1,62.1,55.0,6.2,6.24,3.86,5535
14001,1.23,Ideal,J,SI1,62.2,57.0,6.89,6.81,4.26,5407
14002,1.07,Ideal,D,SI1,61.8,55.0,6.59,6.54,4.06,5872
14003,1.5,Premium,G,SI2,61.8,60.0,7.28,7.25,4.49,6224
14004,1.51,Premium,G,SI1,62.6,58.0,7.27,7.3,4.56,11153
14005,1.18,Premium,G,VVS2,61.0,58.0,6.79,6.84,4.16,7881
14006,0.37,Ideal,F,VS2,61.1,57.0,4.63,4.67,2.84,746
14007,0.74,Ideal,D,VS2,62.0,57.0,5.79,5.83,3.6,3487
14008,0.51,Good,E,VVS2,60.7,57.7,5.17,5.19,3.14,2523
14009,0.37,Premium,D,VS1,60.2,60.0,4.68,4.63,2.8,1030
14010,1.14,Premium,H,VS2,61.3,59.0,6.76,6.72,4.13,5858
14011,1.63,Premium,G,SI1,61.0,59.0,7.64,7.58,4.64,11721
14012,0.3,Ideal,I,VVS2,62.5,53.6,4.29,4.33,2.69,532
14013,1.51,Very Good,G,VVS2,63.6,57.0,7.2,7.32,4.62,13500
14014,0.31,Premium,F,VS2,61.3,59.0,4.31,4.34,2.65,625
14015,0.3,Ideal,F,SI1,61.4,58.0,4.3,4.33,2.65,475
14016,1.07,Ideal,G,VS1,61.4,57.0,6.57,6.6,4.04,7222
14017,0.72,Premium,G,SI2,61.6,55.0,5.79,5.76,3.56,2364
14018,0.26,Ideal,F,VVS1,61.6,57.0,4.08,4.1,2.52,599
14019,0.41,Premium,G,VS1,61.9,58.0,4.75,4.78,2.95,899
14020,1.66,Ideal,F,I1,62.1,58.0,7.6,7.56,4.71,6135
14021,1.05,Premium,G,SI2,60.1,60.0,6.66,6.58,3.98,3898
14022,2.03,Premium,I,SI2,62.8,59.0,8.08,8.04,5.06,13182
14023,1.02,Premium,G,VVS1,62.1,59.0,6.39,6.36,3.96,8005
14024,1.01,Good,D,SI1,64.1,60.0,6.27,6.3,4.03,4821
14025,0.3,Ideal,I,SI1,61.2,58.0,4.28,4.31,2.63,422
14026,0.41,Very Good,D,VS2,62.8,58.0,4.73,4.76,2.98,779
14027,1.15,Ideal,H,SI2,62.0,56.0,6.68,6.75,4.16,4870
14028,0.3,Ideal,G,VVS1,61.4,56.0,4.34,4.32,2.66,945
14029,2.02,Premium,G,SI2,61.3,56.0,8.22,8.16,5.02,16929
14030,0.5,Ideal,H,SI1,62.2,57.0,5.07,5.09,3.16,1140
14031,0.72,Premium,J,SI1,60.4,61.0,5.87,5.82,3.53,1579
14032,1.59,Premium,I,VS2,59.9,60.0,7.57,7.61,4.55,9304
14033,1.3,Premium,G,SI2,63.0,59.0,6.97,6.9,4.37,4455
14034,1.2,Very Good,J,SI2,61.8,56.0,6.81,6.85,4.22,4102
14035,0.9,Good,F,SI1,59.3,56.0,6.27,6.32,3.73,4016
14036,0.33,Ideal,J,VS1,62.1,55.0,4.41,4.44,2.75,434
14037,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,6653
14038,0.55,Ideal,E,VS2,60.3,57.0,5.28,5.3,3.19,1596
14039,1.23,Premium,E,SI1,59.2,62.0,7.05,7.0,4.16,7274
14040,1.51,Ideal,H,SI1,61.3,56.0,7.44,7.4,4.55,10012
14041,1.55,Premium,I,SI1,62.5,60.0,7.33,7.35,4.59,8866
14042,0.41,Premium,G,VS2,62.9,59.0,4.75,4.7,2.97,1061
14043,1.01,Very Good,G,VS2,61.9,59.0,6.34,6.38,3.94,5759
14044,0.53,Good,E,SI1,57.8,57.0,5.33,5.29,3.07,1328
14045,0.57,Very Good,F,VS1,60.3,58.0,5.36,5.39,3.24,1871
14046,0.7,Good,D,SI2,63.7,58.0,5.6,5.64,3.58,2367
14047,0.9,Very Good,E,SI2,62.6,60.0,6.09,6.18,3.84,3662
14048,1.04,Premium,D,SI2,59.8,58.0,6.61,6.56,3.94,5154
14049,1.01,Good,G,VS1,63.8,57.0,6.38,6.35,4.06,6882
14050,1.24,Very Good,H,SI1,60.8,60.0,6.9,6.94,4.21,7050
14051,0.92,Ideal,J,VS1,62.0,55.0,6.24,6.27,3.88,3489
14052,1.0,Very Good,E,SI1,61.2,60.0,6.39,6.42,3.92,5351
14053,1.66,Good,G,VS2,63.2,56.0,7.49,7.61,4.77,15091
14054,0.41,Ideal,G,SI1,62.2,56.0,4.75,4.77,2.96,671
14055,1.01,Premium,H,VS2,61.6,59.0,6.41,6.39,3.94,5260
14056,1.01,Ideal,E,SI2,59.2,56.0,6.63,6.59,3.91,4751
14057,0.5,Good,D,VS2,64.0,56.0,5.04,5.02,3.22,1708
14058,1.15,Ideal,E,VS2,61.4,57.0,6.73,6.76,4.14,9967
14059,0.71,Ideal,J,VS2,62.4,54.0,5.72,5.76,3.58,1899
14060,1.09,Premium,E,SI1,62.5,57.0,6.61,6.55,4.11,5640
14061,1.2,Premium,G,SI2,62.4,58.0,6.77,6.73,4.21,5846
14062,0.57,Very Good,D,VVS1,60.4,57.0,5.39,5.44,3.27,2945
14063,1.16,Ideal,I,VS2,61.5,57.0,6.75,6.78,4.16,5207
14064,2.2,Premium,H,SI1,61.2,59.0,8.42,8.37,0.0,17265
14065,1.29,Premium,I,SI1,62.2,58.0,7.03,6.96,4.35,6140
14066,0.91,Ideal,I,SI2,63.0,54.0,6.17,6.12,3.86,2976
14067,0.55,Ideal,I,VS2,62.6,57.0,5.21,5.23,3.27,1393
14068,0.91,Very Good,I,VVS2,63.5,59.0,6.1,6.06,3.86,3618
14069,0.54,Ideal,F,VS1,60.7,59.0,5.27,5.3,3.21,1849
14070,0.75,Ideal,I,SI1,61.5,58.0,5.82,5.86,3.59,2383
14071,0.66,Ideal,H,SI1,62.4,58.0,5.53,5.56,3.46,1609
14072,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1600
14073,1.01,Very Good,E,SI1,62.9,60.0,6.35,6.43,4.02,5499
14074,0.25,Premium,E,VVS2,62.5,59.0,4.02,4.05,2.52,576
14075,0.38,Very Good,E,VS2,60.4,58.0,4.67,4.7,2.83,744
14076,0.56,Ideal,F,VS2,62.6,56.0,5.28,5.3,3.31,1761
14077,0.36,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83,789
14078,0.33,Ideal,F,VS2,62.0,54.2,4.42,4.45,2.75,660
14079,0.34,Good,G,VS1,63.1,57.0,4.4,4.45,2.79,686
14080,0.23,Very Good,E,VVS2,60.0,56.0,4.03,4.07,2.43,530
14081,0.52,Ideal,F,VVS2,60.6,56.0,5.22,5.24,3.17,2137
14082,0.23,Very Good,F,VVS2,61.7,55.0,3.99,4.05,2.48,498
14083,0.38,Very Good,G,VS1,63.5,59.0,4.58,4.61,2.92,840
14084,1.01,Good,D,SI1,61.8,60.0,6.35,6.37,3.93,5443
14085,0.3,Ideal,H,IF,62.5,56.0,4.31,4.33,2.7,764
14086,1.5,Premium,D,SI1,61.0,61.0,7.32,7.28,4.45,11863
14087,0.8,Ideal,G,VS2,62.1,57.0,5.95,6.0,3.71,3494
14088,0.44,Ideal,E,VS2,61.5,56.0,4.92,4.9,3.02,1073
14089,0.32,Ideal,G,VVS2,62.2,57.0,4.38,4.36,2.72,936
14090,0.27,Ideal,E,VVS2,61.9,56.0,4.16,4.19,2.58,760
14091,0.72,Ideal,I,VS1,62.1,55.0,5.73,5.76,3.56,2430
14092,0.54,Ideal,I,SI1,61.7,56.0,5.25,5.29,3.25,1114
14093,0.7,Premium,H,VS2,61.8,60.0,5.68,5.71,3.52,2330
14094,1.0,Premium,D,SI1,62.3,60.0,6.23,6.19,3.87,4469
14095,0.3,Ideal,G,VVS1,62.6,54.0,4.25,4.28,2.67,789
14096,1.24,Good,G,SI2,63.7,60.0,6.77,6.7,4.3,4861
14097,1.74,Ideal,D,SI2,59.7,55.0,7.9,7.84,4.7,9880
14098,0.71,Very Good,E,VS2,64.0,57.0,5.66,5.68,3.63,2804
14099,0.91,Good,E,SI1,63.6,57.0,6.13,6.1,3.89,4611
14100,1.29,Premium,G,VS2,58.7,58.0,7.27,7.11,4.22,8842
14101,0.35,Premium,G,VVS1,59.3,61.0,4.62,4.58,2.73,984
14102,0.39,Very Good,D,VS2,59.5,57.0,4.79,4.82,2.86,1040
14103,0.61,Ideal,D,SI1,62.0,55.0,5.47,5.44,3.38,2029
14104,0.57,Ideal,F,VS1,62.3,57.0,5.29,5.32,3.3,1961
14105,2.0,Premium,G,SI2,61.7,60.0,7.95,7.9,4.89,11355
14106,1.03,Ideal,F,VS1,60.7,56.0,6.54,6.6,3.99,7296
14107,0.32,Ideal,D,VVS1,61.5,57.0,4.45,4.43,2.73,1140
14108,0.75,Very Good,F,SI1,63.4,58.0,5.75,5.79,3.66,2734
14109,2.01,Premium,I,VS2,61.1,60.0,8.12,8.06,4.94,17592
14110,0.44,Ideal,E,VVS2,61.8,56.0,4.93,4.88,3.03,1334
14111,0.32,Ideal,E,VS1,61.4,55.0,4.42,4.44,2.72,713
14112,0.42,Premium,G,VS1,60.9,58.0,4.81,4.84,2.94,921
14113,0.23,Very Good,E,VVS2,61.2,58.0,3.93,3.98,2.42,530
14114,0.32,Good,I,SI1,63.5,57.0,4.3,4.33,2.74,421
14115,0.71,Very Good,D,VS1,63.2,57.0,5.63,5.67,3.57,3406
14116,0.51,Ideal,G,VVS2,61.6,56.0,5.14,5.12,3.16,1842
14117,2.13,Good,H,SI2,59.2,58.0,8.35,8.41,4.96,16062
14118,1.02,Very Good,F,SI2,61.1,62.0,6.49,6.54,3.98,3984
14119,1.2,Premium,F,SI2,62.6,58.0,6.79,6.73,4.23,5846
14120,0.44,Premium,E,SI1,62.3,58.0,4.85,4.88,3.03,778
14121,2.02,Premium,J,VS2,62.0,59.0,8.06,8.08,5.0,13687
14122,0.73,Very Good,F,VS1,61.8,59.0,5.73,5.79,3.56,2843
14123,0.33,Ideal,F,VS2,62.1,54.0,4.43,4.46,2.76,666
14124,1.07,Premium,G,VS2,62.5,57.0,6.58,6.5,4.09,6644
14125,2.02,Very Good,J,VS2,59.3,60.0,8.28,8.34,4.93,13693
14126,1.03,Ideal,D,SI2,61.2,57.0,6.59,6.51,4.01,4764
14127,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,668
14128,1.2,Ideal,H,VS1,62.0,57.0,6.69,6.76,4.17,7294
14129,0.7,Very Good,D,VS1,61.5,55.0,5.7,5.74,3.52,3239
14130,0.7,Very Good,E,VS2,61.4,57.0,5.7,5.73,3.51,2553
14131,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2450
14132,1.0,Very Good,D,SI1,59.8,59.0,6.47,6.51,3.88,5671
14133,0.23,Very Good,F,VVS2,63.1,56.0,3.93,3.96,2.49,472
14134,0.33,Ideal,G,VVS2,62.0,53.5,4.44,4.48,2.76,754
14135,1.5,Premium,G,VS1,60.8,61.0,7.36,7.29,4.45,13720
14136,0.57,Ideal,G,VS1,61.1,57.0,5.34,5.36,3.27,2060
14137,0.7,Very Good,E,SI1,59.1,63.0,5.89,5.81,3.46,2184
14138,0.56,Ideal,F,SI2,61.4,57.0,5.3,5.33,3.26,1279
14139,0.34,Ideal,D,SI1,60.9,56.0,4.53,4.56,2.76,596
14140,0.3,Very Good,H,SI1,59.4,63.0,4.4,4.35,2.6,540
14141,1.59,Ideal,I,SI2,60.5,55.1,7.55,7.62,4.59,8814
14142,0.7,Very Good,H,SI2,63.4,55.0,5.59,5.64,3.56,2094
14143,0.71,Very Good,H,SI1,63.5,57.0,5.67,5.63,3.59,2207
14144,1.0,Premium,E,SI2,62.0,59.0,6.43,6.3,3.95,4077
14145,0.49,Good,F,VS1,63.6,59.0,4.95,4.92,3.14,1426
14146,1.01,Very Good,E,SI1,59.6,61.0,6.47,6.51,3.87,5411
14147,0.75,Ideal,J,VS2,61.5,54.0,5.87,5.9,3.62,2001
14148,0.9,Very Good,G,VS2,60.9,59.0,6.18,6.24,3.78,4269
14149,1.21,Ideal,I,SI2,64.6,56.0,6.67,6.62,4.29,4879
14150,1.5,Good,H,SI2,64.0,61.0,7.18,7.14,4.58,5208
14151,0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,1343
14152,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,775
14153,0.4,Ideal,I,VVS2,61.6,56.0,4.75,4.76,2.93,770
14154,0.9,Ideal,F,SI2,61.9,57.0,6.13,6.18,3.81,4593
14155,0.4,Ideal,D,VS2,62.2,54.0,4.73,4.76,2.95,891
14156,1.07,Ideal,E,VVS2,62.3,56.0,6.51,6.61,4.09,10133
14157,1.01,Premium,F,SI1,58.9,60.0,6.57,6.5,3.85,5713
14158,0.34,Good,H,VS2,63.2,55.0,4.46,4.5,2.83,537
14159,0.3,Ideal,D,VS2,61.4,54.0,4.33,4.34,2.66,710
14160,1.52,Fair,J,SI2,65.8,57.0,7.18,7.11,4.7,5916
14161,0.71,Ideal,G,VS1,62.9,58.0,5.66,5.69,3.57,2820
14162,0.41,Ideal,G,IF,61.6,55.0,4.78,4.83,2.96,1259
14163,0.51,Ideal,E,SI1,60.9,56.0,5.16,5.19,3.15,1585
14164,1.71,Very Good,F,VS2,63.5,59.0,7.51,7.46,4.75,13818
14165,0.3,Good,H,SI1,63.9,55.0,4.24,4.27,2.72,421
14166,1.6,Premium,F,SI2,60.5,60.0,7.55,7.52,4.56,8530
14167,1.01,Good,H,SI2,63.9,58.0,6.35,6.32,4.05,3959
14168,0.52,Very Good,F,VS2,61.1,56.0,5.21,5.24,3.19,1591
14169,0.43,Ideal,E,SI1,62.3,57.0,4.78,4.82,2.99,792
14170,1.26,Very Good,F,VS1,62.5,58.0,6.83,6.94,4.3,10284
14171,1.37,Ideal,G,VS1,61.1,55.0,7.2,7.16,4.39,11009
14172,1.1,Ideal,G,VS1,61.3,57.0,6.66,6.59,4.06,7688
14173,1.13,Premium,H,VS2,62.8,59.0,6.63,6.58,4.15,5571
14174,0.34,Ideal,H,VS1,62.7,57.0,4.48,4.45,2.8,765
14175,0.76,Ideal,F,VS1,62.2,56.0,5.83,5.87,3.64,3680
14176,1.2,Premium,H,VS2,60.7,60.0,6.88,6.82,4.16,6250
14177,1.07,Ideal,J,SI1,60.8,56.0,6.61,6.57,4.01,3775
14178,2.01,Very Good,E,SI1,62.7,57.0,8.03,8.11,5.06,17676
14179,0.8,Ideal,E,SI1,61.9,55.0,5.94,5.98,3.69,4125
14180,0.43,Good,D,SI1,63.8,55.0,4.79,4.8,3.06,774
14181,0.4,Ideal,E,VS2,61.1,56.0,4.75,4.77,2.91,912
14182,1.34,Premium,F,VS2,61.1,58.0,7.12,7.05,4.33,10431
14183,1.22,Very Good,G,SI2,63.2,58.0,6.82,6.76,4.29,6409
14184,0.7,Ideal,G,VS2,62.3,57.0,5.65,5.68,3.53,2723
14185,0.77,Ideal,H,SI1,62.2,56.0,5.83,5.88,3.64,2781
14186,1.0,Ideal,E,VS2,62.0,56.0,6.42,6.36,3.96,6261
14187,0.39,Ideal,G,VS2,61.5,57.0,4.69,4.74,2.9,745
14188,1.01,Very Good,E,VS2,63.1,60.0,6.3,6.26,3.96,6335
14189,0.42,Good,F,SI1,63.4,56.0,4.75,4.78,3.02,722
14190,1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,8910
14191,1.0,Very Good,F,SI2,62.9,59.0,6.3,6.39,3.99,4081
14192,1.02,Very Good,D,VS2,59.8,61.0,6.54,6.61,3.93,6785
14193,2.01,Good,D,SI2,64.6,55.0,7.85,7.98,5.11,15394
14194,1.34,Ideal,J,SI2,62.0,56.0,7.09,7.03,4.38,5358
14195,0.59,Very Good,E,VS1,61.2,58.0,5.4,5.45,3.32,2200
